#  file: rfProjLicense2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, code, description, date_collected, datasource_id
#  FROM rf_project_licenses
#  WHERE datasource_id=219
#  ORDER BY proj_unixname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	code	description	date_collected	datasource_id
bench	307	Ruby License	2010-05-04 12:53:55	219
benchmarkx	307	Ruby License	2010-05-04 12:53:55	219
bencode	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:55	219
betabrite	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:55	219
betfairclient	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:55	219
betternestedset	188	MIT/X Consortium License	2010-05-04 12:53:55	219
bibstudy	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:56	219
bibtexparser	188	MIT/X Consortium License	2010-05-04 12:53:56	219
bijou	307	Ruby License	2010-05-04 12:53:56	219
bin2hex	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:56	219
binaryparse	307	Ruby License	2010-05-04 12:53:56	219
binbackup	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:56	219
bindata	307	Ruby License	2010-05-04 12:53:56	219
bio-graphics	307	Ruby License	2010-05-04 12:53:56	219
bioactive	188	MIT/X Consortium License	2010-05-04 12:53:56	219
biocatalogue	187	BSD License	2010-05-04 12:53:56	219
biomart	14	OSI Approved	2010-05-04 12:53:56	219
bioruby	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:56	219
bioruby	307	Ruby License	2010-05-04 12:53:56	219
bioruby-annex	307	Ruby License	2010-05-04 12:53:56	219
birdy	188	MIT/X Consortium License	2010-05-04 12:53:56	219
bishop	16	GNU Lesser General Public License (LGPL)	2010-05-04 12:53:56	219
bit-struct	307	Ruby License	2010-05-04 12:53:56	219
bitcache	188	MIT/X Consortium License	2010-05-04 12:53:56	219
bitchun	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:56	219
bitly4r	188	MIT/X Consortium License	2010-05-04 12:53:56	219
bitpack	197	Public Domain	2010-05-04 12:53:56	219
bits	307	Ruby License	2010-05-04 12:53:56	219
bitstring	296	Apache Software License	2010-05-04 12:53:56	219
bitter	188	MIT/X Consortium License	2010-05-04 12:53:56	219
bj-on-old-rails	16	GNU Lesser General Public License (LGPL)	2010-05-04 12:53:56	219
bl6g	307	Ruby License	2010-05-04 12:53:56	219
blackcloth	188	MIT/X Consortium License	2010-05-04 12:53:56	219
blacklight	296	Apache Software License	2010-05-04 12:53:56	219
blanket	188	MIT/X Consortium License	2010-05-04 12:53:56	219
ble	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:56	219
ble	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:56	219
blender	188	MIT/X Consortium License	2010-05-04 12:53:56	219
