#  file: rfProjStatus2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, code, description, code_on_page, date_collected, datasource_id
#  FROM rf_project_status
#  WHERE datasource_id=219
#  ORDER BY proj_unixname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	code	description	date_collected	datasource_id
bells	8	Pre-Alpha	2010-05-04 12:53:55	219
belongs-to-enum	11	Production/Stable	2010-05-04 12:53:55	219
bench	11	Production/Stable	2010-05-04 12:53:55	219
benchmarkx	11	Production/Stable	2010-05-04 12:53:55	219
bencode	10	Beta	2010-05-04 12:53:55	219
betabrite	10	Beta	2010-05-04 12:53:55	219
betfairclient	7	Planning	2010-05-04 12:53:55	219
bettercable	7	Planning	2010-05-04 12:53:55	219
betternestedset	11	Production/Stable	2010-05-04 12:53:55	219
bettybuilder	9	Alpha	2010-05-04 12:53:56	219
bibstudy	7	Planning	2010-05-04 12:53:56	219
bibtexparser	10	Beta	2010-05-04 12:53:56	219
bijou	9	Alpha	2010-05-04 12:53:56	219
bin2hex	10	Beta	2010-05-04 12:53:56	219
binaryparse	10	Beta	2010-05-04 12:53:56	219
binbackup	10	Beta	2010-05-04 12:53:56	219
bindata	11	Production/Stable	2010-05-04 12:53:56	219
bingodisk	9	Alpha	2010-05-04 12:53:56	219
bio-graphics	10	Beta	2010-05-04 12:53:56	219
bioactive	10	Beta	2010-05-04 12:53:56	219
biocatalogue	10	Beta	2010-05-04 12:53:56	219
biomart	11	Production/Stable	2010-05-04 12:53:56	219
bioruby	11	Production/Stable	2010-05-04 12:53:56	219
bioruby-annex	10	Beta	2010-05-04 12:53:56	219
bishop	10	Beta	2010-05-04 12:53:56	219
bit-struct	11	Production/Stable	2010-05-04 12:53:56	219
bitcache	8	Pre-Alpha	2010-05-04 12:53:56	219
bitchun	9	Alpha	2010-05-04 12:53:56	219
bitly4r	10	Beta	2010-05-04 12:53:56	219
bitpack	10	Beta	2010-05-04 12:53:56	219
bits	10	Beta	2010-05-04 12:53:56	219
bitstring	11	Production/Stable	2010-05-04 12:53:56	219
bitter	7	Planning	2010-05-04 12:53:56	219
bj-on-old-rails	10	Beta	2010-05-04 12:53:56	219
bl6g	8	Pre-Alpha	2010-05-04 12:53:56	219
blackcloth	9	Alpha	2010-05-04 12:53:56	219
blacklight	10	Beta	2010-05-04 12:53:56	219
blanket	9	Alpha	2010-05-04 12:53:56	219
blatanalyzer	9	Alpha	2010-05-04 12:53:56	219
ble	8	Pre-Alpha	2010-05-04 12:53:56	219
blender	11	Production/Stable	2010-05-04 12:53:56	219
blindtris	9	Alpha	2010-05-04 12:53:57	219
blinkenwords	11	Production/Stable	2010-05-04 12:53:57	219
blipfm	8	Pre-Alpha	2010-05-04 12:53:57	219
blitz3d	9	Alpha	2010-05-04 12:53:57	219
block-chainable	10	Beta	2010-05-04 12:53:57	219
blogengine	9	Alpha	2010-05-04 12:53:57	219
blogfun	9	Alpha	2010-05-04 12:53:57	219
bloggit	10	Beta	2010-05-04 12:53:57	219
blogmarks	10	Beta	2010-05-04 12:53:57	219
blogsight	8	Pre-Alpha	2010-05-04 12:53:57	219
blogwell	10	Beta	2010-05-04 12:53:57	219
bluecloth-forms	7	Planning	2010-05-04 12:53:57	219
bluefeather	10	Beta	2010-05-04 12:53:57	219
bn4r	10	Beta	2010-05-04 12:53:57	219
bob	9	Alpha	2010-05-04 12:53:57	219
boilerplate	10	Beta	2010-05-04 12:53:57	219
boisjoli	8	Pre-Alpha	2010-05-04 12:53:57	219
bokeo	10	Beta	2010-05-04 12:53:57	219
boogaloo	10	Beta	2010-05-04 12:53:57	219
bookworms	7	Planning	2010-05-04 12:53:57	219
boomerang	8	Pre-Alpha	2010-05-04 12:53:57	219
boptic	8	Pre-Alpha	2010-05-04 12:53:57	219
borges	10	Beta	2010-05-04 12:53:57	219
bosdk	10	Beta	2010-05-04 12:53:57	219
botijo	8	Pre-Alpha	2010-05-04 12:53:57	219
boto	9	Alpha	2010-05-04 12:53:57	219
bottone	7	Planning	2010-05-04 12:53:57	219
bounce-email	10	Beta	2010-05-04 12:53:57	219
bouncestudio	9	Alpha	2010-05-04 12:53:57	219
bowline	9	Alpha	2010-05-04 12:53:57	219
bowtie	9	Alpha	2010-05-04 12:53:57	219
boxroom	10	Beta	2010-05-04 12:53:57	219
brascms	9	Alpha	2010-05-04 12:53:58	219
brazilian-rails	11	Production/Stable	2010-05-04 12:53:58	219
brcobranca	11	Production/Stable	2010-05-04 12:53:58	219
breeze	9	Alpha	2010-05-04 12:53:58	219
bricks	8	Pre-Alpha	2010-05-04 12:53:58	219
brightbox	11	Production/Stable	2010-05-04 12:53:58	219
briscola	11	Production/Stable	2010-05-04 12:53:58	219
broadsoft	9	Alpha	2010-05-04 12:53:58	219
browsercms	10	Beta	2010-05-04 12:53:58	219
browserdebug	11	Production/Stable	2010-05-04 12:53:58	219
bufferaffects	11	Production/Stable	2010-05-04 12:53:58	219
buggy	9	Alpha	2010-05-04 12:53:58	219
bugtrack	10	Beta	2010-05-04 12:53:58	219
build2spec	9	Alpha	2010-05-04 12:53:58	219
builder	11	Production/Stable	2010-05-04 12:53:58	219
buildr	10	Beta	2010-05-04 12:53:58	219
