#  file: fsfProjectInterfaces2010-May.txt
#  package: fsfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of Free Software 
#  Foundation project information generated from the list of projects gathered 
#  in 2010-May
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#  
#  SELECT pi.proj_num, p.proj_unixname, pi.interface, pi.datasource_id 
#  FROM fsf_project_interfaces pi, fsf_projects p 
#  WHERE p.proj_num = pi.proj_num AND pi.datasource_id=221 
#  ORDER BY p.proj_unixname, pi.interface
#
#  datasource_id = 221 is the 2010-May collection from FSF.
proj_num	proj_unixname	interface	datasource_id
6068	remoted	Library	221
4276	RemoteGUD	Command Line	221
977	remote_update	Command Line	221
976	remstats	Web	221
975	renameutils	Command Line	221
974	renattach	Command Line	221
5304	reos	Web	221
973	rep-gtk	Library	221
972	replace	Command Line	221
971	reportdhcp	Web	221
4275	ReportLab	Library	221
970	reqtool	Command Line	221
970	reqtool	Web	221
6364	resque	X Window System	221
6069	rest2web	Console	221
969	resume	X Window System	221
6020	retain	Command Line	221
967	retawq	Command Line	221
967	retawq	Web	221
4274	RetroForth	Command Line	221
966	retroshare_im	X Window System	221
4273	RetroWeb	Command Line	221
4273	RetroWeb	Web	221
965	reveal	Command Line	221
5603	revel	Library	221
964	revelation	X Window System	221
4272	ReverseShell	Command Line	221
963	rewrap	Command Line	221
962	rexima	Console	221
1001	re_graph	X Window System	221
4302	RFC	Command Line	221
961	rfc2mib	Command Line	221
960	rfind	X Window System	221
959	rfm	Web	221
958	rfs	Command Line	221
957	rh-errata	Command Line	221
956	rhide	X Window System	221
955	rhup	Console	221
4271	RhymingDictionary	Command Line	221
954	rhythmbox	X Window System	221
953	ricmp	Command Line	221
4270	Riece	Command Line	221
4270	Riece	X Window System	221
951	rigel	Library	221
950	ringlink	Web	221
949	rip	Command Line	221
947	ripit	Web	221
948	ripMIME	Command Line	221
946	ripoffc	X Window System	221
945	ripperX	X Window System	221
944	rippy	Web	221
4301	RKCheck	Command Line	221
943	rlib	Command Line	221
4300	RLog	Command Line	221
4300	RLog	Library	221
942	rlpr	Command Line	221
941	rlwrap	Console	221
5323	rmiio	Command Line	221
940	roadmap	X Window System	221
4269	RoadMap	X Window System	221
5397	roadsend	Web	221
4299	ROBODoc	Command Line	221
6140	roboptim	Library	221
4268	Rockbox	Command Line	221
939	rocks	Command Line	221
939	rocks	Daemon	221
4267	RocksnDiamonds	X Window System	221
938	roll	Command Line	221
6403	rook	Console	221
4266	Rookery	Command Line	221
936	root	X Window System	221
937	root-tail	X Window System	221
4265	RootkitHunter	Command Line	221
935	rootsh	Command Line	221
5687	rootz	Command Line	221
5687	rootz	Web	221
934	rope	Command Line	221
4298	ROPE	Web	221
933	roseg	X Window System	221
932	rospell	X Window System	221
931	rotoscope	X Window System	221
930	rotter	Command Line	221
929	rottlog	Command Line	221
6007	roundcube	Web	221
4264	Roundup	Command Line	221
4264	Roundup	Web	221
928	rox	X Window System	221
927	roxen	Web	221
926	rp-pppoe	Daemon	221
926	rp-pppoe	X Window System	221
6070	rpc4django	Web	221
5661	rpge	Command Line	221
5376	rpl2	Console	221
925	rpm-get	Command Line	221
924	rpmlint	X Window System	221
923	rpmrebuild	Command Line	221
922	rpmstatus	Command Line	221
922	rpmstatus	X Window System	221
921	rpmwiz	X Window System	221
920	rpncalc	Command Line	221
919	rproxy	Daemon	221
918	rpsl	Command Line	221
6373	rpyc	Command Line	221
4297	RRDPoller	Command Line	221
917	rrdtool	Command Line	221
917	rrdtool	X Window System	221
916	rrdutils	Command Line	221
915	rrgbis	X Window System	221
914	rrs	Command Line	221
914	rrs	Daemon	221
913	rsaver	X Window System	221
4296	RSBAC	Command Line	221
6071	rsl	Library	221
912	rsnapshot	Command Line	221
6424	rspec	Command Line	221
911	rss2imap	Command Line	221
909	rssh	Command Line	221
4295	RSSMixTape	X Window System	221
908	rssplanet	X Window System	221
907	rstunnel	Command Line	221
905	rsync	Command Line	221
906	rsync-incr	Daemon	221
904	rsyncbackup	Command Line	221
903	rsyncrypto	Command Line	221
902	rsyncvaultmanager	Command Line	221
901	rsyslogd	Daemon	221
900	rtf-converter	Command Line	221
899	rtf2html	Command Line	221
897	rtracker	Command Line	221
897	rtracker	E-mail	221
897	rtracker	Web	221
896	rubber	Command Line	221
895	rubrica	X Window System	221
892	ruby	Command Line	221
894	ruby-amazon	Library	221
4262	Ruby-DICT	Library	221
4261	Ruby-LDAP	Command Line	221
893	ruby-update	Command Line	221
6421	rubygems	Command Line	221
4260	RubyGoogle	Web	221
5533	rubygsl	X Window System	221
4259	RubyInline	Command Line	221
5747	rubylinkparser	Library	221
6432	rubyradius	Command Line	221
4258	Rubyripper	X Window System	221
891	rubyrss	Library	221
6061	rubysunlightapi	Daemon	221
5530	rubysync	Console	221
890	rubyzip	Command Line	221
889	ruli	Library	221
888	rumor	Command Line	221
887	run	Command Line	221
6185	runfunc	Library	221
886	runit	Command Line	221
4257	RunLaunch	X Window System	221
885	runmaint	Command Line	221
885	runmaint	Daemon	221
4256	RunQ	Command Line	221
884	runwig	Library	221
883	ruport	Library	221
5485	rush	Command Line	221
4263	RuStem	Command Line	221
6375	rusty	Console	221
6375	rusty	Web	221
5536	rutaci	Console	221
882	rvk_manager_script_for_blender	X Window System	221
4293	RVM	Command Line	221
4255	RwdScheduler	Web	221
881	rwdshell	Web	221
880	rwdtinker	Web	221
879	rwhois.py	Command Line	221
878	rws	Command Line	221
877	rx	Console	221
877	rx	Library	221
875	rxvt	X Window System	221
876	rxvt-unicode	Command Line	221
876	rxvt-unicode	X Window System	221
6186	rython	Command Line	221
874	saballistics	Command Line	221
6125	sabayon	Command Line	221
4207	SableCC	Command Line	221
4206	SableVM	Command Line	221
873	sadlittlewebjournal	Web	221
5560	saeal	Library	221
872	safecat	Command Line	221
4205	SafeHTML	Web	221
5512	saferm	Command Line	221
871	safetynet	Command Line	221
870	sagasu	X Window System	221
4254	SAGATOR	Command Line	221
4254	SAGATOR	Daemon	221
869	sage	X Window System	221
868	sahana	Web	221
867	sakura	X Window System	221
4204	SalStat	X Window System	221
866	sam2p	Command Line	221
865	samba	Command Line	221
863	samhain	Daemon	221
862	sample_load	Command Line	221
4203	SandSurfer	Web	221
861	sane	Command Line	221
861	sane	X Window System	221
860	sanity.pl	Command Line	221
859	sapid	Web	221
858	sarah	X Window System	221
5625	sarlib	Library	221
4201	Sashenka	Command Line	221
4201	Sashenka	Daemon	221
4202	SashXB	X Window System	221
5379	satchmo	Web	221
857	sather	Command Line	221
856	sauce	Command Line	221
856	sauce	Daemon	221
4200	Savane	Web	221
855	savIRC	Web	221
854	sawfish	X Window System	221
853	sbcd	Command Line	221
852	sbcl	Command Line	221
851	sc	Command Line	221
4252	SCA	Library	221
4253	SCA-CMS	Web	221
850	scale2x	Console	221
849	scanlogd	Daemon	221
848	scapy	Command Line	221
847	scdbackup	Command Line	221
4251	SCForm	Web	221
846	schedtool	Command Line	221
845	schedutils	Command Line	221
844	scheme48	Command Line	221
844	scheme48	Console	221
843	schism	X Window System	221
842	schooltool	Web	221
841	schrodinger	X Window System	221
840	scid	X Window System	221
5527	scidavis	X Window System	221
839	scigraphica	X Window System	221
6187	scimath	Library	221
4198	Scintilla	X Window System	221
4199	SciParam	X Window System	221
5862	scipy	Library	221
6332	scite	X Window System	221
5537	sciyag	X Window System	221
4250	SCM	Command Line	221
838	scmail	Daemon	221
4197	Scmbug	Command Line	221
4247	SCons	Command Line	221
837	scons_erlang	Command Line	221
6376	scopeformatter	Command Line	221
4196	ScoutPortalToolkit	Web	221
836	scouttracker	Web	221
4249	SCPM	Command Line	221
835	scponly	Command Line	221
4248	SCRAP	Command Line	221
4248	SCRAP	Daemon	221
6188	scrapy	Console	221
834	screem	Web	221
833	screen	Command Line	221
6377	scribe	Command Line	221
832	scribes	X Window System	221
831	scribus	X Window System	221
5658	scriptaculous	Library	221
830	scriptorium	Library	221
830	scriptorium	Web	221
6189	scrubber	Web	221
829	scsiadd	Command Line	221
4194	ScsiaddGui	X Window System	221
6195	sct	Web	221
828	sctplib	Library	221
827	sdcc	Command Line	221
826	sdcdc	Command Line	221
825	sdcv	Command Line	221
824	sdd	Command Line	221
823	sdfxcms	Web	221
822	sdir	Command Line	221
4246	SDL	Library	221
821	sdlhana	X Window System	221
5722	sdlyuvaddon	Command Line	221
4245	SDL_gfx	Library	221
820	seahorse	X Window System	221
819	search4files	X Window System	221
818	searchmonkey	X Window System	221
817	sebseti	Web	221
816	secpwgen	Command Line	221
5327	secretrabbitcode	Library	221
4193	SecretSanta	Web	221
4192	SecureServ	Command Line	221
815	sed	Command Line	221
814	sede	Web	221
813	sedsed	Command Line	221
812	seealso	Command Line	221
4190	SeedSpambots	Command Line	221
4191	SeeR	Library	221
5318	segatex	X Window System	221
4189	SeismicToolkit	X Window System	221
4244	SEM	Web	221
811	sencap	Command Line	221
810	send2kflickr	X Window System	221
808	senddfbymail	Command Line	221
807	senddiff	Web	221
809	sendEmail	Command Line	221
4188	SendIP	Command Line	221
806	sendmail	Daemon	221
6021	sendmailadmin	Command Line	221
805	sendmailconf	Web	221
804	sendpage	Command Line	221
804	sendpage	Daemon	221
6246	seotoaster	Command Line	221
6246	seotoaster	Console	221
6246	seotoaster	Daemon	221
6246	seotoaster	E-mail	221
6246	seotoaster	Web	221
6246	seotoaster	X Window System	221
803	ser2net	Daemon	221
802	sercd	Daemon	221
801	serel	Web	221
800	serlvers	Library	221
799	serveez	Command Line	221
799	serveez	Daemon	221
798	set	Web	221
797	setapplet	X Window System	221
796	sfind	Command Line	221
795	sfm	X Window System	221
5884	sfront	Command Line	221
5885	sfrontlite	Command Line	221
794	sft	Command Line	221
4243	SGK	Command Line	221
4187	Sglib	Library	221
4242	SGP	Command Line	221
4241	SGQI	Daemon	221
4241	SGQI	Web	221
793	sh-utils	Command Line	221
5389	shareaza	X Window System	221
790	sharesecret	Command Line	221
789	sharktorrent	X Window System	221
788	sharpconstruct	X Window System	221
787	sharutils	Command Line	221
786	shc	Command Line	221
785	shed	Console	221
784	shell-haskell	Library	221
6215	shellcalc	Command Line	221
783	sheltermanager	X Window System	221
782	sherlog	Command Line	221
781	shiela	Command Line	221
5815	shipyard	Command Line	221
780	shirc	Command Line	221
779	shishi	Command Line	221
5470	shmm	Command Line	221
778	shn2make	Command Line	221
777	shntool	Command Line	221
776	shogiopening	X Window System	221
775	shohei	Web	221
774	shorewall	Command Line	221
4186	Shoutstats	Web	221
6173	shove	Web	221
773	show	X Window System	221
4185	ShowImg	X Window System	221
772	shrinkingman	X Window System	221
6378	shrubbery	Command Line	221
771	shtooka_explorer	X Window System	221
770	shtool	Command Line	221
769	shuffle	Command Line	221
768	shuriken	Command Line	221
767	shush	Command Line	221
6437	shutter	X Window System	221
766	siag	X Window System	221
5700	sic	Command Line	221
765	sidebar	Web	221
764	siege	Command Line	221
763	sig	Command Line	221
762	sigel	Daemon	221
762	sigel	X Window System	221
761	siggen	Command Line	221
4240	SIGI	Command Line	221
6138	sigil	X Window System	221
760	sigmapi	X Window System	221
759	sign	Command Line	221
5320	sigscheme	Library	221
4239	SILC	Command Line	221
4238	SILCtoolkit	Library	221
5419	silktree	Command Line	221
758	silky	X Window System	221
5630	silly	Library	221
757	silverstripe	Web	221
4237	SIM	Web	221
756	simbitlbee	X Window System	221
755	simdock	X Window System	221
4233	SImg	Library	221
4233	SImg	X Window System	221
754	simkinforcpp	Command Line	221
753	simplebackup	Command Line	221
6308	simpleccsm	X Window System	221
4183	SimpleForm	Web	221
752	simplegroupware	Web	221
751	simpleinvoices	Web	221
5714	simplejson	Command Line	221
5507	simplemulti	Command Line	221
5559	simpleworld	X Window System	221
6191	simplui	Command Line	221
4184	SimPy	Command Line	221
748	simsynch	Command Line	221
6310	sinatra	Command Line	221
747	singapore	Web	221
746	singit	X Window System	221
4236	SINS	Command Line	221
4236	SINS	X Window System	221
745	sipcalc	Command Line	221
4235	SIPExpressRouter	Daemon	221
744	sipsak	Command Line	221
5907	sipwitch	Command Line	221
5863	sirikata	Command Line	221
743	sirobot	Command Line	221
743	sirobot	Web	221
4234	SISC	Command Line	221
5586	sispread	Command Line	221
5688	siteatschool	Web	221
742	sitebar	Web	221
741	sitecopy	Command Line	221
740	sitr	Web	221
739	sjeng	X Window System	221
738	skdetect	Command Line	221
737	skencil	X Window System	221
736	sketch_library	Library	221
735	skim	X Window System	221
4182	SkipDB	Command Line	221
734	skipper	Console	221
734	skipper	X Window System	221
733	skipstone	Web	221
732	skoosh	X Window System	221
4181	Skribe	Web	221
731	sl	Command Line	221
730	slang	Library	221
729	slapt-get	Command Line	221
728	slash	Web	221
727	slcreator	X Window System	221
726	slib	Library	221
725	slide2handout	Command Line	221
4180	SlideProjector	X Window System	221
724	slides.sh	Command Line	221
4179	SlimServer	Web	221
4232	SLIRP	Command Line	221
5742	slitechat	X Window System	221
722	slln	Library	221
721	sloccount	Command Line	221
5701	slock	Command Line	221
720	sloth	Command Line	221
719	slrn	Command Line	221
718	smail	Daemon	221
717	smake	Command Line	221
716	smalltalk	Command Line	221
716	smalltalk	X Window System	221
4178	SmartCache	Daemon	221
714	smarteiffel	Command Line	221
714	smarteiffel	Library	221
4177	SmartList	Daemon	221
712	smarttcl	Command Line	221
5809	smartypants	Command Line	221
715	smart_pointers	Library	221
710	smbc	Console	221
4231	SMC	Command Line	221
5407	smc	X Window System	221
708	smf-zombie	Daemon	221
4230	SMILCut	X Window System	221
707	smilutils	Command Line	221
4176	SmokePing	Daemon	221
4176	SmokePing	Web	221
706	smokeping	Web	221
5579	smser	Command Line	221
4175	SmsSend	Command Line	221
705	smtm	X Window System	221
704	smtpblock	Command Line	221
704	smtpblock	Daemon	221
703	smw	X Window System	221
702	snacc	Command Line	221
701	snack	X Window System	221
4174	SnackAmp	X Window System	221
700	snackware	Console	221
4173	SnakeMe	X Window System	221
6379	snakesteak	Console	221
699	snaplogic	Web	221
698	snapmatcher	Command Line	221
697	snapshot	Command Line	221
696	snatcher	Console	221
695	snd	Command Line	221
695	snd	X Window System	221
4172	SndBite	X Window System	221
694	snescom	Command Line	221
694	snescom	X Window System	221
693	snif	Web	221
692	snippets	Web	221
4229	SNMP-Info	Command Line	221
4228	SNMPTT	Command Line	221
4228	SNMPTT	Daemon	221
4227	SNORT	Command Line	221
691	snort-rep	Command Line	221
690	snort2pf	Daemon	221
689	snortalog	Command Line	221
689	snortalog	X Window System	221
6192	snow	Web	221
4171	Snowbox	Daemon	221
688	snowlog	Command Line	221
4170	Snownews	Command Line	221
687	snowpath	X Window System	221
686	snug	X Window System	221
684	socat	Command Line	221
4169	Socketpipe	Command Line	221
683	socklog	Command Line	221
6193	socksipy	Library	221
4226	SODE	Command Line	221
681	sodipodi	X Window System	221
680	sofa	X Window System	221
679	sofia-sip	Library	221
678	softflowd	Daemon	221
677	solfege	X Window System	221
6384	solu	X Window System	221
4168	Soma	Web	221
675	songanizer	Command Line	221
673	soothsayer	Console	221
6194	sorlthumbnail	Web	221
672	sos	Command Line	221
671	soundconverter	X Window System	221
670	soundmonitor	X Window System	221
5506	soundmural	Command Line	221
4167	Source-Navigator	X Window System	221
669	source2html	Command Line	221
5610	sourcehighlight	Console	221
668	sourceinstall	X Window System	221
4166	SourceWell	Web	221
5303	sovix	Web	221
667	sox	Command Line	221
666	soya	Library	221
4225	SPA	Command Line	221
664	spacechart	X Window System	221
665	space_maze	X Window System	221
4165	Spam-X	Web	221
4164	SpamAssassin	Command Line	221
4164	SpamAssassin	Daemon	221
663	spamcup	Command Line	221
4163	SpamFilters	Command Line	221
662	spaminator	Web	221
4162	SpamProbe	Command Line	221
660	spamresponder	Command Line	221
659	spamtrainer	X Window System	221
4161	SpamViz	Command Line	221
4160	SpamX	Command Line	221
658	sparklet	X Window System	221
6385	sparta	Command Line	221
657	spastic	Command Line	221
656	spat	X Window System	221
4159	SpeakFreely	Command Line	221
655	speechd-el	Command Line	221
655	speechd-el	Library	221
654	speedcrunch	X Window System	221
653	speedupd	Command Line	221
653	speedupd	Daemon	221
652	speedx	X Window System	221
651	speedy_make	Command Line	221
650	speex	Command Line	221
650	speex	Library	221
649	spell	Command Line	221
5787	spgal	Command Line	221
4224	SPGM	Web	221
6374	sphinx	Console	221
6374	sphinx	Web	221
5670	sphinx2	Command Line	221
5671	sphinx3	Command Line	221
5669	sphinxbase	Library	221
5672	sphinxtrain	Command Line	221
4223	SPINdex	Command Line	221
5412	spindown	Console	221
646	spinner	Daemon	221
648	spin_auth	Daemon	221
647	spin_feedback	Daemon	221
4222	SPIP	Web	221
6300	spipat	Library	221
645	splice	Command Line	221
644	spline	Command Line	221
4157	Split-Dist	Command Line	221
5696	splitpath	Command Line	221
4156	SplitVT	Command Line	221
643	splonk	Daemon	221
4220	SPlotter3D	X Window System	221
4221	SPOPS	Command Line	221
642	sportstracker	X Window System	221
641	spotter	Web	221
6386	sprained	Command Line	221
6387	sprinkles	Library	221
640	spruce	X Window System	221
5500	sps	Command Line	221
639	sptrace	Command Line	221
638	spyce	Command Line	221
638	spyce	Web	221
6256	spyder	X Window System	221
4219	SQL-LedgerAccounting	Web	221
637	sql2class	Command Line	221
636	sql2tinydns	Web	221
5713	sqlalchemy	Command Line	221
4218	SQLDiff	Web	221
4216	SQLgrey	Daemon	221
4214	SQLite	Command Line	221
4214	SQLite	Library	221
4215	SQLite-Ruby	Command Line	221
4213	SQLiteManager	Web	221
4217	SQLLoadBalancer	Command Line	221
6198	sqlparse	Command Line	221
4212	SQLshout	Command Line	221
4212	SQLshout	Web	221
635	sqlupdate	Command Line	221
634	squeakgtk	X Window System	221
632	squid	Command Line	221
633	squid-graph	Web	221
631	squidrunner	Command Line	221
631	squidrunner	Web	221
5522	squirrelcfg	Command Line	221
629	squirrelfax	X Window System	221
628	squirrelmail	Web	221
630	squirrel_shell	Console	221
627	src-highlite	Command Line	221
626	srcpd	Daemon	221
625	sredird	Daemon	221
624	srm	Command Line	221
5704	sselp	Command Line	221
623	ssh-installkeys	Command Line	221
622	sshdfilter	Command Line	221
5797	sshman	Command Line	221
619	ssync	Command Line	221
619	ssync	Daemon	221
618	stalonetray	X Window System	221
617	standardizeipa	Command Line	221
4155	Star	Command Line	221
4154	StarDict	X Window System	221
616	stardict-ed	X Window System	221
615	stat	Command Line	221
6199	statepy	Library	221
614	stateye	Command Line	221
612	statist	Command Line	221
611	statistX	X Window System	221
6388	statlib	Command Line	221
610	statsdawg	Web	221
608	staypuft	X Window System	221
4153	SteelBlue	Web	221
4152	Stellarium	X Window System	221
607	stenciltools	Console	221
5473	stepintoC	X Window System	221
4151	StepTalk	Command Line	221
4151	StepTalk	Library	221
606	stereograph	Command Line	221
5632	stftp	Console	221
5392	stick2	X Window System	221
605	stickwiki	Web	221
4150	StickyNotes	X Window System	221
604	stickystatus	X Window System	221
603	stitch	Command Line	221
603	stitch	Daemon	221
4210	STklos	Command Line	221
4210	STklos	Library	221
602	stl2pov	Command Line	221
4211	STLport	Library	221
6204	stockpyle	Command Line	221
601	stoned	X Window System	221
4149	Stopmotion	X Window System	221
6111	stoq	X Window System	221
600	storebackup	Command Line	221
600	storebackup	Daemon	221
4148	StormSiren	Command Line	221
599	stow	Command Line	221
5504	stphp	Web	221
598	strace	Command Line	221
4147	Stratagus	X Window System	221
597	straw	X Window System	221
6389	stream	Library	221
596	streamtuner	Web	221
595	strec	Command Line	221
595	strec	X Window System	221
594	stress	Command Line	221
6236	strigi	Daemon	221
6200	stringtemplate3	Library	221
593	stripmgr	X Window System	221
5860	stroke	Command Line	221
592	strongswan	Command Line	221
591	stunnel	Daemon	221
589	stvremote	X Window System	221
588	styx	Command Line	221
587	subedit_palyer	X Window System	221
586	submount	Daemon	221
584	subterfugue	Command Line	221
583	subversion	Command Line	221
582	sudo	Command Line	221
5642	sudokuki	X Window System	221
580	sudoscript	Command Line	221
5680	sugar	X Window System	221
5682	sugarart	Library	221
5681	sugarbase	Library	221
6409	sugarcrm	X Window System	221
579	sugarplum	Web	221
5683	sugarpresence	Library	221
5684	sugartoolkit	Library	221
578	sunclock	X Window System	221
4146	Sunwait	Command Line	221
577	super-sed	Command Line	221
4145	SuperKaramba	X Window System	221
576	superopt	Command Line	221
575	superswitcher	X Window System	221
574	supertux	X Window System	221
573	surblhost	Command Line	221
572	sureinvoice	Web	221
571	surfraw	Command Line	221
571	surfraw	Web	221
6201	surlex	Command Line	221
570	sussen	X Window System	221
5712	sux0r	Web	221
5712	sux0r	X Window System	221
568	svg2png	Command Line	221
5765	svglib	Command Line	221
5765	svglib	Library	221
567	svk	Command Line	221
566	svn2cl	Command Line	221
565	svnaccess	Web	221
564	sw-logger	Command Line	221
564	sw-logger	X Window System	221
563	swapd	Command Line	221
563	swapd	Daemon	221
562	swbis	Command Line	221
561	sweater	X Window System	221
5783	swec	Command Line	221
560	sweep	X Window System	221
4144	SweepOver	X Window System	221
559	swfw	Web	221
558	swi-prolog	Command Line	221
558	swi-prolog	Web	221
558	swi-prolog	X Window System	221
557	swiftsurf	Command Line	221
4209	SWIG	Command Line	221
556	swishe	Web	221
4208	SWISHpp	Command Line	221
5678	switchtraf	Console	221
555	swm	X Window System	221
554	swpkg	Command Line	221
553	sxml	Command Line	221
552	syllogism_quizzer	X Window System	221
551	sylpheed	X Window System	221
550	symbio	Web	221
549	sympa	E-mail	221
549	sympa	Web	221
548	symposium	X Window System	221
547	syncevolution	X Window System	221
546	synergy2	X Window System	221
6087	synfig	X Window System	221
5357	synopsis	Console	221
545	syntax-desktop	Web	221
544	syrep	Command Line	221
543	syscalltracker	Command Line	221
541	sysindex	Command Line	221
541	sysindex	Web	221
540	syslog-ng	Daemon	221
4143	Sysmon	Command Line	221
539	sysprof	X Window System	221
538	sysstat	Command Line	221
4142	SystemImager	Command Line	221
537	systraq	Command Line	221
6202	sysyphus	Console	221
536	t-prot	Command Line	221
4141	T2	Console	221
535	t2t	Command Line	221
534	t337	Command Line	221
533	ta-lib	Library	221
532	tablaunch	X Window System	221
531	tacshell	Command Line	221
530	tagclean	Command Line	221
4128	TagLib	Library	221
528	taglog	X Window System	221
527	tagmanager	Command Line	221
527	tagmanager	Library	221
6390	tagpy	Library	221
526	tagreader	Command Line	221
525	talkfilters	Command Line	221
525	talkfilters	Library	221
5813	talksoup	X Window System	221
524	tamil_encoding_convertors	Command Line	221
523	tangerine	X Window System	221
522	tanne	Command Line	221
4127	Tapeback	Command Line	221
521	taper	Command Line	221
519	tar	Command Line	221
518	tardy	Command Line	221
4126	TarotClub	X Window System	221
517	tart	Command Line	221
516	taskfreak	Web	221
4125	TaskJuggler	X Window System	221
6126	tasque	X Window System	221
515	tau	Web	221
4140	TBCI	Library	221
513	tbclock	Console	221
4139	TCD	Console	221
4138	TCDR	X Window System	221
512	tcl-tools	Command Line	221
510	tclap	Library	221
4124	TclCurl	Library	221
4136	TCLink	Web	221
4123	TclMagick	X Window System	221
4137	TCLP	Command Line	221
509	tclperl	Library	221
508	tclpython	Library	221
6157	tcltext	X Window System	221
511	tclTk	Command Line	221
511	tclTk	Console	221
511	tclTk	X Window System	221
507	tcpdf	Web	221
506	tcpdump	Command Line	221
505	tcpr	Command Line	221
504	tcpreplay	Command Line	221
503	tcpspy	Command Line	221
502	tcptraceroute	Command Line	221
501	tcptrack	Command Line	221
500	tcpxd	Command Line	221
499	tcsh	Command Line	221
498	tcshrc	Command Line	221
4135	TCT	Command Line	221
497	tcup	Web	221
6156	tdict	X Window System	221
496	tdl	Command Line	221
495	tea	X Window System	221
494	teardrop	Command Line	221
494	teardrop	X Window System	221
493	teatime	X Window System	221
4121	Ted	X Window System	221
492	tel	Console	221
4120	TelEduc	Web	221
6171	teleportcommand	Command Line	221
6420	telescope	Library	221
4119	Tellico	X Window System	221
6394	tempest	X Window System	221
491	templeet	Web	221
6398	tenjin	Console	221
5355	tennix	X Window System	221
490	tent	Web	221
489	terminatorX	X Window System	221
488	termlock	Command Line	221
487	termutils	Command Line	221
486	terraform	X Window System	221
4118	TerribleFile	X Window System	221
5557	teseq	Command Line	221
4117	TestDisk	Command Line	221
6404	testido	Console	221
485	testmail	Command Line	221
6405	testtools	Command Line	221
6406	tex	Command Line	221
484	tex2im	Command Line	221
483	texinfo	Command Line	221
4122	TeXML	Command Line	221
482	textanalyzer	Command Line	221
4116	TextTokenizer	Command Line	221
481	textutils	Command Line	221
481	textutils	Console	221
4134	TFTGallery	Web	221
480	tgif	Web	221
6221	tgyui	Command Line	221
478	thales	Daemon	221
477	thautoindex	Web	221
476	theguide	X Window System	221
475	theorur	X Window System	221
6203	thermopy	Console	221
4115	Thirdphase	Command Line	221
474	thoughtbucket	Web	221
6205	threadedcomments	Web	221
473	threads	Library	221
472	thuban	X Window System	221
471	thunar	X Window System	221
4114	Thunderbird	Web	221
470	thy	Daemon	221
469	tidy	Command Line	221
4112	Tidybot	Command Line	221
4112	Tidybot	X Window System	221
455	tidydoc	Command Line	221
468	tidylib	Library	221
467	tiger	Command Line	221
5515	tigernews	Web	221
466	tightVNC	Web	221
466	tightVNC	X Window System	221
4111	TikiWiki	Web	221
4110	TileDriller	X Window System	221
6222	tilelite	Web	221
465	time	Command Line	221
6407	timebook	Console	221
464	timerapplet	X Window System	221
463	timeshift	Command Line	221
4109	TimeTracker	X Window System	221
6223	timetric	Library	221
4113	TiMidity	X Window System	221
462	tin	Command Line	221
461	tinc	Daemon	221
460	tintin	Console	221
4108	TinyButStrong	Web	221
4107	TinyCA	X Window System	221
456	tinycc	Command Line	221
459	tinyCOBOL	Command Line	221
458	tinyDYN	Console	221
458	tinyDYN	Daemon	221
4106	TinyLogin	Command Line	221
4106	TinyLogin	Console	221
4106	TinyLogin	Daemon	221
454	tinyproxy	Command Line	221
4105	TinyQ	Library	221
4104	TinyRML2PDF	Library	221
457	tinySRP	Library	221
453	tiobench	Command Line	221
5435	tip	Console	221
452	tipograf	X Window System	221
4103	Tipue-Images	X Window System	221
5425	TiresiasFonts	X Window System	221
450	tkabber	X Window System	221
4102	TkCVS	X Window System	221
449	tkdassistant	X Window System	221
4100	TkDesk	X Window System	221
448	tkdiff	Command Line	221
4101	TkDVD	X Window System	221
447	tkdvd	X Window System	221
4099	TkGate	X Window System	221
446	tkgeomap	X Window System	221
445	tkhangman	X Window System	221
4098	Tksql	Command Line	221
4098	Tksql	X Window System	221
444	tktimer	Command Line	221
444	tktimer	X Window System	221
451	tk_Brief	X Window System	221
4097	TlaLog	X Window System	221
443	tlock	Command Line	221
4133	TMDA	Command Line	221
4133	TMDA	Daemon	221
442	tmv	Command Line	221
441	tmw	X Window System	221
440	tnftp	Command Line	221
4132	TNT	Library	221
4096	To-Do	Web	221
4131	TOAD	Library	221
438	toast	Command Line	221
437	tocaraul	X Window System	221
436	tochnog	Command Line	221
435	todolist.php	Web	221
432	tojo	Web	221
6224	tokyocabinet	Library	221
6227	tokyocabinetjava	Command Line	221
6225	tokyocabinetperl	Command Line	221
6226	tokyocabinetruby	Command Line	221
6231	tokyodystopia	Command Line	221
6232	tokyopromenade	Command Line	221
6228	tokyotyrant	Command Line	221
6229	tokyotyrantperl	Command Line	221
6230	tokyotyrantruby	Command Line	221
431	tomboy	X Window System	221
430	tonality	X Window System	221
5427	tong	X Window System	221
5588	toolbot	Command Line	221
5588	toolbot	Daemon	221
429	top	Command Line	221
4095	Tor	Command Line	221
4095	Tor	Daemon	221
5410	torchat	X Window System	221
428	tork	X Window System	221
5624	torque	Library	221
4094	TorrentFlux	Web	221
427	torrentocracy	X Window System	221
4093	Totd	Daemon	221
