#  file: sfRawTracker2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes tracker data for each project. This info 
#  is summed based on the daily tracker data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT  proj_unixname, sum(tracker_opened), sum(tracker_closed)
#  FROM project_statistics_60 
#  WHERE datasource_id=172  
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  tracker opened: the sum of all opened tracker items for this 60-day period 
#  tracker closed: the sum of all closed tracker items for this 60-day period
proj_unixname	sum(tracker_opened)	sum(tracker_closed)
imsteganography	0	0
imt	3	0
imtailor	0	0
imtask	0	0
imtk	0	0
imtoolkit	0	0
imtop	0	0
imtp	0	0
imtpauv	0	0
imts	0	0
imtunnel	0	0
imundus	0	0
imune	0	0
imuse	0	0
imusing	0	0
imutillib	0	0
imv	0	0
imv-dps	0	0
imviabluetooth	0	0
imview	0	0
imwe	0	0
imwheel	0	0
imwip	0	0
imx	0	0
imxferret	0	0
imxml	0	0
imy	0	0
in-dtsc	0	0
in-look	0	0
in-note	0	0
in-ufsdeckbuild	0	0
in003	0	0
in1102008	0	0
in1660	0	0
in2-danish	0	0
in3activa	0	0
inadyn	0	0
inadyn-advanced	0	0
inadyn-mt	0	0
inaeir	0	0
inane	0	0
inanna	0	0
inapa	0	0
inarra	0	0
inavier	0	0
inazulog	0	0
inb	0	0
inbalans	0	0
inbe	0	0
inboard	0	0
inboxvault	0	0
inc	0	0
inc-cn-calc	0	0
inc-squeak	0	0
inca	0	0
incaforums	0	0
incalang	0	0
incams-internet	0	0
incanto	0	0
incarchive	0	0
incarnate	0	0
incasso	0	0
incasys	0	0
incat	0	0
incatrailtourcu	0	0
inccis	0	0
incendiaryblue	0	0
incendio	0	0
incfiles	0	0
incgraph	0	0
inchi	1	0
inchiostro	0	0
incidenceweb	0	0
incident-db	0	0
incidenti	0	0
incidenze	0	0
incidium	0	0
inclass-jserver	0	0
incline-sense	0	0
include	0	0
includeaswanted	0	0
incluir-sim	0	0
incognito	0	0
incomecounter	0	0
incontext	NULL	NULL
incontrol	0	0
incoop	0	0
incorporate	0	0
incr-parser	0	0
increment	0	0
incridge	0	0
incriminata	0	0
incron	0	0
incrtcl	3	1
inctranslate	0	0
inctree	0	0
incubation	0	0
incubator-52n	0	0
incubesstore	0	0
incubo	0	0
incubus	0	0
incursion	0	0
ind	0	0
inda-project-09	0	0
indafins	0	0
indalo	0	0
indaschack	0	0
indautograder	0	0
indcrpgb	0	0
indcylmanage	0	0
inddatatransfer	0	0
indecision	0	0
indecrypt	0	0
indelextractor	0	0
indentacode	0	0
independ	0	0
independantcont	0	0
independenceday	0	0
indeploy	0	0
indesk	0	0
index-music-xml	0	0
indexcard	0	0
indexcity	0	0
indexer	0	0
indexer-sh	0	0
indexerx	0	0
indexgenerator	0	0
indexified	0	0
indexior	0	0
indexstorage	0	0
indframeworks	0	0
indi	0	0
indi4java	0	0
indiaaberdeen	0	0
indiamarket	0	0
indianbrain	0	0
indianlanguages	0	0
indianoss	0	0
indiantrader	0	0
indiareform	0	0
indic-computing	0	0
indic-morph	0	0
indicators	0	0
indicd	0	0
indicime	0	0
indickeyboard	0	0
indicrm	0	0
indict	0	0
indicx	0	0
indieband	0	0
indiedreams	0	0
indielamp	0	0
indiemix	0	0
indiemuse	0	0
indienet	0	0
indieradio	0	0
indierockadmin	0	0
indiestep	0	0
indiftpd	0	0
indigente	0	0
indigestion	0	0
indigo-sms	0	0
indigo-tool	0	0
indigocmf	0	0
indigofdd	0	0
indigolog	0	0
indigosim	0	0
indimail	2	1
indir	0	0
indirahrs	0	0
indirect3d	0	0
indispensable	0	0
indite-en-masse	0	0
indivo	0	0
indlinux	0	0
indo	0	0
indohack	0	0
indom	0	0
indonews	0	0
indophp	0	0
indpa	0	0
indra	0	0
indradesktop	0	0
indricotherium	0	0
inducks-browser	0	0
indus	0	0
indus-project	0	0
industri	0	0
industrializer	0	0
industriallinux	0	0
industrydbedit	0	0
industrytycoon	0	0
indy	0	0
indy-film	0	0
indy-net	0	0
indy-soap	0	0
indy4lazarus	0	0
indy500	0	0
indyj	0	0
indylinuxpm	0	0
indymedia	0	0
indytrans	0	0
indywiki	0	0
indywikia	0	0
indyx	0	0
ineatcollection	0	0
inedi	0	0
inekisp	0	0
inelt-ups	0	0
ineo	0	0
inept	0	0
inept-mon	0	0
inertia	0	0
inertia2d	0	0
inertial-math	0	0
inertialmouse	0	0
inertialteam	0	0
inesnewsml	0	0
inet	0	0
inet-framework	0	0
inetadmin	0	0
inetbasics	0	0
inetbiz	0	0
inetcommlib	0	0
inetcostguard	0	0
inetcrawler	0	0
inetctrl	0	0
inetdxtra	0	0
inetfs	0	0
inetid	0	0
inetjava	0	0
inetlib	0	0
inetmessage	0	0
inetpeering	0	0
inetpicture	0	0
inetpluginx	0	0
inetquota	0	0
inetraf	0	0
inetremote	0	0
inetserv	0	0
inetsim	0	0
inetsock	0	0
inetstatus	0	0
inettools	0	0
inettricorder	0	0
inetworks	0	0
inewstorrent	0	0
inewtampa	0	0
inexin	0	0
inf	0	0
inf-beheer	0	0
inf312f	0	0
infadoc	0	0
infassistant	0	0
infasta	0	0
infata	0	0
infboard	0	0
infectclass	0	0
infection	0	0
infectiongame	0	0
infectors	0	0
infer	0	0
inferenceweb	0	0
inferenczy	0	0
infern0	0	0
inferno	0	0
inferno-gta02	0	0
inferno-hd-lock	0	0
inferno-mud	0	0
inferno-player0	0	0
inferno-synth	0	0
infernofox	0	0
infernolib	0	0
infernoproject	0	0
infernorpg	0	0
infest	0	0
infexp	0	0
infigo	0	0
infinatekurios	0	0
infinetriainc	0	0
infiniband	0	0
infiniquest	0	0
infiniserver	0	0
infinispan	0	0
infinite	0	0
infinitecanvas	0	0
infiniteconnect	0	0
infinitedraw	0	0
infinitedream	0	0
infinitelib	0	0
infinitemonkeys	0	0
infiniteos	0	0
infiniteresp	0	0
infinitettt	0	0
infinitewars	0	0
infiniti	0	0
infinitiot	0	0
infinitiserver	0	0
infinitum	0	0
infinitum8	0	0
infinitux	0	0
infinity	0	0
infinity-plugin	0	0
infinity-plus-1	0	0
infinitydms	0	0
infinityfc	0	0
infinityforums	0	0
infinityos	0	0
infinitypfm	0	0
infinityportals	0	0
infinityproject	0	0
infinitysystems	0	0
infinityta	0	0
infinitytools	0	0
infinix	0	0
infinserver	0	0
infinymail	0	0
infixcalc	0	0
inflatrononrail	0	0
inflection	0	0
inflecto	0	0
inflog	0	0
influenzo	0	0
influsim	0	0
influx	0	0
info	0	0
info-gest	0	0
info-sapient	0	0
info2html	0	0
info2me	0	0
info3d	0	0
infobeacon	0	0
infobn	0	0
infoboard	0	0
infobot	0	1
infobot2	0	0
infobright	0	0
infoc	0	0
infocalendar	0	0
infocalypse	0	0
infocardorgnizr	0	0
infocast2tools	0	0
infocat3	0	0
infocenter	0	0
infocentral	0	0
infocharge	0	0
infocid	0	0
infocon	0	0
infocountry	0	0
infocrawler	0	0
infodash	0	0
infodepot	0	0
infodock	0	0
infodomestic	1	0
infoecos	0	0
infoeng	0	0
infoextract	0	0
infogrep	0	0
infogrid	0	0
infohub	0	0
infohubmvs	0	0
infoindustria	0	0
infointerop	0	0
infojection	0	0
infokeep	0	0
infokiosk	0	0
infokon	0	0
infolayer	0	0
infolibsystem	0	0
infomaki	0	0
infomaniacs	0	0
infomap	0	0
infomap-nlp	0	0
infomapame	0	0
infomate	0	0
infomax	0	0
infometh	0	0
infomgr	0	0
infomix	0	0
infomltools	0	0
infomod	0	0
infonatural-esb	0	0
infonet	0	0
infonode	1	2
infonoia	0	0
infonu	0	0
infopa	0	0
infopad	0	0
infoquanta	0	0
inforail	0	0
inforama	12	8
inforeseau	0	0
inforetsearch	0	0
inform-eclipse	0	0
inform-warez	0	0
inform4swing	0	0
informa	0	0
informatics	0	0
informatiker	0	0
informationcard	0	0
informationflat	0	0
informationmana	0	0
informationmark	0	0
informator	0	0
informatyka	0	0
informed	0	0
informer	0	0
informium	0	0
informixdb	0	0
informproject	0	0
informs	0	0
infoscherm	0	0
infoset	0	0
infospace	0	0
infostore	0	0
infostudio	0	0
infosys	0	0
infosystem	0	0
infoteam	0	0
infotec	0	0
infoteca	0	0
infotrace	0	0
infotrans	0	0
infovisprojectr	0	0
infovista	0	0
infoweb	0	0
infowebservice	0	0
infozframework	0	0
infozip	1	0
infra-red	0	0
infrabig	0	0
infracalc	0	0
infradb	0	0
infragrid	0	0
infrahid	0	0
inframe	0	0
inframgmt	0	0
infranetdump	0	0
infranetjava	0	0
infraphp	0	0
infrarecorder	4	0
infrared	0	0
infrastat	0	0
infrastructure	0	0
infringe	0	0
infucionica	0	0
infuse	0	0
infusio	0	0
infusion	0	0
infusionmonitor	0	0
infusionproject	0	0
infut	0	0
infweb	0	0
inga	0	0
ingecpmstbg	0	0
ingen	0	0
ingenias	0	0
ingeniousbg	0	0
ingeniousmvc	0	0
ingeniweb	9	0
ingenix	0	0
ingestlist	0	0
ingex	0	0
ingisys	0	0
ingkcpos	0	0
ingravity	0	0
ingres	0	0
ingres-bind	0	0
ingres-jdbc	0	0
ingres-snmp	0	0
ingres-utility	0	0
ingreschallenge	0	0
ingrestitans	0	0
ingrestool	0	0
ingrgast	0	0
ingrid-project	0	0
ingridemu	0	0
ingsoftwareucab	0	0
inguma	2	0
ingutie	0	0
inguzeq	0	0
ingwe	0	0
inharmonycat	0	0
inhelpdesk	0	0
inheritance	0	0
inhouse	0	0
inhunmi	0	0
ini2qf	0	0
ini4j	NULL	NULL
iniciaocientfic	0	0
inicrond	0	0
inidiff	0	0
inieditor	0	0
inifile	0	0
iniglet	0	0
inihandler	0	0
inilib	0	0
inimail	0	0
inimbia	0	0
inimedia	0	0
ininive	0	0
inionsql	0	0
init4boot	0	0
initbdapps	0	0
initialproject	0	0
initialtap	0	0
initiativetrack	0	0
initool	0	0
initranslator	0	0
inixoops	0	0
injader	0	0
inject	0	0
injection	0	0
injection-fwk	0	0
injectiondenied	0	0
injectj	0	0
injectobject	0	0
injuredpixels	0	0
injury	0	0
injuslin	0	0
ink	0	0
inka	0	0
inkaddressbar	0	0
inkarma	0	0
inkbb	0	0
inkblot	0	0
inkboard	0	0
inkdrop	0	0
inki	0	0
inkithegame	0	0
inkjar	0	0
inkjournal	0	0
inkling	0	0
inkmenu	0	0
inkmltk	0	0
inknomo	0	0
inkscape	0	0
inkscape-usb	0	0
inkscapemap	0	0
inkscapeportab	0	0
inkscapeportabl	0	0
inkstone	0	0
inktank	0	0
inktoner	0	0
inktype	0	0
inkubator	0	0
inkulator	0	0
inkworks	0	0
inl	0	0
inlaw	0	0
inlaws	0	0
inlay	0	0
inletdesign	0	0
inline-guile	0	0
inline-java	0	0
inline-sendmail	0	0
inlineproxy	0	0
inlinewms	0	0
inlook	0	0
inlooksm	0	0
inmedia	0	0
inmf	0	0
inmobigest	0	0
inmobiliaria	0	0
inmobis	0	0
inmopy	0	0
inmplayer	0	0
inms	0	0
inmsngr	0	0
inmueblesmdp	0	0
inmundo	0	0
inn	0	0
inn17	0	0
innaturas	0	0
innerdom	0	0
innergates	0	0
innerself	0	0
innerspace	0	0
innerview	0	0
innerworld	0	0
innig-util	0	0
inno-university	0	0
innobeat	0	0
innocence	0	0
innoforms	0	0
innohex	0	0
innolab	0	0
innomatic	0	0
innopdf	0	0
innophp	0	0
innosetuppe	0	0
innotechgroup	0	0
innotoolbar	0	0
innotop	0	0
innounp	0	0
innova	0	0
innovacampus	0	0
innovateportal	0	0
innovation-abm	0	0
innovation3d	0	0
innovationstart	0	0
innovators	0	0
innoverse	0	0
innoxas	0	0
innux	0	0
inoclam	0	0
inode	0	0
inodefs	0	0
inodetraffic	0	0
inoface	0	0
inok	0	0
inos	0	0
inotify-cxx	0	0
inotify-tools	0	0
inova-blog	0	0
inox	0	0
inp	0	0
inphorm	0	0
inphpinity	0	0
inphusion	0	0
inpitch	0	0
inplace	0	0
inprocess	0	0
inprogress	0	0
inprotect	13	0
input-default	0	0
inputconf	0	0
inputcontrol	0	0
inputworkorder	0	0
inq	0	0
inqle	0	0
inquiry	0	0
inquirytool	0	0
inquisitor	0	0
inraci2006	0	0
inrealtime	0	0
inrepsys	0	0
inrete-pec	0	0
inriaberges	0	0
inrunner	0	0
insafluxvideo	0	0
insalugsite	0	0
insamonitor	0	0
insane	0	0
insanebb	0	0
insaneclient	0	0
insanefs	0	0
insanelysimple2	0	0
insanezlib	0	0
insania	0	0
insbuddy	0	0
inscriptio	0	0
insearch	0	0
inseasd	0	0
insect	0	0
insect-wall	0	0
insectgame	0	0
insecticida	0	0
insectj	0	0
insectwars	0	0
insecurewebapp	0	0
insenvim	0	0
insert	0	0
insert-sql	0	0
inserveur	0	0
insetopsites	0	0
insgroups	0	0
inshapardaz	0	0
inside	0	0
inside3d	0	0
insideapps	0	0
insideout	0	0
insiderecruit	0	0
insidexer	0	0
insieme	0	0
insight	0	0
insightengine	0	0
insilicobrain	0	0
insim4j	0	0
insimnia	0	0
insimula	0	0
insite	0	0
insitecmsnet	0	0
insitecontrolle	0	0
insiteengine	0	0
insitu	0	0
insomnia	0	0
insomnia-httpd	0	0
insomnia-kext	0	0
insomnia-online	0	0
insomnia23	0	0
insomniabbs	0	0
insomniax	0	0
insomnipy	0	0
insonia	0	0
insotracker	0	0
inspace	0	0
inspcamper	0	0
inspecciontecni	0	0
inspect	0	0
inspecteur	0	0
inspectioncase	0	0
inspector	0	0
inspectore	0	0
inspectorj	0	0
inspirado	0	0
inspiration	0	0
inspircd	0	0
inspirebb	0	0
inspirento	0	0
inspirexmlstats	0	0
inspstat	0	0
inspsys	0	0
inst-vmware-fc7	0	0
insta	0	0
insta-mail	0	0
instadmg	0	0
instafw	0	0
instalador	0	0
install-log	0	0
install-qmail	0	0
install-toolkit	0	0
install42go	0	0
install6	0	0
install7	0	0
installationman	0	0
installbase	0	0
installbuddy	0	0
installce	0	0
installd	0	0
installedmodifi	0	0
installfix	0	0
installfree	0	0
installfreeship	0	0
installgen	0	0
installguru	0	0
installib	0	0
installinux	0	0
installjammer	1	0
installlib	0	0
installlogwin	0	0
installmagic	0	0
installmaker	0	0
installme	0	0
installomatic	0	0
installoptions	0	0
installpal	0	0
installshellpro	0	0
installsmwhere	0	0
installtrace	0	0
installtstr	0	0
instamp	0	0
instanceone-x10	0	0
instancestore	0	0
instant-linux	0	0
instantajax	0	0
instantbach	0	0
instantblog	0	0
instantcm	0	0
instantcms2	0	0
instantco	0	0
instantconvert	0	0
instantcw	0	0
instantj	0	0
instantlinux	0	0
instantlook	0	0
instantmessenge	0	0
instantmsgapi	0	0
instantnsm	0	0
instantobjects	0	0
instantro	0	0
instantsoap	0	0
instantsvc	0	0
instantvork	0	0
instantwebbie	0	0
instantwhois	0	0
instantwork	0	0
instanzilla	0	0
instapot	0	0
instattractions	0	0
instead	0	0
insteongroupand	0	0
insteontimercon	0	0
instil-lang	0	0
institutionmana	0	0
instjailbreak	0	0
instlux	0	0
instock	0	0
instone	0	0
instpflow	0	0
instphpmysqlgb	0	0
instrumentable	0	0
instrumenttuner	0	0
insufflator	0	0
insula	0	0
insulina	0	0
insult	0	0
insurance	0	0
insurancecycle	0	0
insured	0	0
insuren	0	0
insurgency	0	0
insync	0	0
int-factor	0	0
int-gra-sport	0	0
int51x1	0	0
int64	0	0
inta	0	0
intaliomysqlspa	0	0
intamap	2	1
intapp	0	0
intarbrow	0	0
intars	0	0
intboard	0	0
intcalc	0	0
intchat	0	0
intcom	0	0
intdip	0	0
intecod	0	0
integer	0	0
integra	0	0
integra2	0	0
integradata	0	0
integral	0	0
integralive	0	0
integramod	0	0
integramod-2	0	0
integramod-br	0	0
integramod-nl	0	0
integrasoft-igf	0	0
integrate	0	0
integrate4	0	0
integrated	0	0
integrated-map	0	0
integratedlog	0	0
integration	0	0
integrationflow	0	0
integratis	0	0
integrato	0	0
integrator	0	0
integrator2	0	0
integratx	0	0
integria	0	0
integrit	0	0
integrity	0	0
integritycheck	0	0
intel-iscsi	0	0
intel-wings	0	0
intel8080vm	0	0
intel915wddm	0	0
intelicam	0	0
intelicomn	0	0
inteligenthouse	0	0
intelipet	0	0
intelirc	0	0
intellect	0	0
intellectplayer	0	0
intelli-plugins	0	0
intelli-resolve	0	0
intelli-teg	0	0
intelliarp	0	0
intellibackup	0	0
intelliclipse	0	0
intellicontrol	0	0
intellidata	0	0
intellidate	0	0
intellidrag	0	0
intellifeel	0	0
intelligencer	0	0
intelligentia	0	0
intelligentmail	0	0
intelligentstad	0	0
intelligentthin	0	0
intelligere	0	0
intelligerefcs	0	0
intelligerefls	0	0
intelligerevrs	0	0
intellignet	0	0
intellij	0	0
intellijaf	0	0
intellijmaven	0	0
intellijpvcs	0	0
intellijsvsplug	0	0
intellimacro	0	0
intellime	0	0
intellimeasures	0	0
intellims	0	0
intelliparse	0	0
intelliplugece	0	0
intellirad	0	0
intellirail	0	0
intelliray	0	0
intellischool	0	0
intellivation	0	0
intelliweb	0	0
intelliworm	0	0
intelluml	0	0
intelpcmp	0	0
intelreversi	0	0
intempore	0	0
intend	0	0
intension	0	0
intensionrcp	0	0
intention-recog	0	0
intentionspace	0	0
intenz	0	0
inter-net	0	0
inter-red	0	0
inter-x	0	0
interacc	0	0
interact	0	0
interact-midi	0	0
interactdev	0	0
interactedu	0	0
interaction	0	0
interactionengn	0	0
interactionofau	0	0
interactit	0	0
interactive	0	0
interactive-c	0	0
interactive-vdr	0	0
interactivearch	0	0
interactivehelp	0	0
interactivehist	0	0
interactivelib	0	0
interactivepen	0	0
interactivesb	0	0
interactivescr	0	0
interads	0	0
interbible	0	0
interblog	0	0
interceptor	0	0
interceptor1	0	0
interchange	0	0
interchphplib	0	0
intercom	0	0
interconnection	0	0
intercube	0	0
interest	0	0
interesting	0	0
interfaccia	0	0
interface	0	0
interface-pos-o	0	0
interfacea	0	0
interfacecpp	0	0
interfacetable	0	0
interfacewm	0	0
interfacex	0	0
interfacexml	0	0
interferenz	0	0
interflash	0	0
interflow	0	0
interfuse	NULL	NULL
intergeo	0	0
intergeo09	0	0
interglobes	NULL	NULL
interis	0	0
interix-devenv	0	0
interix-wgcc	0	0
interkonekto	0	0
interkotupdater	0	0
interldap	0	0
interligo	0	0
interlingua	0	0
interlingual	0	0
interlis2fsm	0	0
interloc	0	0
interlogic	0	0
interlogictrain	0	0
interlogy	0	0
intermap	0	0
intermate	0	0
intermedia	0	0
intermezzo	0	0
intermission	0	0
intermod	0	0
intermodule	0	0
intermol	0	0
intern-tracker	0	0
interna	0	0
internalize	0	0
internep	0	0
internerve	0	0
internestor	0	0
internet-cafe	0	0
internet-l2tp	0	0
internet-logger	0	0
internet-radio	0	0
internet-spirit	0	0
internet3	0	0
internetapps	0	0
internetcount	0	0
internetdatabas	0	0
internetdemos	0	0
internetdirect	0	0
internetero	0	0
internetfolder	0	0
internetgrabber	0	0
internetmonitor	0	0
internetpaladin	0	0
internetradioso	0	0
internetrail	0	0
internetranger	0	0
internetspeedem	0	0
internetsurfer	0	0
internetuv	0	0
internetweiter	0	0
internote	1	0
interpack	0	0
interpalm	0	0
interpas	0	0
interpascal	0	0
interpascal07	0	0
interpascal2	0	0
interpay	0	0
interphace	0	0
interphone	0	0
interpol	0	0
interposeserver	0	0
interpreader	0	0
interpres	0	0
interpreter	0	0
interpreter-rpz	0	0
interpreterpas	0	0
interpretingex	0	0
interpss	0	0
interpython	0	0
interrogate	0	0
interrupt	0	0
interscript	0	0
intersection	0	0
intersectways	0	0
intershare	0	0
intersquish	0	0
interstages	0	0
interstate	0	0
interstella	0	0
interstellarwar	0	0
interstructures	0	0
intersynchpas	0	0
intertrack	0	0
intertrans	0	0
intertrivial	0	0
interval	0	0
intervalicp	0	0
intervals	0	0
intervalski	0	0
interventionpro	0	0
interverse	0	0
interview	0	0
interviic	0	0
intervm	0	0
intervoz	0	0
interwave-beos	0	0
interwiki	0	0
intfinite	0	0
intgen	0	0
inthewild	0	0
intima	0	0
intimap	0	0
intimateobj	0	0
intime	0	0
intimerefs	0	0
intink	0	0
intipunku	0	0
intivia	0	0
intix-jsigner	0	0
intlize	0	0
intltyper	0	0
intml	0	0
intmodem	0	0
intoj	0	0
intonet	0	0
intontonorm	0	0
intosw	0	0
intoxware	0	0
intpascal	0	0
intpasmga	0	0
intportstrut	0	0
intraaa-net	0	0
intrabb	0	0
intrabot	0	0
intracenter	0	0
intrachat	0	0
intracollab	0	0
intracreate	0	0
intradeveloper	0	0
intradex	0	0
intradj	0	0
intraface	0	0
intraframe	0	0
intragenda	0	0
intraintra	0	0
intrakchat	0	0
intralan	0	0
intramail	0	0
intramsg	0	0
intranet	0	0
intranet-friz	0	0
intranet-na-box	0	0
intranetadmin	0	0
intranetcms	0	0
intranetcri	0	0
intranetdmas	0	0
intranete	0	0
intranetmailing	0	0
intraoralcam	0	0
intraperson	0	0
intraphp	0	0
intrapreneur	0	0
intraq	0	0
intraschool	0	0
intrasearch	0	0
intrasol	0	0
intrepid	0	0
intrepid-gl	0	0
intrigue-icons	0	0
intrinsic	0	0
introdbs6	0	0
introduction-pr	0	0
intronet	0	0
intros	0	0
introspectionja	0	0
introspector	0	0
introtogreenbui	0	0
introuble	0	0
intruders	0	0
intrusion	0	0
intrusiondetect	0	0
intrusionrulema	0	0
intserv	0	0
intuiphppower	0	0
intuition	0	0
intusergames	0	0
intval	0	0
intworm	0	0
inukshuk	0	0
inunit	0	0
inusunited	0	0
inutero	0	0
inutile2	0	0
inv-stream-proj	0	0
invadeearth	0	0
invader	0	0
invaderr	0	0
invaders	0	0
invaders2d	0	0
invalidfighter	0	0
invalidresponse	0	0
invasion	0	0
invasionireland	0	0
invasionmmo	0	0
invasionmtw	0	0
invasiononline	0	0
invasiontd	0	0
invasores	0	0
invconsys	0	0
invdist3d	0	0
invenire	0	0
inventa	0	0
inventarios-dss	0	0
inventixbb	0	0
inventor	0	0
inventor-tools	0	0
inventoriana	0	0
inventorit	0	0
inventory	0	0
inventoryconvt	0	0
inventorydda	0	0
inventorystorag	0	0
inventorysystem	0	0
inventsos	0	0
inventurce	0	0
inverse	0	0
inversendian	0	0
inversion	0	0
inverted-matrix	0	0
invertika	0	0
invertm3u	NULL	NULL
investigator	0	0
investimento	0	0
investor	0	0
invicta	0	0
invind-qnx	0	0
inviscms	0	0
invisiblebasic	0	0
invisibleink	0	0
invisibleip	0	0
invisiongaming	0	0
invitocms	0	0
invizibit	0	0
invman	0	0
invoice	0	0
invoice4you	0	0
invoicemanagemt	0	0
invoicemanager	0	0
invoicenet	0	0
invoiceonline	0	0
invoicesystem	0	0
invoicex	0	0
invoke	0	0
invopoint	0	0
invopport	0	0
invor	0	0
invoy	0	0
invram	0	0
inwicast	0	0
inwikisv	0	0
inxbb	0	0
inxcms	0	0
inyo	0	0
inyourface	0	0
inyourfacebook	0	0
inzinieriai2	0	0
io-crusher	0	0
io-genomics	0	0
io-lambda	0	0
io-max	0	0
io-project	0	0
io-simple	0	0
ioanywhere	0	0
ioapi2vis5d	0	0
ioboard	0	0
ioc	0	0
iocards-genex	0	0
iocaste-core	0	0
iocean	0	0
iocframework	0	0
iocpfrmwk	0	0
iocpsock	0	0
ioculus	0	0
ioda	0	0
iodbc	0	0
iode	0	0
iodine	0	0
ioe	0	0
iof	0	0
ioffice	0	0
ioftpd	0	0
ioftpd-scripts	0	0
iog	0	0
ioguigrid	0	0
ioguitar	0	0
iok	0	0
ioke	0	0
iokontrol	0	0
ioliatrpg	0	0
iolib	0	0
iom	0	0
iomak	0	0
iomatrix	0	0
iometer	0	0
iomorph	0	0
iomrrdtools	0	0
ioms	0	0
ion	0	0
ion-cms	0	0
ionboard	0	0
iondrumtomidi	0	0
ionengine	0	0
ionetworknode	0	0
ionia	0	0
ioniastudent	0	0
ionic	0	0
ionicfusion	0	0
ionicle	0	0
ionicracer	0	0
ionlib	NULL	NULL
ionmud	NULL	NULL
ionquiz	0	0
ionstream	0	0
ioparser	0	0
iopc	0	0
ioports-scan	0	0
ior	0	0
ior-sio	1	0
ioradeonhd	0	0
iorg	0	0
ios	0	0
ios64	0	0
iosa-edxl-rm	0	0
ioscript	0	0
iosity	0	0
iosp	0	0
iosps	0	0
iostools	0	0
iota	0	0
iotabot	0	0
iotamail	0	0
iotiming	0	0
iotop	0	0
iotray	0	0
iots-cms	0	0
ioutnotes	0	0
ioverflow	0	0
iowa	0	0
iowa22c180	0	0
iowiki	0	0
iowrap	0	0
iowunirg	0	0
iox	0	0
ip-array	0	0
ip-binding	0	0
ip-camera-api	0	0
ip-chat	0	0
ip-country-flag	0	0
ip-drilldown	0	0
ip-packet	0	0
ip-phone	0	0
ip-poster	0	0
ip-sender	0	0
ip-session	0	0
ip-sfs	0	0
ip-updater	0	0
ip-viewer	0	0
ip2cc	0	0
ip2ipmini	0	0
ip2ipschat	0	0
ip2isp	0	0
ip2loc	0	0
ip2pstn	0	0
ip2pv6fosprize	0	0
ip46nat	0	0
ip4dos	0	0
ip65	0	0
ip9100d	0	0
ipa	0	0
ipa-lib	0	0
ipa-system	0	0
ipa-tool	0	0
ipab	0	0
ipabacus	0	0
ipac	0	0
ipac-ng	0	0
ipac-ng-rrd	0	0
ipac-ng-x	0	0
ipacco	0	0
ipaccounter	0	0
ipacct-snmp	0	0
ipacctd	0	0
ipace	0	0
ipacwib	0	0
ipad	0	0
ipaddressmanage	0	0
ipaddrlist	0	0
ipadictionary	0	0
ipaf	0	0
ipagerankorg	0	0
ipaint	0	0
ipal	0	0
ipanel	0	0
ipanon	0	0
ipaper	0	0
ipapers	0	0
ipaq-cf-traces	0	0
ipaq300bluetoot	0	0
ipar	0	0
ipars	0	0
ipat	0	0
ipat-s	0	0
ipath	0	0
ipathmeter	0	0
ipaudit	0	0
ipb-extender	0	0
ipb-reloaded	0	0
ipb-thanks	0	0
ipband	0	0
ipbbasic	0	0
ipbbtt	0	0
ipbench	0	0
ipbfffte100	0	0
ipblkd	0	0
ipblockerjoomla	0	0
ipbportal	0	0
ipbrc	0	0
ipbsdk	0	0
ipbskinner	0	0
ipbunrealportal	0	0
ipbwi	0	0
ipc175xutils	0	0
ipcache	0	0
ipcad	1	0
ipcalc	0	0
ipcalc-net	0	0
ipcalculator	0	0
ipcamera	0	0
ipcamerarecserv	0	0
ipcchat	0	0
ipccwallboard	0	0
ipcframework	0	0
ipchainslog	0	0
ipchange	0	0
ipchangemon	0	0
ipchanger	0	0
ipchat	0	0
ipchatproject	0	0
ipcheck	0	0
ipcomm	0	0
ipconverter	0	0
ipcop	13	115
ipcop-fr	0	0
ipcplus	0	0
ipcshm-simple	0	0
ipcy	0	0
ipd	0	0
ipd-eufoss	0	0
ipdenylookup	0	0
ipdetect	0	0
ipdf	0	0
ipdm	0	0
ipdomaintools	0	0
ipdotserp	0	0
ipdr	0	0
ipdump	0	0
ipe	0	0
ipecms	0	0
ipeer	0	0
ipekyolu	0	0
iperf	3	0
iperfwince	0	0
ipernitynet	0	0
ipernitywlpg	0	0
ipersist	0	0
ipersistence	0	0
iperture	0	0
ipet	0	0
ipetrol	0	0
ipetz	0	0
ipex	0	0
ipexpunge	0	0
ipf-orc	0	0
ipfauth	0	0
ipfc	0	0
