#  file: sfRawTracker2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes tracker data for each project. This info 
#  is summed based on the daily tracker data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT  proj_unixname, sum(tracker_opened), sum(tracker_closed)
#  FROM project_statistics_60 
#  WHERE datasource_id=172  
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  tracker opened: the sum of all opened tracker items for this 60-day period 
#  tracker closed: the sum of all closed tracker items for this 60-day period
proj_unixname	sum(tracker_opened)	sum(tracker_closed)
ipfilter	19	14
ipfilter-script	0	0
ipfinder	0	0
ipfire-org	0	0
ipfire-wall	0	0
ipflow	0	0
ipfreely	0	0
ipfw-classifyd	0	0
ipfwadmin	0	0
ipfwstats	0	0
ipg	0	0
ipgdb	0	0
ipgen	0	0
ipgeo	0	0
ipgrab	0	0
ipgraph	NULL	NULL
iphawk	0	0
iphile	0	0
iphits	0	0
iphone	0	0
iphone-chatcon	0	0
iphone-streamer	0	0
iphone-xkcd	0	0
iphone1recogniz	0	0
iphoneblueobex	0	0
iphonecollectio	0	0
iphoneemulatorb	0	0
iphoneexchanger	0	0
iphonegamebook	0	0
iphonegamez	0	0
iphoneim	0	0
iphoneimclnt	0	0
iphoneitunes	0	0
iphoneprototype	0	0
iphonesimulator	3	0
iphonespeech	0	0
iphonesqliteper	0	0
iphonetester	0	0
iphonie	0	0
iphonotes	0	0
iphoto	0	0
iphoto2web	0	0
iphotoalbum	0	0
iphotocatcher	0	0
iphpchains	0	0
iphpsh	0	0
iphurra	0	0
iphy	0	0
iphysics	0	0
ipi	0	0
ipilot	0	0
ipinspector	0	0
ipkarma	0	0
ipkillunix	0	0
ipkungfu	0	0
ipl	0	0
iplan	0	0
iplanner	0	0
iplappinstall	0	0
iplay	0	0
iplayer	0	0
iplayer-client	0	0
iplayerautomatr	0	0
iplayerdownload	0	0
iplclient	0	0
iplib	0	0
iplicious	0	0
iplimiter	0	0
iplinkdb	0	0
iplist	0	1
ipload	0	0
iplog	0	0
iplogd	0	0
iplogviewer	0	0
iplserver	0	0
iplsqldeveloper	0	0
iplusplusdme	0	0
iplviewer	0	0
ipm	0	0
ipm-billing	0	0
ipm-hpc	0	0
ipmail	0	0
ipmanager	0	0
ipmap	0	0
ipmastercontrol	0	0
ipmeter	0	0
ipmgm	0	0
ipmgmt	0	0
ipmgr	0	0
ipmi-bsd	0	0
ipmitool	1	1
ipmitools	0	0
ipmiutil	2	1
ipmonitor	0	0
ipmp	0	0
ipms	0	0
ipmsg	0	0
ipmsg-unicode	0	0
ipmsgattacker	0	0
ipmvt	0	0
ipn	0	0
ipnet	0	0
ipo-bot	0	0
ipo4ta	0	0
ipocs	0	0
ipod	0	0
ipod-encoder	0	0
ipod-hurd	0	0
ipod-mount	0	0
ipod-notifier	0	0
ipod-on-linux	0	0
ipod-symlinks	0	0
ipod-wizard-x	0	0
ipodcal	0	0
ipodcontrol	0	0
ipodconverter	0	0
ipodconvertor	0	0
ipodcopy	0	0
ipoddealie	0	0
ipodder	0	0
ipoddernet	0	0
ipoddisk	0	0
ipodex	0	0
ipodhackerpack	0	0
ipodicons	0	0
ipodler	0	0
ipodlinux	0	0
ipodlinuxinst	0	0
ipodlinuxinstal	0	0
ipodlinuxinstl	0	0
ipodmanager	0	0
ipodmoviemaker	0	0
ipodmytube	0	0
ipodraze	0	0
ipodsearch	0	0
ipodsharp	0	0
ipodsharpwin32	0	0
ipodsync	0	0
ipodtool	0	0
ipodtouchwin32	0	0
ipodtracker	0	0
ipodutility	0	0
ipodwizard	0	0
ipodxtract	0	0
ipoim	0	0
ipoint	0	0
ipojo-toolbox	0	0
ipokerconvert	0	0
ipolinux	0	0
ipolyglot	0	0
ipong	0	0
iponline	0	0
ipony	0	0
ipool	0	0
ipop2	0	0
ipoppr	0	0
iportal	0	0
iportalcms	0	0
iportfolio	0	0
iportfoliopfe	0	0
ipostcardbatch	0	0
iposystem	0	0
ipoverlapfinder	0	0
ipoverscsi	0	0
ipp	0	0
ipp4j	0	0
ippai	0	0
ippcodecs	0	0
ippdevicedriver	0	0
ippersonality	0	0
ippfp	0	0
ippfwebmin	0	0
ipphone-xml	0	0
ipplugin	0	0
ippnp	0	0
ippon	0	0
ippss	0	0
ippuzzle	0	0
ippuzzles	0	0
ipqmanager	0	0
ipqr	0	0
ipr	0	0
ipr-ipp	0	0
iprangecompare	0	0
iprd	0	0
iprdd	1	0
iprecord	0	0
ipredirect	0	0
ipreg	0	0
iprelay	0	0
iprelaycast	0	0
ipreleaser	0	0
iprep	0	0
ipro	0	0
iprocgui	0	0
iproject	0	0
iproman	0	0
iproutetable	0	0
iprov	0	0
ips	0	0
ips-filter	0	0
ipsa	0	0
ipscalc	0	0
ipscan	0	0
ipsec-update	0	0
ipsec2k	0	0
ipsecdriver	0	0
ipsecndis	0	0
ipsedixit	0	0
ipsi	0	0
ipsi-xq	0	0
ipsil	0	0
ipsm	0	0
ipso-interop	0	0
ipsone	0	0
ipsotools	0	0
ipspy	0	0
ipst	0	0
ipstat	0	0
ipstat-monitor	0	0
ipstool	0	0
ipstream	0	0
ipsubnetmanager	0	0
ipswd	0	0
ipswitch	0	0
ipswitcherce	0	0
ipsycms	0	0
ipt	0	0
ipt-netflow	4	3
ipt-portnetscan	0	0
ipt2mrtg	0	0
iptables-cfg	0	0
iptables-crypt	0	0
iptables-dtd	0	0
iptables-map	0	0
iptables-p2p	0	0
iptablescontrol	0	0
iptableslogweb	0	0
iptablesrc	0	0
iptablestng	0	0
iptablestooladm	0	0
iptablesweb	0	0
iptac	0	0
iptag	0	0
iptascm	0	0
iptbb	0	0
iptc	0	0
iptceditor	0	0
iptcmetadata	0	0
iptcon	0	0
iptgraph	0	0
iptocountry	0	0
iptoip	0	0
iptool	0	0
iptools	0	0
iptop	0	0
iptop2	0	0
iptotal	0	0
iptperl	0	0
iptr	0	0
iptrack	3	0
iptrafd	0	0
iptrafficvolume	0	0
iptribes	0	0
iptstate	1	0
iptv	0	0
iptview	0	0
iptvinterface	0	0
iptvmediaportal	0	0
iptvsystem	0	0
ipubxe	0	0
ipupdate	2	0
ipupdater	0	0
ipuppy	0	0
ipv4calculator	0	0
ipv6-care	0	0
ipv6-updater	0	0
ipv6-zone	0	0
ipv6finder	0	0
ipv6fuzz	0	0
ipv6packetgen	0	0
ipvalve	0	0
ipvsman	0	0
ipw-client-soft	0	0
ipw2100	0	0
ipw2200	0	0
ipw2200-ap	0	0
ipw2200bg	0	0
ipw3945	0	0
ipw3945abg	0	0
ipwall	0	0
ipwatch	0	0
ipwatchd	0	0
ipwhere	0	0
ipwireless-cs	0	0
ipx10	0	0
ipxbridge	0	0
ipxplugins	0	0
ipyme	0	0
ipymssql	0	0
iqcms	0	0
iqf	0	0
iqk	0	0
iqlonline	0	0
iqnotes	0	0
iqpp	0	0
iqr	0	0
iqs	0	0
iqt	0	0
iqtestweb	0	0
iqua	0	0
iquikmotion	0	0
iquikool	0	0
iquipae	0	0
iquiz	0	0
iqworks	0	0
ir-led-mesh	0	0
ir3ip	0	0
iradbmanager	0	0
iradia	0	0
iradio	0	0
iraf64	0	0
iragan	0	0
iraksim	0	0
iralarm	0	0
iram	0	0
iramfsconfig	0	0
irandom	0	0
irata	0	0
irate	1	0
irating	0	0
irayoblog	0	0
irbem	0	0
irbis	0	0
irbk	0	0
irbs	0	0
irc--	0	0
irc-cantus	0	0
irc-chat	0	0
irc-clogger	0	0
irc-collective	0	0
irc-colorise	0	0
irc-dev	0	0
irc-hispano	0	0
irc-holdem	0	0
irc-logger	0	0
irc-manager	0	0
irc-msg-logger	0	0
irc-pg	0	0
irc-proxy	0	0
irc-rpgbot	0	0
irc-services	0	0
irc-sharp	0	0
irc-x	0	0
irc2010	0	0
irc2dc	0	0
irc4j	0	0
irc4net	0	0
ircad2003	0	0
ircaddin	0	0
ircam-openmusic	0	0
ircbg-hybserv	0	0
ircbm	0	0
ircbot	0	0
ircbot-perl	0	0
ircbotpp	0	0
ircbotvb6	0	0
ircbotz	0	0
ircc	0	0
irccat	0	0
irccc	0	0
ircclass	0	0
irccmd	0	0
irccombat	0	0
irccontrol	0	0
ircd	0	0
ircd-beanpot	0	0
ircd-bgchat	0	0
ircd-cpp	0	0
ircd-firefox	0	0
ircd-happy	0	0
ircd-hybrid	0	0
ircd-hybrid-ru	0	0
ircd-immortal	0	0
ircd-methane	0	0
ircd-nw	0	0
ircd-pastiche	0	0
ircd-phoenix	0	0
ircd-reaper	0	0
ircd-reflex	0	0
ircd-zonebg	0	0
ircd3	0	0
ircd32	0	0
ircdbsys	0	0
ircdconfgen	0	0
ircdefender	0	0
ircdelphi	0	0
ircdicebot	0	0
ircdms	0	0
ircdnd	0	0
ircdnow	0	0
ircdotnet	0	0
ircdpro	0	0
ircds	0	0
ircdturk	0	0
ircdxp	0	0
irce	0	0
ircer	0	0
ircex	0	0
ircframe	0	0
ircfs	0	0
ircfserv	0	0
ircg	0	0
ircgraph	0	0
irch	0	0
ircha	0	0
irchat	0	0
irchex	0	0
ircivil	0	0
ircjdrworld	0	0
ircleech	0	0
ircleechx	0	0
irclib	0	0
irclibcc	0	0
irclibpp	0	0
irclog-xml	0	0
ircmanager	0	0
ircmasher	0	0
ircmemoserv	0	0
ircmiss	0	0
ircmmm	0	0
ircmodbot	0	0
ircmodmm	0	0
ircmud	0	0
ircn	0	0
ircnap	0	0
ircnet	0	0
ircnotify	0	0
irco	0	0
ircology	0	0
ircontrol	0	0
ircowned	0	0
ircpanel	0	0
ircpbot	0	0
ircphpext	0	0
ircpokerlib	0	0
ircpp	0	0
ircprobot	0	0
ircproxy	0	0
ircputrs	0	0
ircpy	0	0
ircpylog	0	0
ircrelay	0	0
ircreport	0	0
ircsc	0	0
ircscraper	0	0
ircscripting	0	0
ircservices	0	0
ircsfs	0	0
ircsharp	0	0
ircsim	0	0
ircsock	0	0
ircsocket	0	0
ircsone-ircu	0	0
ircspybot	0	0
ircstaffbackend	0	0
ircstaffsystem	0	0
ircstat	0	0
ircstunnel	0	0
ircsupport	0	0
ircsynapse	0	0
irctel	0	0
irctk	0	0
irctpn	0	0
irctriviabot	0	0
irctunnel	0	0
irctwo	0	0
ircu	1	0
ircu-bddeditor	0	0
ircwaynebot	0	0
ircwebsearch	0	0
ircwhois	0	0
ircworkspbot	0	0
ircx	0	0
ircxml	0	0
ircxom	0	0
ircxvc	0	0
ircz	0	0
irda	0	0
irds	0	0
ire	0	0
irea	0	0
ireal-gl	0	0
ireasoning	0	0
irec	0	0
ireceipt	0	0
irecipe	0	0
irecords	0	0
iredmail	0	0
irem	0	0
irena	0	0
irenaeus	0	0
irename-temp	0	0
irender3d	0	0
irenic	0	0
irenns	0	0
ireon	0	0
ireplace	0	0
ireport	5	0
ireportfilter	0	0
irepquota	0	0
ireveal	0	0
irexa	0	0
irexecosd	0	0
ireye	0	0
irfly98	0	0
iria	0	0
irichfaces	0	0
iriders	0	0
iridescence	0	0
iridiumflares	0	0
iridiumgallery	0	0
iriemon	0	0
irig106	0	0
irig106-d0x-lib	0	0
irin	0	0
irip	0	0
iriphone	0	0
iris	0	0
iris-cpp	0	0
iris-metaware	0	0
iris-os	0	0
iris-reasoner	1	0
iris-ui	0	0
irisc	0	0
irisdb	0	0
irisde	0	0
irisengine	0	0
irish-holdem	0	0
irisnet	0	0
irisrecognition	0	0
iristorante	0	0
iristran	0	0
iriver-t10	0	0
iriverfile	0	0
iriverter	0	0
irivervfs	0	0
irix-software	0	0
irixpkg	0	0
irj	0	0
irjamp	0	0
irk	0	0
irl	0	0
irlex	0	0
irlp-admin	0	0
irlp-lcd	0	0
irlp-repeater	0	0
irltools	0	0
irm	0	0
irm-ng	0	0
irma	0	0
irmi	0	0
irmis	0	0
irmodding	0	0
irmp3	0	0
irms	0	0
irnet	0	0
irnews	0	0
irobot	0	0
irock	0	0
iroffer-lamm	NULL	NULL
iroffertng	0	0
irokez	0	0
iromix	0	0
iron-tank	0	0
ironahk	0	0
ironbabel	0	0
ironbase	0	0
ironchicken	0	0
ironfist	0	0
ironhells	0	0
ironhoary	0	0
ironi	0	0
ironicalnzb	0	0
ironlute	0	0
ironmaiden	0	0
ironman-mmorpg	0	0
ironmanchalleng	0	0
ironseed	0	0
ironspeedcrm	0	0
ironstorm	0	0
irontech	0	0
ironthunder	0	0
ironwill	0	0
ironwill-ai	0	0
irony	0	0
iroot32	0	0
iros	0	0
irpd	0	0
irpet	0	0
irpf90	0	0
irpg	0	0
irpn	0	0
irprojecteval	0	0
irr-pascal	0	0
irra	0	0
irradiate	0	0
irrai	0	0
irrar	0	0
irrbuild	0	0
irrcgfx	0	0
irremote	0	0
irrext	0	0
irritation	0	0
irrklangwrapper	0	0
irrlib	0	0
irrlicht	20	20
irrlichtelite	0	0
irrlichteroids	0	0
irrlichtfors60	0	0
irrlichtge	0	0
irrlichtjavatut	0	0
irrlichtnetcp	0	0
irrlichtnethack	0	0
irrlichtsharp	0	0
irrlua	0	0
irrnet	0	0
irrnetwork	0	0
irrp	0	0
irrpt	0	0
irrrpg	0	0
irrspintz	0	0
irrswig	0	0
irrwizard	0	0
irrxtra	0	0
irs	0	0
irsaudit	0	0
irscrabble	0	0
irse	0	0
irsf	0	0
irsim	0	0
irsleeptimer	0	0
irspider	0	0
irsr	0	0
irss	0	0
irssboard	0	0
irssi	0	0
irssi-fr	0	0
irssi-spell	0	0
irssiirc	0	0
irssilinkdb	0	0
irssilogs2mysql	0	0
irstlm	1	0
irsync	0	0
irsystem	0	0
irt	0	0
irt-cat	0	0
irtaktiks	0	0
irte	0	0
irtools	0	0
irtos	0	0
irtrans	0	0
irtuner	0	0
irucfgtools	0	0
irudiko	0	0
iruleeditor	0	0
irunninglog	0	0
irvine	0	0
irwn	0	0
irx	0	0
is-02	0	0
is-eshop	0	0
is-handbook	0	0
is-math	0	0
is-util	0	0
is-video	0	0
is-webstart	0	0
is0607	0	0
is0708-gruppo1	0	0
is417-capstone	0	0
isa	0	0
isaac	0	0
isaac-cfd	0	0
isaac3	0	0
isaacab	0	0
isabeladraw	0	0
isabelnet	0	0
isafer	0	0
isai	0	0
isaiaruvimusics	0	0
isaid	0	0
isak	0	0
isam-intranet	0	0
isams	0	0
isannounce	0	0
isaopencf	0	0
isap	0	0
isapi	0	0
isapirewrite	0	0
isaplanner	0	0
isara3dengine	0	0
isarengine	0	0
isas	0	0
isbase	0	0
isbiology	NULL	NULL
isbn-lookup	0	0
isbn10-isbn13	0	0
isbnchecker	0	0
isbnextractor	0	0
isbnhyphenappen	0	0
isbnlookup	0	0
isbnsearch	0	0
isbuilder	0	0
iscada	0	0
iscan	0	0
iscantwain-net	0	0
iscas	0	0
ischedule	0	0
ischeduler	0	0
ischolar	0	0
ischosys	0	0
iscientific	0	0
iscm	0	0
iscope	0	0
iscore	0	0
iscreen	0	0
iscroll	0	0
iscroll2	1	0
iscsiosctp	0	0
iscsisim	0	0
iscsitarget	0	0
isdb	0	0
isdlc	0	0
isdlib	0	0
isdnanalyser	0	0
isdncall	0	0
isdncontrol	0	0
isdnpy	0	0
isdnserver	0	0
ise	0	0
ise-gise	0	0
ise2005	0	0
isearch	0	0
isec-das-xbs	0	0
iseckcms	0	0
isectd	0	0
isee	0	0
iseekwell	0	1
iseespring	0	0
iseforsimd	0	0
isegs	0	0
isek	0	0
isense	0	0
isequoi	0	0
iseries-toolkit	1	0
iseriesmrunsql	NULL	NULL
iseriespopcal	0	0
iseriestoexcel	0	0
iserve	0	0
iserverd	0	0
iserverd-ng	0	0
iservermonitor	0	0
ises	0	0
isetools	0	0
isfdb	68	11
isfv	0	0
isg3	0	0
isgeditor	0	0
isgtools	0	0
ish	0	0
isharasamantha	0	0
ishare	0	0
ishared	0	0
isharerisk	0	0
isharp	0	0
ishelf	0	0
ishetra	0	0
ishima	0	0
ishmail	0	0
ishop	0	0
ishtar	0	0
ishvara	0	0
isiadis	0	0
isiajax	0	0
isic	0	0
isicng	0	0
isicup	0	0
isimela	0	0
ising	0	0
isiphp	0	0
isis	0	0
isis-gateway	0	0
isis2sql	0	0
isisalsa	0	0
isisbreizh	0	0
isisd	0	0
isisdcpp	0	0
isisdialjava	0	0
isisetup	0	0
isishotelmanage	0	0
isisimages	0	0
isismc	0	0
isisniper	0	0
isisos	0	0
isistyle	0	0
isits	0	0
isiwatcher	0	0
isixml	0	0
isk	0	0
iskai	0	0
iskandariya	0	0
iskcondc	0	0
iskel	0	0
iskra	0	0
isl	0	0
isl3893	0	0
islamicgaming	0	0
islamicmessage	0	0
island	0	0
island-worlds	0	0
islandconquest	0	0
islandev	0	0
islandgame	0	0
islandmandel	0	0
islandora	0	0
islands	0	0
islandsoft	0	0
islandwars	0	0
isles	0	0
isleslibrary	0	0
islfax	0	0
islib	0	0
islisp-lib	0	0
islo-interface	0	0
isltinxprs	0	0
ism-imersiteman	0	0
ismag	0	0
ismanager	0	0
ismart	0	0
ismatrans	0	0
ismg	0	0
ismo	0	0
ismon	0	0
isms	0	0
ismscripts	0	0
ismsmobile	0	0
ismu	0	0
isnake	0	0
isns	0	0
iso-creator-cs	0	0
iso-relax	0	0
iso-tonic	0	0
iso17799	0	0
iso2mesh	0	0
iso2usb	0	0
iso8583	0	0
isoapui8583	0	0
isobel	0	0
isoblocks	0	0
isoblox	0	0
isoburn	0	0
isocalc	0	0
isoccer	0	0
isoccer-game	0	0
isocial	0	0
isocontroldocum	0	0
isodl	0	0
isodocrep	0	0
isoexenv	0	0
isoexiffixer	0	0
isoextraktor	0	0
isofind	0	0
isofinder	0	0
isoft	0	0
isogest	0	0
isohexengine	0	0
isoimage	0	0
isoj2me	0	0
isolamud	0	0
isolaswlib	0	0
isolate	0	0
isolated-exec	0	0
isolde	0	0
isolib	0	0
isomd	0	0
isometric	0	0
isomod	0	0
isopat	0	0
isopgui	0	0
isoplain	0	0
isoplus	0	0
isorisk	0	0
isos	0	0
isosteg	0	0
isotool	0	0
isotopatcalc	0	0
isotope	0	0
isotopy	0	0
isotorrents	0	0
isp	0	0
isp-admin	0	0
isp-fw	0	0
isp-mb9x	0	0
isp-support	0	0
isp1362-dcd	0	0
isp1362-hcd	0	0
isp1760-1hcd	0	0
isp1761device	0	0
isp176x-hcd	0	0
ispaccounting	0	0
ispace	0	0
ispadm	0	0
ispbill	0	0
ispc	0	0
ispcc	0	0
ispconfig	0	0
ispconfigua	0	0
ispcp	0	0
ispcpaccounting	0	0
ispdb	0	0
ispdocumgmt	0	0
ispeak	0	0
ispell-fi	0	0
ispell-gl	0	0
ispell-pl	0	0
ispell-uk	0	0
isph	0	0
ispheres	0	0
ispice	0	0
ispider	0	0
ispiderproject	0	0
ispidey	0	0
ispim	0	0
ispinterface	0	0
ispirit	0	0
isplist	0	0
ispmail	0	0
ispman	0	0
ispman-ng	0	0
ispmanagement	0	0
ispmonkey	0	0
isportal05	0	0
isportal07	0	0
ispp	0	0
ispproject	0	0
isprime	0	0
ispring	0	0
ispstats	0	0
isptester	0	0
isptools	0	0
ispware	0	0
ispworks	0	0
ispy	0	0
ispyb	50	12
ispysoftware	0	0
ispython	0	0
isq	0	0
isql	0	0
isqlreport	0	0
isqls	0	0
isqltcl	0	0
isquid	0	0
isr-evilgrade	0	0
israbb	0	0
israel-bills	0	0
israel-xoops	0	0
israeltax	0	0
iss	0	0
isschessoffice	0	0
issh	0	0
issi	0	0
issl	0	0
isssdo	0	0
isstf	0	0
isstv	0	0
issu	0	0
issuetrack	0	0
issuetracking	0	0
issuezilla	0	0
issvamos	0	0
ist	0	0
ist-contract	0	0
ist-plastic	0	0
ist-shaper	0	0
istakusforum	0	0
istalk	0	0
istamp	0	0
istanbul	0	0
istanbulx	0	0
istar-uidiagram	0	0
istaria	0	0
istarion	0	0
istbad	0	0
istcm	0	0
istemplate	0	0
istep	0	0
ister4framework	0	0
istg	0	0
istick	0	0
isticker	0	0
isto	0	0
istock	0	0
istock09	0	0
istockassistant	0	0
istononvai	0	0
istool	1	0
istormim	0	0
istream4free	0	0
istreamz	0	0
istrice	0	0
istudy	0	0
istuffmobile	0	0
isu-alumni	0	0
isu309planner	0	0
isudoku	0	0
isugamedev	0	0
isuopenpoker	0	0
isupapp	0	0
isupportcenter	0	0
isupportsuite	0	0
isurf	0	0
isurface	0	0
isurv	0	0
isutility	0	0
isvalidator	0	0
isvdgaff	0	0
isvn	0	0
iswebdesign	0	0
isword	0	0
iswraid	0	0
iswverifier	0	0
isync	0	0
isys2	0	0
it-codfisc-j2me	0	0
it-festival	0	0
it-firm-mgmt	0	0
it-helpdesk	0	0
it-inventory	0	0
it-mame	0	0
it-monkey	0	0
it-translations	0	0
it2zr	0	0
it4ctournament	0	0
it4school	0	0
itaalp	0	0
itable	0	0
itadaki	0	0
itagged	0	0
itagger	0	0
itahotcoffee	0	0
itaka	0	0
italc	7	0
italia-invicta	0	0
italian-phpnuke	0	0
italk	0	0
italk-plugin	0	0
itanking	0	0
itanks	0	0
itanyplace	0	0
itapi	0	0
itaquixplorer	0	0
itar	0	0
itask	0	0
itaskmanager	0	0
itasms	0	0
itausebb	0	0
itawa	0	0
itax	0	0
itb-cs	0	0
itbaprojects	0	0
itbot	0	0
itbuilderpasswo	0	0
itby	0	0
itcalls	0	0
itch	0	0
itchconfig	NULL	NULL
itcled	NULL	NULL
itcllib	NULL	NULL
itclub	NULL	NULL
itcms	NULL	NULL
itcontractorapp	NULL	NULL
itcpip	NULL	NULL
itcwebreport	NULL	NULL
itcworks	NULL	NULL
itd	NULL	NULL
itdms	NULL	NULL
ite	NULL	NULL
ite-eclipse	NULL	NULL
iteach	NULL	NULL
iteam	NULL	NULL
iteamhelpdesk	NULL	NULL
iteditor	NULL	NULL
item	NULL	NULL
item-inventory	NULL	NULL
itemplate	NULL	NULL
itemscript	NULL	NULL
itemshelf	NULL	NULL
itemstats	NULL	NULL
itemstats-ext	NULL	NULL
itemweiser	NULL	NULL
iter-hangman	NULL	NULL
iteraplan	NULL	NULL
iterate	NULL	NULL
iteratedynamics	NULL	NULL
iteratekeywords	NULL	NULL
iterativedeconv	NULL	NULL
iterativedom	NULL	NULL
iterlegislative	NULL	NULL
iterm	63	130
itermap	0	0
iternityminiarc	NULL	NULL
iterproc	NULL	NULL
itesm	NULL	NULL
itest	NULL	NULL
itester	NULL	NULL
itether	0	0
itexampractice	0	0
itexmac	NULL	NULL
itext	NULL	NULL
itext-tutorials	NULL	NULL
itext4jsf	NULL	NULL
itextdotnet	NULL	NULL
itexthaeder	NULL	NULL
itextpdf	NULL	NULL
itexttoolbox	0	0
itextxml	0	0
itf	0	0
itfootz	0	0
itg	0	0
itgames	0	0
itgd-map-pack	0	0
itgraph	0	0
itha	0	0
ithaca	0	0
ithacagamecoll	0	0
ithddb	0	0
itheater	1	0
ithformulas	0	0
ithilien	0	0
ithinkso	0	0
ithought	0	0
iti	0	0
iticket	0	0
itickets	0	0
itictactoe	0	0
iticvl	0	0
itifg	0	0
itik	0	0
itime	0	0
itintool	0	0
itjc-10key	0	0
itjobtrack	0	0
itk	0	0
itk-snap	2	0
itkeys	0	0
itkflowrun	0	0
itl	0	0
itlab	0	0
itlabs	0	0
itle	0	0
itleads	0	0
itlswitch	0	0
itlu2	3	0
itm-spyglass	0	0
itmatchengine	0	0
itmls	0	0
itmm	0	0
itmon	0	0
itms	0	0
itms-backup	0	0
itms4j	0	0
itnas	0	0
itoa	0	0
itoke	0	0
itokevu	0	0
itologmon	0	0
itomes	0	0
itonamaton	0	0
itool	0	0
itoolkit	0	0
itools	0	0
itop	11	11
itopenconnect	0	0
itopengame	0	0
itopoly	0	0
itorrent	0	0
itorrentflux	0	0
itos	0	0
itouch-control	0	0
itower	0	0
itp	0	0
itp7	0	0
itpgpm	0	0
itpgrm	0	0
itpmr	0	0
itportfolio	0	0
itposter	0	0
itpr7500-2007	0	0
itprogrammers	0	0
itproject	0	0
itrack	0	0
itrackapp	0	0
itracker	2	2
itrackticket	0	0
itrade	4	0
itrailers	0	0
itrain	0	0
itramp	0	0
itranscribe	0	0
itranscripts	0	0
itranserve	0	0
itranslateit	0	0
itransporter	0	0
itraxpl	0	0
itreesurf	0	0
itremote	0	0
itreq	0	0
itri	0	0
itron	0	0
itronide	0	0
itrouper	0	0
itrust	0	0
itrustmrs	0	0
itrustpage	0	0
its	0	0
its420	0	0
itsat	0	0
itsb2006	0	0
itsblog	0	0
itscanner	0	0
itscheduler	0	0
itscmdb	0	0
itsdt	0	0
itsealing	0	0
itself	0	0
itsfv	0	0
itsmysearch	0	0
itsnat	0	0
itsourbb	0	0
itspirit	0	0
itspsolution	0	0
itsradio	0	0
itssv2	0	0
itsucks	0	0
itsunami	0	0
itt022-jaction	0	0
ittap	0	0
ittcp	0	0
itthreads	0	0
ittrackdotnet	0	0
itts	0	0
ittsap	0	0
itucms	0	0
itun	0	0
itund	0	0
ituned	0	0
itunes2anyamp	0	0
itunes2m3u	0	0
itunesadminsrv	0	0
itunesanywhere	0	0
itunesarttagger	0	0
itunesbl	0	0
itunesbrainz	0	0
itunescontrol	0	0
itunescontrolap	0	0
itunesctrlrplus	0	0
itunesdbbuilder	0	0
itunesdbparser	0	0
itunesencodenet	0	0
itunesexport	0	0
itunesformacrem	0	0
itunesforwordle	0	0
itunesid3	0	0
ituneslibrarymo	0	0
itunesmediakeys	0	0
itunesnowplayin	0	0
itunesphp	0	0
itunesremote	0	0
itunesrepair	0	0
itunessongsync	0	0
ituneswebremote	0	0
itunesxml2csv	0	0
itunesxwin	0	0
ituneup	0	0
iturm	0	0
itute	0	0
itux	0	0
itv-ism	0	0
itval	0	0
itve	0	0
itwc	0	0
itwdatasbag	0	0
itweak	0	0
itwgallery	0	0
itwister	0	0
itwit	0	0
itwjsvalidator	0	0
itzaliveportabi	0	0
itzam	0	0
iu-numbers	0	0
iuautoconfig	0	0
iubiobatchscrip	0	0
iuclsdparser	0	0
iucw	0	0
iug	0	0
iugeneindex	0	0
iunlock	0	0
iuofficeautomat	0	0
iup	0	0
iupdate	0	0
iupdate-db	0	0
iupfastdnaml	0	0
iupinymd	0	0
iupiter	0	0
iuploadvideo	0	0
iupp	0	0
iuprisk	0	0
iupubsonline	0	0
iupx	0	0
iuricarraro	0	0
iutc	0	0
iutk	0	0
iuveritas	0	0
iuxlivecd	0	0
iv-tracker	0	0
iv1de4	0	0
iv2v	0	0
ivad	0	0
ivalidator	NULL	NULL
ivam	0	0
ivan	0	0
ivanx	0	0
ivar	0	0
ivariables	0	0
ivatacms	0	0
ivatacontacts	0	0
ivatamasks	0	0
ivataopenportal	0	0
ivc	0	0
ivcon-tl	0	0
ivdev	0	0
ivdfs	0	0
ivdw	0	0
ivela	0	0
iverbs	0	0
iverpocket	0	0
iverticalleap	0	0
ivexframework	0	0
ivf	0	0
ivfplusplus	0	0
ivi	0	0
ivia	0	0
iview	0	0
iviewer-eclipse	0	0
ivionosx	0	0
ivivosystem	0	0
ivjlogger	0	0
ivjmail	0	0
ivjmud	0	0
ivkit	0	0
ivlayer	0	0
ivle	0	0
ivm	0	0
ivman	0	0
ivmmessenger	0	0
ivnet	0	0
ivolunteer	0	0
ivory	0	0
ivorylang	0	0
ivorysystem	0	0
