#  file: sfRawForumPosts2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes forum post data for each project. This info 
#  is summed from the daily data for the previous 60 days. 
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, sum(forum_posts)
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#  ORDER BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  forum_posts: the sum of forum_posts for this 60-day period 
proj_unixname	sum(forum_posts)
javaref	0
javaregextester	0
javaregistrer	0
javarelational	0
javaresto	0
javareview	0
javaribcreator	0
javarisk	0
javarium	0
javarkanoid	0
javaroadmap	0
javarobots	0
javarobotstxt	0
javaround	0
javarpgeditor	0
javart	0
javartmpserver	0
javartr	0
javasaim	0
javasam	0
javasaml	0
javasandbox	0
javascal	0
javascales	0
javasci	0
javascore	0
javascour	0
javascreen	0
javascribe	0
javascript	0
javascript-cms	0
javascriptclien	0
javascriptcross	0
javascriptdoc	0
javascriptflash	0
javascriptfont	0
javascriptguide	0
javascriptix	0
javascriptlib	0
javascriptlint	1
javascriptnet	0
javascriptom	0
javascriptools	2
javascriptpairs	0
javascriptrrd	5
javascriptswing	0
javascriptuicom	0
javascriptx	0
javascriptzip	0
javasctp	0
javasean	0
javasearch	0
javasearchengin	0
javasecureftpd	0
javaseis	0
javaselector	0
javasemantic	0
javasemidp2	0
javasemu	0
javaserialcom	0
javaserialport	0
javaserver	0
javaserveride	0
javasettings	0
javasettlers	0
javash	0
javashop	0
javashout	0
javasic	0
javasicilia	0
javasign	1
javasignalslot	0
javasim	0
javasimplecode	0
javasip	0
javasitemaps	0
javasizeof	0
javasketch	0
javaslideshow	0
javaslimserver	0
javasm	0
javasmc	0
javasmppclient	0
javasmslib	0
javasmsvit	0
javasniff	0
javasock	0
javasol	0
javasol2	0
javasom	0
javaspam	0
javasparrow	0
javaspc	0
javaspect	0
javaspeech	0
javaspreadsheet	0
javasps	0
javaspy	0
javasquirrel	0
javasrc	0
javassm	0
javasss	0
javast	0
javastarter	0
javastat	0
javastates	0
javastats77	0
javastatsoft	0
javasteps	0
javastock	0
javastomp	0
javastore	0
javastreamctrl	0
javastrip	0
javastructures	0
javasudoku	0
javasuite	0
javasummary	0
javasvg	0
javasvnupdater	0
javaswf	0
javaswish-ewrap	0
javasylk	0
javasync	0
javasyntaxtree	0
javasynth	0
javasysadmin	0
javasysinfo	0
javatail	0
javatalker	0
javatanks	0
javatas	0
javatb	0
javatctestset	0
javatech-bench	0
javatech-common	0
javatemplates	0
javateria	0
javaterminal	726
javatest	0
javatetris	0
javatetrisai	0
javatex	0
javatextconsole	0
javatexteditor	0
javathechat	0
javathena	0
javathreadexamp	0
javathreadnotes	0
javatoabc	0
javatoc2	0
javatodomanager	0
javatoolbox	0
javatoolkit	0
javatools	0
javatoolsformac	0
javatoumlchart	0
javatr	0
javatrace	0
javatrader	0
javatraits	0
javatransmem	0
javatree	0
javatreeapi	0
javatris	0
javatron	0
javats2viewer	0
javatt	0
javatui	0
javatune	0
javatunedpool	0
javatunnel	0
javatutorial	0
javatutorial1	0
javatvguide	0
javatwg	0
javatwixt	0
javaunicalboard	0
javaunix	0
javaunlimited	0
javauploader	0
javaupnpqos	0
javaurl	0
javausb	0
javautil	0
javautilcmdline	0
javautilities	0
javautillibs	0
javavided	0
javavideoplayer	0
javavietnam	0
javaviewcontrol	0
javavis	0
javavision	0
javavmprobe	0
javavscpp	0
javavtx	0
javawac	0
javawddx	0
javaweather	0
javaweb	0
javawebalbum	0
javawebbasedmsn	0
javawebbm	0
javawebcalendar	0
javawebforms	0
javawebgen	0
javawebgui	0
javawebmail	0
javawebparts	0
javawebspider	0
javawebtech	0
javawebtools	0
javawhiteboard	0
javawiki	0
javawinampapi	0
javawindowsapi	0
javawiretap	0
javawithoutjni	0
javawizard	0
javawn	0
javaworkflow	0
javaworklog	0
javaworkshop	0
javawowupdater	0
javax-units	0
javax-usb	0
javaxdelta	1
javaxinput	0
javaxion	0
javaxm	0
javaxmldoclet	0
javaxmlmapper	0
javaxmlstream	0
javaxmltree	0
javaxpcombrowse	0
javaxray	0
javaxusbosx	0
javaz	0
javazipgui	0
javcalc	0
javclocker	0
javelin	0
javelin-discuss	0
javelina	0
javelina-cc	0
javelinnews	0
javelintools	0
javen	0
javer	0
javerenamer	0
javermi	0
javerpg	0
javexe	0
javfish	0
javia	0
javiation	0
javide	0
javier	0
javierdotnet	0
javimojamucho	0
javinder	0
javinspector	0
javis	0
javjabmessenger	0
javo	0
javocado	0
javoclipse	0
javoids	0
javoogle	0
javpax	0
javpc	0
javrprog	0
javtools	0
javuh	0
javujavu	0
javum	0
javuwings	0
javvathechatt	0
javwer	0
javy	0
jaw	0
jaw-br	0
jawa	0
jawah-shopping	0
jawal	0
jawatch	0
jawator	0
jawbreaker	0
jawc	0
jawc-wallpaperc	0
jawel	0
jawflow	0
jawico-project	0
jawig	0
jawiki	0
jawjaw	0
jawk	0
jawlms	0
jawmail	0
jawnix	0
jawogre	0
jaword	0
jawos	0
jawp	0
jawproxy	0
jaws	0
jaws-wallpaper	0
jawsforpixart	0
jawstats	0
jawswebtop	0
jawt	0
jawui	0
jax	0
jax-sa	0
jax-wise	0
jax-ws-glassfis	0
jaxas	0
jaxb2-annotator	0
jaxblog	0
jaxcent	0
jaxchat	0
jaxdiag	0
jaxe	0
jaxed	0
jaxen	0
jaxil	0
jaximus	0
jaxl	0
jaxlib	0
jaxmao	0
jaxme	0
jaxml	0
jaxodraw	0
jaxos	0
jaxseedloader	0
jaxsite	0
jaxup	0
jaxwidgets	0
jaxx	0
jay	0
jay-im	0
jaya	0
jayacard	0
jayacdl	0
jaybox	0
jaybrain	0
jaycalc	0
jayce	0
jayceemanager	0
jaycms	0
jaydirectory	0
jayenne	0
jayex	0
jaygame	0
jayircd	0
jayjax	0
jaykrell	0
jaylib	0
jaymail	0
jaymed	0
jaymemory	0
jaymonitor	0
jaypan	0
jayray	0
jayrobot	0
jayshare	0
jayviem	0
jayvoxel	0
jaywalker	0
jazeel	0
jazilla	0
jazmyn	0
jazwin	0
jazz	0
jazz-engine	0
jazzcms	0
jazzconnect	0
jazzerbot	1
jazzhtml	0
jazzi	0
jazzila	0
jazzlib	0
jazzme	0
jazzplusplus	0
jazzrobot	0
jazzscheme	0
jazzup	0
jazzy	2
jazzydicts	0
jazzyk	0
jb-diagnostics	0
jb-imod	0
jb21	0
jb2csharp	0
jback	0
jbackbrowse	0
jbackgammon	0
jbackup	0
jbackupwithzip	0
jbacula	0
jbad	0
jbaf	0
jbak	0
jbalancedsc	0
jbalancer	0
jbalu	0
jbam	0
jban	0
jbananas	0
jbank	0
jbaobab	0
jbarcode	0
jbarcode-scan	0
jbarcodebean	0
jbars	0
jbaru	0
jbase	0
jbase64	0
jbasechange	0
jbasic	0
jbasicprofiler	0
jbastion	0
jbatch	0
jbatchengine	0
jbattle	0
jbattleship	0
jbb	0
jbbbc	0
jbbs	0
jbbunit	0
jbbx	0
jbcd	0
jbcgen	0
jbcheckstyle	0
jbcheckstyle-pg	0
jbcode	0
jbcp	0
jbcpy	0
jbd	0
jbde	0
jbdeploy	0
jbdict	0
jbdn	0
jbe	0
jbeagle	0
jbean	0
jbean3d	0
jbean4mathml	0
jbeancommon	0
jbeangen	0
jbeanmapper	0
jbeanmath	0
jbeanmisc	0
jbeanstudio	0
jbeanvam	0
jbeanvis	0
jbeanvtk	0
jbees	0
jbeginner	0
jbel	0
jbelegkontrol	0
jbench	0
jbenchdb	0
jbenchmark	0
jbendge	0
jbento	0
jbfc	0
jbg	0
jbgen	0
jbgigxml	0
jbhl	0
jbi4cics	0
jbi4corba	0
jbi4ejb	0
jbib	2
jbib2html	0
jbible	0
jbiblio	0
jbibliography	0
jbiblioteca	0
jbibtexmanager	0
jbiclone	0
jbidwatcher	0
jbig	0
jbilling	0
jbillingphpapi	0
jbinarytime	0
jbingo	0
jbio	0
jbiosignal	0
jbirdsai	0
jbit	23
jbiteo	0
jbittorrent	0
jbizportal	0
jbjf	0
jbjython	0
jblack	0
jblah	0
jblascupdater	0
jblaster	0
jblasters	0
jblastparser	0
jblenderfarm	0
jbliki	0
jblitz	0
jbloat	0
jbloatless	0
jblockedit	0
jblofeld	1
jblog	0
jblogcho	0
jblogeditor	0
jblogger	0
jbloglib	0
jbloglines	0
jbloom	0
jblooming	0
jbluenet	0
jblueprint	0
jbman	0
jbmanageit	0
jbmgen	0
jbmpstudy	0
jbmsrclib	0
jbnc	0
jbnd	0
jbnt	0
jboard	0
jboard4chess	0
jboats	0
jbob	0
jbocommander	0
jboggle	0
jboke	0
jbolt	0
jbomb	0
jbomberman	0
jbon-jstoolkit	0
jbonzer	0
jbook	0
jbookings	0
jbookmaker	0
jbookmanager	0
jbookmark	0
jbookmarks	0
jbookreader	0
jboolexpr	0
jboom	0
jboost	0
jboot	0
jboozer	0
jborg	0
jborio	0
jboss-jmxc	0
jboss-opentool	0
jboss2nagios	0
jboss4watchdog	0
jbosscommonj	0
jbossdruid	0
jbossgwtalarms	0
jbossman	0
jbossmonitor	0
jbossonwire	0
jbosspetstore	0
jbossrulesnet	0
jbossug	0
jbosswatchdog	0
jbot	0
jbotrace	0
jbottler	0
jbovlaste	0
jbowl	0
jbox	0
jbox2d	0
jboxgallery	0
jbp	0
jbpal	0
jbpm-opencms	0
jbpm-profict	0
jbpmfdesigner	0
jbpmlhs	0
jbprize	0
jbproject	0
jbreport	0
jbricks	0
jbridge	0
jbrlayout	0
jbrms	0
jbrofuzz	0
jbrowcaps	0
jbrowscap	0
jbrowse	0
jbrowser	0
jbruch	0
jbrush	0
jbsc	0
jbshop	0
jbsse	0
jbtask	0
jbtools	0
jbtranseditor	0
jbtserver	0
jbtui	0
jbtwatch	0
jbu	0
jbubblebreaker	0
jbudget	0
jbudgetplanner	0
jbug	0
jbugger	0
jbugs	0
jbugzilla	0
jbuild	0
jbuildcontrol	0
jbuilderjdk16	0
jbull	0
jbundleeditor	0
jbup	0
jburg	0
jburnit	0
jbusiness	0
jbutinet	0
jbutterfly	0
jbuzzer	0
jbworld	0
jbxd	0
jbyers	0
jbyjsharp	0
jbytecode	0
jc-printer	0
jc-project	0
jc12	0
jc2m	0
jc4	0
jc4tournament	0
jc64	0
jca-for-ssh	0
jca1cadapter	0
jcab-admin	0
jcabare	0
jcabri	0
jcaconnectors	0
jcad	0
jcae	1
jcaf	0
jcafe	0
jcage	0
jcaif	0
jcaixa	0
jcal	0
jcalc	0
jcalcadvance	0
jcalculator	0
jcalendar	0
jcalendarbutton	0
jcalendarmaker	0
jcalendarswing	0
jcam	0
jcamcalib	0
jcameo	0
jcamera	0
jcamp-dx	0
jcampfire	0
jcams	0
jcap	0
jcapi	0
jcaptcha	0
jcaptchacustomi	0
jcapture	0
jcar	0
jcarafix	0
jcaras	0
jcardengine	0
jcards	0
jcardsdotnet	0
jcaro	0
jcarrom	0
jcarto	0
jcas	0
jcase	0
jcash	0
jcasim	0
jcassini	0
jcast	0
jcat	0
jcatalog	0
jcataloger	0
jcatalogue	0
jcataloguer4lan	0
jcatano	0
jcatengine	0
jcatgeo	0
jcatools	0
jcatsystems	0
jcayzac-code	0
jcbed	0
jcblock	1
jcbmail31	0
jcbreadboard	0
jcc	0
jccheckers	0
jcckit	1
jcconvenant	0
jccpl	0
jcctray	0
jccvalidate	0
jccx	0
jcdb	0
jcdc	0
jcddb	0
jcdfinder	0
jcdlabeler	0
jcdlib	0
jcdsee	0
jcdwriter	0
jcef	0
jcell	0
jcellar	0
jcellbrowser	0
jcello	0
jcems	0
jcengine	0
jcep	0
jceps	0
jcf	0
jcfd	0
jcfg	0
jcfs	0
jcftt	0
jcgen	0
jcgrid	0
jchac	0
jchanbot	0
jcharactergen	0
jcharactermatch	0
jchardet	0
jcharmanager	0
jcharon	0
jchart2d	3
jcharts	0
jchassis	0
jchat	0
jchatbox	0
jchatclasses	0
jchatclient	0
jchatim	0
jchatirc	0
jchatmsn	0
jchatplus	0
jchatserver	0
jchatter	1
jchcompressor	0
jcheck	0
jcheckers	0
jcheckersai	0
jcheckit	0
jchecs	0
jchemapplet	0
jchemicalmms	0
jchempaint	0
jchess	0
jchessboard	0
jchessclock	0
jchesso	0
jchessrobot	0
jchirp	0
jchm	0
jchord	0
jchorsetrkdat	0
jchostmanager	0
jchr	0
jci	0
jcid	0
jcide	0
jcifs-ext	0
jciim	0
jcipher	0
jcirc	0
jcitadel	0
jcitadelles	0
jcite	0
jciteassist	0
jcitizen	0
jcks	0
jcl	0
jcl-convert	0
jclaim	4
jclamav	0
jclass	0
jclasseditor	0
jclassfinder	0
jclasslib	0
jclassmock	0
jclate	0
jclazz	0
jcldap	0
jclec	0
jcleclipse	0
jclerk	0
jclf	0
jclinic	0
jclip	0
jclipclear	0
jclipper	0
jclips	0
jclipshare	0
jclo	0
jcloader	0
jclone	0
jclops	0
jclosures	0
jclothes	0
jclp	0
jclubejb	0
jclubhouse	0
jclubmanager	0
jcluedo	0
jcluster	0
jcluster-plugin	0
jclusterjobs	0
jcm	0
jcman	0
jcmd	0
jcmdline	0
jcmdlineparser	0
jcmdlinerefacto	0
jcmframework	0
jcmpi	0
jcms	0
jcmsel2k2	0
jcmsplugin	0
jcn	0
jcn-clubsite	0
jcodebase	0
jcodeformatter	0
jcodegen	0
jcoder	0
jcodereview	0
jcodicefiscale	0
jcol	0
jcola	0
jcolibri-cbr	0
jcolipa	0
jcoll	0
jcollaboration	0
jcollapse	0
jcollectionwrap	0
jcollector	0
jcollegetools	0
jcollider	0
jcolony	0
jcolorgrid	0
jcoltrane	0
jcom	0
jcom2	0
jcombinator	0
jcomemierda	0
jcomet	0
jcomic	0
jcomics	0
jcomix	0
jcomm	0
jcommander	1
jcommandline	0
jcommando	0
jcomment	0
jcommentator	0
jcommerce	1
jcommercesql	0
jcommons	0
jcomp	0
jcompactor	0
jcompany	2
jcompare	0
jcompass	0
jcompatibility	0
jcompcalendar	0
jcomplex	0
jcompose	0
jcomposer	0
jcompress	0
jcomputervision	0
jcon	0
jconcurrent	0
jconf	0
jconfig	0
jconnect4	0
jconnectionpool	0
jconpool	0
jconquer	0
jconquest	0
jcons	0
jconsole	0
jconstructs	0
jconsult	0
jcontact	0
jcontacts	0
jcontax	0
jcontest	0
jcontour	0
jcontract	0
jcontractor	0
jcontracts	0
jcontrol	0
jcontroller	0
jcontroltower	0
jconvert	1
jcookie	0
jcool	0
jcooperate	0
jcops	0
jcore	0
jcortex	0
jcosyne	0
jcounter	0
jcoupling	0
jcover	0
jcoverage	0
jcows	0
jcp	0
jcpe	0
jcphotogallery	0
jcpi	0
jcpnet	0
jcpool	0
jcpphone	0
jcppn	0
jcprogress	0
jcproject	0
jcpsim	0
jcptbr	0
jcpusim	0
jcq-lan-chat	0
jcq2k	0
jcql	0
jcr-backup	0
jcr-webexplorer	0
jcraft	0
jcraps	0
jcrawler	0
jcrbrowser	0
jcrcgen	0
jcrclient	0
jcrconnector	0
jcreditrate	0
jcreme	0
jcrexplorer	0
jcricket	0
jcrispy	0
jcrmanager	1
jcrng	0
jcrntmodeller	0
jcrocus	0
jcronat	0
jcrontab	0
jcrossapps	0
jcrossclient	0
jcrossmedia	0
jcrossreports	0
jcrosstab	0
jcrowds	0
jcrpg	0
jcrs	0
jcrstore	0
jcrud	0
jcruisemonitor	0
jcrust	0
jcrwebman	0
jcrypt	0
jcryptfx	0
jcrypto	0
jcryptpad	0
jcs	0
jcs-plugins	0
jcsb19	0
jcsc	0
jcsconvertor	0
jcsfog	0
jcsiepimarket	0
jcsim	0
jcsp-net	0
jcsq	0
jcsv	0
jct	0
jct-dragon	0
jctc	0
jctic	0
jctm	0
jctools	0
jctplugins	0
jcts	0
jctypes	0
jcu-heatcontrol	0
jcube	0
jcuckoo	0
jcug	0
jcuisis	0
jcupim	0
jcupload	0
jcurl	0
jcurrency	0
jcurriculum	0
jcustomdict	0
jcustometable	0
jcustomizer	0
jcutil	0
jcv	0
jcvm	0
jcvs	0
jcvs-ssl	0
jcvsfile	0
jcvsmgr	0
jcvsreport	0
jcw	0
jcwebcalendar	0
jcwmail	0
jcx	0
jcycledata	0
jcyclone	0
jcyrusapi	0
jd3	0
jd3editor	0
jd3lib	0
jd4manager	0
jda	0
jdaemon	0
jdaf	0
jdagraph	0
jdai	0
jdalias	0
jdalmas	0
jdanielsdbtools	0
jdaogen	0
jdarth	1
jdarwin	0
jdash	0
jdasm	0
jdata	0
jdatabaseimport	0
jdatabasetool	0
jdatabot	0
jdatacalc	0
jdatadigger	0
jdataforms	0
jdatagenerator	0
jdataget	0
jdatalog	0
jdatamanager	0
jdataobject	0
jdataprovider	0
jdatapump	0
jdatareports	0
jdatastructure	0
jdatatable	0
jdatebook	0
jdatechooser	0
jdatenfluss	0
jdatepicker	15
jdatestamp	0
jdateutil	0
jdatev	0
jdavide	0
jdavmail	0
jdawn	0
jday	0
jdaygrid	0
jdb	0
jdb-bolsa	0
jdba	0
jdbal	0
jdbase	0
jdbassistant	0
jdbc-bench	0
jdbc-tools	0
jdbc-utils	0
jdbc-wrappers	0
jdbc-xml	0
jdbc2jdbc	0
jdbc4boxi	0
jdbc4d	0
jdbc4mdb	0
jdbc4olap	0
jdbcadmin	0
jdbcappender	0
jdbcbrowser	0
jdbcbrowserng	0
jdbcdaobuilder	0
jdbcdataset	0
jdbcexplorer	0
jdbcfacade	0
jdbcimporter	0
jdbclient	0
jdbclite	0
jdbclog	0
jdbclogdriver	0
jdbclogger	0
jdbcluster	0
jdbcmanager	0
jdbcmon	0
jdbcnav	0
jdbcon	0
jdbconverter	0
jdbcproxy	0
jdbcrmiext	0
jdbcscript	0
jdbcservlet	0
jdbctester	0
jdbctesting	0
jdbctools	0
jdbcutil	0
jdbcview	0
jdbcwrapper	0
jdbdiag	0
jdbdiff	0
jdbdump	0
jdbedit	0
jdbf	0
jdbformbuilder	0
jdbforms	0
jdbframework	0
jdbfs	0
jdbgen	0
jdbhelper	0
jdbhub	0
jdbl	0
jdbm	0
jdbmaker	0
jdbman	0
jdbmigr	0
jdbmonitor	0
jdbnuke	0
jdbo	0
jdbpersister	0
jdbreport-dt	0
jdbreport-rt	0
jdbscript	0
jdbsync	0
jdbtext	0
jdbtools	0
jdbview	0
jdbwc	3
jdc	0
jdc-el	0
jdc-lib	0
jdcbot	0
jdcc	0
jdcms	0
jdcodelibrary	0
jdcserve	0
jdcu	0
jdcvs	0
jdd	0
jddb	0
jddl	0
jddm	0
jddns	0
jddurldbdriver	0
jde	0
jde-usages	0
jdeapi	0
jdebe	0
jdebitcalc	0
jdebt	0
jdebugger	0
jdec	0
jdeck	0
jdecoder	0
jdecompiler	0
jdee	0
jdeep	0
jdefense	0
jdejarik	0
jdelfin	0
jdelta	0
jdeluxe	0
jdemo	0
jdemview	0
jdentpro	0
jdep	0
jdepcheck	0
jdependency	0
jdepends	0
jdeplus	0
jdepoplatform	0
jdesign	0
jdesigner	0
jdesk	0
jdeskmanager	0
jdesktop	0
jdesktopsearch	0
jdeus	0
jdev-vss-ext	0
jdevbana	0
jdevcheckstyle	0
jdevelop	0
jdeveloper	0
jdevelopervss	0
jdevextensions	0
jdevfilter	0
jdevil	0
jdevtools	0
jdflow	0
jdforum	0
jdfs	0
jdgpu	0
jdh	0
jdhcpv6	0
jdi	0
jdi4coverage	0
jdiag	0
jdiagnose	0
jdiagramax	0
jdialog	0
jdiary	0
jdicdesktop	0
jdice	0
jdiceware	0
jdicom-buddy	0
jdict	0
jdictclient	0
jdictd	0
jdictionary	0
jdiff	0
jdiffchaser	0
jdifference	0
jdigg	0
jdigital	0
jdigitalcircuit	0
jdigitoolbox	0
jdigraph	0
jdim	0
jding	0
jdip	0
jdip-server	0
jdiplomacy	0
jdirdiff	0
jdirectory	0
jdirlist	0
jdis	0
jdiscoteca	0
jdiseq	0
jdiskcatalog	0
jdiskdigest	0
jdispatch	0
jdisplay	0
jdistperftest	0
jdistribution	0
jdistributor	0
jdistro	0
jdive	0
jdivelog	4
jdiver	0
jdk15eclipsehel	0
jdk4d	0
jdkguitools	0
jdkp	0
jdl	0
jdlabagent	0
jdlabstudio	0
jdlist	0
jdloader	0
jdlv	0
jdlv-3d	0
jdm4mobile	0
jdmapi	0
jdmd	0
jdmf	0
jdmi	0
jdmp	0
jdms	0
jdms-ntb	0
jdmsecure	0
jdmx	0
jdna	0
jdnd	0
jdndmesseger	0
jdnet	0
jdnsalias	0
jdnss	3
jdntools	0
jdo	0
jdo-enhancer	0
jdoc	0
jdoccoverage	0
jdocfilter	0
jdocflow	0
jdochelper	0
jdock	0
jdocman	0
jdoconfigurator	0
jdocviewer	0
jdoinstruments	3
jdoko	0
jdollars	0
jdolly	0
jdollytelnet	0
jdolplugin	0
jdomino	0
jdominus	0
jdon	0
jdonkey	0
jdonut	0
jdope	0
jdoppelkopf	0
jdorg	0
jdotnetcarcrash	0
jdotnetservices	2
jdots	0
jdown	0
jdownload	0
jdownloader	0
jdownz	0
jdox	0
jdp	0
jdpa	0
jdpanda	0
jdpapi	0
jdpf	0
jdplay	0
jdpp	0
jdptool	0
jdq	0
jdr3d	0
jdraftpdf	0
jdraw	0
jdrawing	0
jdream	0
jdrew	0
jdrimmer	0
jdriver	0
jdroids	0
jdrop	0
jdrplus	0
jdrummer	0
jds	0
jdserver	0
jdsf	0
jdshow	0
jdsm	0
jdso	0
jdsoe	1
jdspire	0
jdspsim	0
jdstar	0
jdstream	0
jdtaus	0
jdttsp	0
jdu	0
jduelcards	0
jdukebox	0
jdul	0
jdummy	0
jdump	0
jdumpandrestore	0
jdumpviewer	0
jduplicate	0
jdvb	0
jdvbsman	0
jdvddb	0
jdvdslideshow	0
jdw3g	0
jdwglib	0
jdx	0
jdx7	0
jdxf	0
jdxfview	0
jdydyns	0
jdyn	0
jdyna	0
jdynamite	0
jdyndns	0
jdyndnsupdater	0
je-java	0
je-spring-ext	0
je2ee	0
je6-b	0
jea	0
jeac	0
jeaf	0
jeans	0
jear	0
jeartraining	0
jeast	0
jeasy-do	0
jeasyconfig	0
jeasycrypt	0
jeasyforum	0
jeasyhtml	0
jeasyopc	3
jeasypersist	0
jeasyswing	0
jeasytester	0
jeb	0
jebi	0
jebinterface	0
jebl	0
jebliki	0
jec	0
jecards	0
jecars	0
jecc	0
jeceira	0
jechoserver	0
jeck	0
jeckers	0
jeckit	0
jecko	0
jecl	0
jeclipse	0
jecmate	0
jecms	0
jeco	0
jecology	0
jecommerce	0
jecos	0
ject	0
jects	0
jed2xml	0
jeda	0
jedeb	0
jedi	0
jedi-apilib	0
jedi-isoax	0
jedi-sdl	0
jedia	0
jediapi	0
jedicodeformat	2
jediconfig	0
jediconsole	0
jedidbd	0
jedidotnet	0
jediedit	0
jediforce	0
jedimail	0
jedit	0
jedit-community	0
jedit-syntax	0
jedit2d	0
jeditag	0
jeditool	0
jeditoolkit	0
jeditplus	0
jedits	0
jeditsyntax	0
jedivcs	0
jedmodes	0
jedpoint	0
jedrevenge	0
jedsinieditor	0
jedstate	0
jedxl	0
jeeblescms	0
jeebrasil-faces	0
jeeeconfig	0
jeeg	0
jeegle	0
jeeglue	0
jeek	0
jeelib	0
jeemail	0
jeemailer	0
jeeng	0
jeenie	0
jeenius	0
jeep-player	0
jeepers	0
jees	0
jeescope	0
jeeutils	0
jeeva	0
jeeves	0
jeewii	0
jeez	0
jeezez	0
jef	0
jeffjr	0
jefnet	0
jefs	0
jefx	0
jeg	0
jege	0
jegl	0
jegt	0
jegue	0
jegustator	0
jeha	0
jehep	0
jehu	0
jei	0
jejen	0
jek	0
jeken	0
jeki	0
jeko	0
jekyll	0
jekyllc	0
jel	0
jel-set-2005	0
jelb	0
jelcrow	0
jelection	0
jelectionpredic	0
jelfe	0
jeliza	0
jell	0
jell-shell	0
jello	0
jello5	0
jelloframework	0
jelly	0
jelly-httpunit	0
jelly4eclipse	0
jellybean	0
jellybeans	0
jellyfish-squid	1
jellyfish12000	0
jellyj	0
jellylauncher	0
jellymark	0
jellytagsgroovy	0
jelo	0
jelote	0
jem	0
jem-star	0
jemacs	0
jemail	0
jemailfetcher	0
jemallocforqnx	0
jemar	0
jemas	0
jemb	0
jembed	0
jemd	0
jemfis	0
jemikids2d	0
jemma	0
jemmrpc	0
jemmyfixture	0
jemote	0
jemp	0
jempbox	0
jempe	0
jempeg	0
jempft	0
jempire	0
jemreg	0
jems	0
jemu	0
jemud	0
jemula	0
jemval	0
jen	0
jen1us	0
jena	0
jenasesamemodel	0
jenaweka	0
jencode	0
jenealogy	0
jeneo	0
jenerate	0
jenes	0
jenesis	0
jenesis4java	0
jenetics	0
jenexis	0
jengine	0
jenginecms	0
jengineering	0
jenginesse	0
jengl	0
jenia4faces	15
jenie	0
jenius	0
jenmo	0
jenn3d	0
jenna	0
jennet	0
jenni-jni	0
jennifer	0
jenny	0
jennydb	0
jennylab	0
jenoptron	0
jenova-web-flow	0
jenovatail	0
jenoware	0
jenre	0
jens	0
jenserad	0
jensor	54
jentities	0
jentity	0
jenu	0
jenum	0
jeo	0
jeoc	0
jeocache	0
jeocaching	0
jeoclass	0
jeonyx	0
jeop	0
jeops	0
jep	0
jep-editor	0
jeparody	0
jepe-engine	0
jeph	0
jepi	0
jepla	0
jeplite	0
jepp	18
jeppers	1
jeq	0
jequals	0
jequation	0
jequations	0
jequoiaview	0
jeraser	0
jerba	0
jerbil	0
jerc	0
jerd	0
jeremi	0
jeremi2	0
jeremiasislate	0
jeremy-server	0
jergo	0
jergotrainer	0
jericho	0
jerichoarchtect	0
jerichohtml	32
jerico	0
jerimoth	0
jerlang	0
jero	0
jeromedl	0
jerp	0
jerpa	0
jerr	0
jerrata	0
jerrorreporter	0
jerry	0
jert	0
jerukey	0
jerusalem2020j2	0
jes	0
jesb	0
jesbaby	0
jesc	0
jescws	0
jeshopsystem	0
jesid3compare	0
jesktop	0
jesktopapps	0
jesktopimpl	0
jesms	0
jespeak	0
jesred	0
jess	0
jess-mode	0
jessamine	0
jessenger	0
jessentials	0
jessica	0
jessicarevenge	0
jessicax3d	0
jessrpms	0
jesstab	0
jesstaglib	0
jest	0
jest-project	0
jesta	0
jestart	0
jestate	0
jester	0
jesterdotnet	0
jestix	0
jestor	0
jestr	0
jestur	0
jesuislibre	0
jesyresurgen	0
jet	2
jet-editor	0
jet-engine	0
jet-pms	0
jet-tetris	0
jet3	0
jetacms	0
jetagraphicseng	0
jetaid	0
jetanalyst	0
jetashot	0
jetb	0
jetbat	0
jetbee	0
jetboxone	0
jetcat	0
jetccg	0
jetch	0
jetclass	0
jetdog	0
jete	0
jetelipse	0
jetengine	0
jeters	0
jetfire	0
jetframework	0
jetgaming-web	0
jetgamingwebbro	0
jetgrand	0
jethro	0
jethro-pmm	0
jethrosys	0
jeti	0
jetif	0
jetirc	0
jetlcd	0
jetlyrics	0
jetm	0
jetmanager	0
jetnuke	0
jetpackrampage	0
jetpag	0
jetpp	0
jetrace	0
jetresourceutil	0
jetrix	2
jets	0
jets3t	0
jetsam	0
jetscript	0
jetset	0
jetspeech	0
jetsqlconsole	0
jetstream	0
jetstream3d	0
jetstyle	0
jetts	0
jetty	0
jetty-ext	0
jettylauncher	0
