#  file: fmRawProjectLicense2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, license
#  FROM fm_projects
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	license
39395	evaristo\n    	GPL\n    
39398	librasch\n    	LGPL\n    
39399	leaguesite\n    	GPL\n    
39400	lescegra\n    	LGPL\n    
39401	listener\n    	GPL\n    
39402	blockautosubmit\n    	BSD Revised\n    
39403	flamecalc\n    	GPL\n    
39405	hashzip\n    	BSD Revised\n    
39407	simsam\n    	GPL\n    
39408	swbis\n    	GPL\n    
39409	dxfscope\n    	GPL\n    
39412	suxpanel\n    	GPL\n    
39413	pf2x\n    	GPL\n    
39420	knowledgetree\n    	GPL\n    
39421	s3fc\n    	LGPL\n    
39422	aegis-virus-scanner\n    	Artistic\n    
39424	bgrescue\n    	\n    
39427	esclass\n    	GPL\n    
39429	powerbible\n    	Artistic\n    
39430	ircproxy\n    	\n    
39432	id3\n    	BSD Revised\n    
39433	hypersonic\n    	GPL\n    
39434	jeweldate\n    	LGPL\n    
39442	classicollect\n    	GPL\n    
39443	mailsleuth\n    	GPL\n    
39444	digiquest\n    	GPL\n    
39446	liquidircdservices\n    	GPL\n    
39447	ets\n    	GPL\n    
39448	fdui\n    	GPL\n    
39450	bindery2ldif\n    	GPL\n    
39452	mod_auth_bsd\n    	MIT/X\n    
39453	devenv20\n    	Shareware\n    
39454	kmd\n    	GPL\n    
39455	quizz\n    	Artistic\n    
39457	gkrellfah2\n    	GPL\n    
39459	pqadmin\n    	LGPL\n    
39460	xmms-dvb\n    	GPL\n    
39461	mailbox_date_trimmer\n    	GPL\n    
39464	welofunc-performer\n    	GPL\n    
39465	morphform\n    	\n    
39471	bbsengine\n    	LGPL\n    
39472	workflow\n    	GPL\n    
39473	cit\n    	GPL\n    
39475	smcinit\n    	GPL\n    
39478	dxr3player\n    	GPL\n    
39481	jlanc\n    	MIT/X\n    
39485	jclassinfo\n    	GPL\n    
39486	qryptix\n    	GPL\n    
39490	xngr-editor\n    	\n    
39491	supervesafb\n    	GPL\n    
39492	timcam\n    	Public Domain\n    
39496	quickserver\n    	LGPL\n    
39497	imap-repl\n    	\n    
39498	mp3cue\n    	\n    
39499	tadpole\n    	BSD Original\n    
39501	wikichump\n    	Public Domain\n    
39502	feedbackd\n    	GPL\n    
39503	hotconnect\n    	GPL\n    
39506	contract\n    	GPL\n    
39507	just4log\n    	Apache\n    
39509	dmo\n    	GPL\n    
39510	axmls\n    	BSD Original\n    
39512	yellowtip_health_reservations\n    	\n    
39514	graph2d\n    	GPL\n    
39515	cpc\n    	GPL\n    
39516	itpxq\n    	Shareware\n    
39517	adamoto\n    	GPL\n    
39518	cl-html-template\n    	BSD Revised\n    
39524	dione\n    	BSD Original\n    
39525	sibylsql\n    	BSD Revised\n    
39529	iipimage\n    	GPLv2\n    
39530	confluxlite\n    	GPL\n    
39531	fremtris\n    	Freeware\n    
39532	netbeep\n    	GPL\n    
39534	milterquota\n    	GPL\n    
39535	cgicast\n    	GPL\n    
39536	phpchain\n    	GPL\n    
39537	xbgm\n    	GPL\n    
39539	xmines\n    	Shareware\n    
39542	defaultsmanager\n    	Shareware\n    
39545	adanetcdf\n    	LGPL\n    
39547	tkltrans\n    	QPL\n    
39548	haring\n    	GPL\n    
39549	mpmpich\n    	BSD Original\n    
39550	tobus\n    	GPL\n    
39556	musicindex\n    	LGPL\n    
39559	genoa\n    	GPL\n    
39560	msn-bot\n    	GPL\n    
39562	kognition\n    	GPL\n    
39569	velocitytools\n    	Apache\n    
39572	clucene\n    	LGPL\n    
39573	fastreportclx\n    	Shareware\n    
39581	jlo\n    	LGPL\n    
39582	antg\n    	GPL\n    
39584	badwm\n    	GPL\n    
39586	gtkboard\n    	GPL\n    
39587	cmykgimp\n    	GPL\n    
39589	myth2\n    	BSD Original\n    
39591	gossip\n    	GPL\n    
39592	8rdawdt\n    	GPL\n    
39596	evilboss\n    	Artistic\n    
39597	halloc\n    	BSD Revised\n    
39598	vb2py\n    	BSD Original\n    
39599	cl-who\n    	BSD Revised\n    
39601	astroflowguard\n    	\n    
39610	acarsdclient\n    	\n    
39616	pearlowis\n    	GPL\n    
39620	amphetadesk\n    	Clarified Artistic\n    
39621	tuxsaver\n    	GPL\n    
39624	neo2squirrel\n    	GPL\n    
39625	mibble\n    	GPL\n    
39627	histofy\n    	GPL\n    
39628	cvtsa\n    	GPL\n    
39633	pppusage\n    	BSD Revised\n    
39637	libmspack\n    	LGPL\n    
39638	apache-app-mercury\n    	Perl\n    
39640	thinux\n    	GPL\n    
39641	kdiff3\n    	GPL\n    
39642	open64\n    	GPL\n    
39644	mcron\n    	GPL\n    
39645	squash\n    	GPL\n    
39647	amarok\n    	GPL\n    
39651	javasj\n    	Perl\n    
39652	link-n-log\n    	GPL\n    
39653	krecipes\n    	GPL\n    
39654	musicextras\n    	GPL\n    
39656	abcmidi\n    	GPL\n    
39658	xephyrus-files\n    	BSD Revised\n    
39660	oser\n    	GPL\n    
39667	pynids\n    	GPL\n    
39670	versaforward\n    	Shareware\n    
39672	assettracker\n    	GPL\n    
39673	nerys\n    	GPL\n    
39674	tt-app\n    	GPL\n    
39675	rfc2mib\n    	BSD Revised\n    
39677	tzones\n    	GPL\n    
39680	perlcron\n    	GPL\n    
39681	starshiptraders\n    	GPL\n    
39682	askreceive\n    	Freeware\n    
39683	gsxprog\n    	GPL\n    
39684	shuriken\n    	MIT/X\n    
39685	wavegain\n    	GPL\n    
39688	ktools\n    	GPL\n    
39689	gps_ide\n    	GPL\n    
39690	pwbuilder\n    	GPL\n    
39692	systemrescuecd\n    	\n    
39693	neooffice\n    	GPL\n    
39694	theguide\n    	GPL\n    
39696	amandalogp\n    	BSD Revised\n    
39700	dial\n    	Freeware\n    
39706	gameq\n    	\n    
39707	phpwebfilemgr\n    	LGPL\n    
39708	testgen\n    	BSD Revised\n    
39709	blox\n    	GPL\n    
39711	macstl\n    	\n    
39715	chestnut-dialer\n    	GPL\n    
39718	m3u2toc\n    	Freeware\n    
39724	medialibrary\n    	GPL\n    
39725	lim\n    	GPL\n    
39731	sshkeychain\n    	BSD Revised\n    
39732	quick-join\n    	GPL\n    
39733	scale2x\n    	GPL\n    
39734	pwmanager\n    	GPL\n    
39735	vizsync\n    	\n    
39737	mbot\n    	GPL\n    
39738	m23\n    	GPL\n    
39740	slatesmalltalk\n    	MIT/X\n    
39741	papaan\n    	GPL\n    
39742	datamaster\n    	GPL\n    
39743	par2ls\n    	GPL\n    
39745	enet\n    	MIT/X\n    
39746	antinat\n    	GPL\n    
39749	pdt\n    	\n    
39752	macam\n    	GPL\n    
39753	spaceapp\n    	QPL\n    
39757	phpmp\n    	GPL\n    
39758	mpc\n    	GPL\n    
39760	wmmp\n    	GPL\n    
39761	ion-cms\n    	GPL\n    
39762	oopbot\n    	GPL\n    
39763	bitanarch\n    	GPL\n    
39764	zwebit\n    	GPL\n    
39765	netoffice\n    	GPL\n    
39766	gpppoem\n    	GPL\n    
39768	doublecpp\n    	GPL\n    
39769	pvrec\n    	GPL\n    
39770	matrixgl\n    	GPL\n    
39772	greenthumb\n    	LGPL\n    
39773	odysseus\n    	GPL\n    
39777	rubis\n    	LGPL\n    
39780	vsipl\n    	BSD Original\n    
39781	coconutfern\n    	Freeware\n    
39782	imgleech\n    	GPL\n    
39784	yaapg\n    	GPL\n    
39785	jaffa\n    	LGPL\n    
39786	purityofemail\n    	GPL\n    
39789	japha\n    	LGPL\n    
39790	phpsera\n    	GPL\n    
39791	trk\n    	GPL\n    
39793	objbrowser\n    	GPL\n    
39794	autogg\n    	GPL\n    
39795	flyspray\n    	LGPL\n    
39796	qsdk\n    	\n    
39797	wwc\n    	GPL\n    
39798	suse-get\n    	GPL\n    
39799	distributed-cvs\n    	BSD Original\n    
39804	papi\n    	BSD Original\n    
39806	puzzled\n    	GPL\n    
39809	timeline\n    	MIT/X\n    
39811	pam_usb\n    	GPL\n    
39812	safeshred\n    	Shareware\n    
39813	safeclean\n    	Shareware\n    
39815	maintain\n    	GPL\n    
39818	phportfolio\n    	BSD Original\n    
39827	lapack\n    	BSD Revised\n    
39828	atlas\n    	BSD Original\n    
39829	fgatlas\n    	GPL\n    
39831	marsdict\n    	GPL\n    
39837	shout-python\n    	LGPL\n    
39840	apricots\n    	GPL\n    
39843	convertfs\n    	GPL\n    
39844	csfe\n    	GPL\n    
39846	sptk\n    	GPL\n    
39849	molscript\n    	Other\n    
39850	_malloc\n    	GPL\n    
39853	qjackctl\n    	GPL\n    
39854	jspeex\n    	BSD Revised\n    
39855	employeeschd\n    	GPL\n    
39857	submit_site\n    	GPL\n    
39858	briquolo\n    	GPL\n    
39859	s1000client\n    	GPL\n    
39863	quoteengine\n    	GPL\n    
39864	easygg\n    	GPL\n    
39867	cmdftp\n    	GPL\n    
39868	cvebrowser\n    	GPL\n    
39869	rec\n    	BSD Revised\n    
39872	apachebench\n    	Perl\n    
39875	devwiki\n    	GPL\n    
39877	newsspotter\n    	MIT/X\n    
39884	wallstreet9\n    	GPL\n    
39886	ctcsoftware\n    	Shareware\n    
39887	asbruwce\n    	\n    
39888	amiex\n    	Freeware\n    
39890	gnusim8085\n    	GPL\n    
39893	gcjwebplugin\n    	GPL\n    
39896	toadskin\n    	LGPL\n    
39897	vyger\n    	GPL\n    
39898	accessfs\n    	GPL\n    
39899	fscaps\n    	GPL\n    
39902	secexmail\n    	\n    
39903	sharedaemon\n    	GPL\n    
39904	scorched3d\n    	GPL\n    
39905	pwg\n    	GPL\n    
39907	qalculate\n    	GPL\n    
39908	msmtp\n    	GPL\n    
39909	cbtcombo\n    	GPL\n    
39911	imagero\n    	\n    
39913	kdissert\n    	GPL\n    
39916	giftcurs\n    	GPL\n    
39917	quikwiki\n    	Artistic\n    
39918	netmrg\n    	MIT/X\n    
39919	termanim\n    	Perl\n    
39920	victor1\n    	GPL\n    
39924	ldapmigrate\n    	GPL\n    
39925	azdgdatinglite\n    	GPL\n    
39926	securecgi\n    	GPL\n    
39927	poc-mp3\n    	\n    
39928	phplangadmin\n    	GPL\n    
39933	cascading_menu\n    	GPL\n    
39935	dlp\n    	GPL\n    
39938	dbdesigner4mysql\n    	GPL\n    
39939	getnews\n    	GPL\n    
39940	uuturn\n    	GPL\n    
39941	ebay_de\n    	\n    
39942	airsort\n    	GPL\n    
39943	onager\n    	GPL\n    
39945	filecount\n    	GPL\n    
39948	uowebmap\n    	GPL\n    
39949	jbpm\n    	LGPL\n    
39950	towel\n    	GPL\n    
39951	jsconsole\n    	NPL\n    
39953	mdsr\n    	BSD Original\n    
39956	liferea\n    	GPL\n    
39957	thunderbird\n    	MPL\n    
39958	ficc\n    	GPL\n    
39959	cx_freeze\n    	Python\n    
39961	mlogger\n    	Apache\n    
39964	phpemaillist\n    	GPL\n    
39966	cmake\n    	BSD Revised\n    
39968	atanks\n    	GPL\n    
39969	sdr\n    	BSD Original\n    
39972	vwebedit\n    	Perl\n    
39976	jibx\n    	BSD Revised\n    
39977	strikeha\n    	GPL\n    
39979	jogl\n    	SUN Public\n    
39980	jadelib\n    	LGPL\n    
39984	rpmautoupdate\n    	GPL\n    
39985	iowarrior\n    	GPL\n    
39986	mzkey3\n    	GPL\n    
39989	mailmanager\n    	GPL\n    
39990	relate\n    	BSD Original\n    
39991	mosquitotools\n    	\n    
39994	libgcrypt\n    	LGPL\n    
39997	qdvbzap\n    	GPL\n    
39998	shalphotoalbum\n    	GPL\n    
39999	newsrc-care\n    	BSD Original\n    
40004	tcl_obextool\n    	GPL\n    
40005	dr_geo\n    	GPL\n    
40009	xchm\n    	GPL\n    
40010	ospi\n    	\n    
40015	e2retrieve\n    	GPL\n    
40017	nuspherephped\n    	Shareware\n    
40018	ll-url\n    	Python\n    
40019	ll-make\n    	Python\n    
40022	seq24\n    	GPL\n    
40024	sbp\n    	LGPL\n    
40026	rtkmerge\n    	GPL\n    
40028	womcatbookmarks\n    	GPL\n    
40029	lohmer\n    	GPL\n    
40036	nvemftp\n    	\n    
40039	fix-mime-charset\n    	GPL\n    
40041	lwpl\n    	GPL\n    
40042	xportscan\n    	GPL\n    
40043	bitchxmms\n    	GPL\n    
40045	irrlicht\n    	zlib/libpng\n    
40046	pyvoicechat\n    	GPL\n    
40047	fm_mnemo\n    	GPL\n    
40050	cmg\n    	Freeware\n    
40054	starfishx\n    	GPL\n    
40056	cuppa\n    	\n    
40058	novas\n    	Other\n    
40059	eso-midas\n    	GPL\n    
40060	astrophysics_ftools\n    	Other\n    
40061	saoimage\n    	Other\n    
40065	apt-iselect\n    	Freeware\n    
40068	jpim\n    	Freeware\n    
40069	insert\n    	GPL\n    
40071	mydonkeylinks\n    	GPL\n    
40074	kmpio\n    	GPL\n    
40076	sharpigd\n    	GPL\n    
40077	imposter\n    	GPL\n    
40083	pungo-spell\n    	MIT/X\n    
40086	intelieditor\n    	Open Software\n    
40088	xero\n    	GPL\n    
40091	ogr\n    	MIT/X\n    
40093	openancestry\n    	GPL\n    
40094	ifmetric\n    	GPL\n    
40096	at89prog\n    	GPL\n    
40097	run_mpiblast\n    	\n    
40099	cecid\n    	GPL\n    
40101	qvir\n    	GPL\n    
40102	python-ipc\n    	Freeware\n    
40103	late\n    	GPL\n    
40105	docsis_server\n    	GPL\n    
40106	frottle\n    	GPL\n    
40107	phx\n    	GPL\n    
40109	qtbudget\n    	GPL\n    
40112	cycling\n    	GPL\n    
40116	be4gle\n    	LGPL\n    
40117	tkscript\n    	GPL\n    
40120	tkgeomap\n    	MIT/X\n    
40121	fluxus\n    	GPL\n    
40123	sbtmacosx\n    	Artistic\n    
40125	jgrapht\n    	LGPL\n    
40129	gclisp\n    	GPL\n    
40131	opie\n    	GPL\n    
40132	qttv\n    	GPL\n    
40133	pdftex\n    	GPL\n    
40135	dbal\n    	GPL\n    
40136	phpwebapp\n    	GPL\n    
40137	cx_oracletools\n    	Python\n    
40138	cx_oracledbatools\n    	Python\n    
40141	dogfood\n    	AGPL\n    
40148	dialog-mp3-list\n    	GPL\n    
40149	sparkler\n    	GPL\n    
40150	set\n    	GPL\n    
40151	evbell\n    	GPL\n    
40152	multi_bar_graph\n    	GPL\n    
40153	m-m-msgparser\n    	GPL\n    
40154	phpwx\n    	GPL\n    
40160	aepro\n    	GPL\n    
40164	rediff\n    	GPL\n    
40165	synonym\n    	Apache\n    
40168	skipjackresponsecheck\n    	LGPL\n    
40169	vinsmsindia\n    	Freeware\n    
40173	sp\n    	GPL\n    
40174	libintl-perl\n    	LGPL\n    
40180	simplet\n    	LGPL\n    
40181	any-to-any\n    	GPL\n    
40183	ultimatebootcd\n    	Freeware\n    
40186	wrapper\n    	GPLv2\n    
40187	activekb\n    	Other\n    
40189	tupleware\n    	BSD Revised\n    
40193	chocolate\n    	\n    
40195	pwhiteboard\n    	GPL\n    
40200	formsess\n    	LGPL\n    
40201	pal\n    	GPL\n    
40202	prc-eclipse\n    	Common Public\n    
40203	sledgehammer\n    	GPL\n    
40205	las\n    	GPL\n    
40206	synclastui\n    	GPL\n    
40207	ftpapplet\n    	\n    
40210	rssowl\n    	\n    
40211	fedexdc\n    	LGPL\n    
40212	scsidev\n    	GPL\n    
40213	old_bonnie\n    	Artistic\n    
40216	defender\n    	GPL\n    
40219	mozplayerxp\n    	MPL\n    
40221	qipan\n    	MIT/X\n    
40222	junfa\n    	MIT/X\n    
40224	sfutils\n    	MIT/X\n    
40230	youramigoenterprisesearch\n    	\n    
40231	powernowd\n    	GPL\n    
40232	libds\n    	GPL\n    
40233	ojbc\n    	Apache\n    
40234	boo\n    	GPL\n    
40235	mudsbuilder\n    	GPL\n    
40242	latrine\n    	GPL\n    
40245	qpe-gaim\n    	GPL\n    
40246	prov\n    	GPL\n    
40247	trux_motion\n    	GPL\n    
40249	python-xmltv\n    	LGPL\n    
40252	osas\n    	\n    
40253	cervi\n    	GPL\n    
40258	inti-sourceview\n    	LGPL\n    
40259	osdchat\n    	GPL\n    
40261	yapter\n    	LGPL\n    
40263	xchatosd\n    	GPL\n    
40264	ink_level\n    	GPL\n    
40268	freglx\n    	GPL\n    
40270	pysolitaire\n    	GPL\n    
40271	ripfoo\n    	GPL\n    
40275	cigol\n    	GPL\n    
40276	rtems\n    	GMGPL\n    
40278	potrace\n    	GPL\n    
40280	spidtris\n    	Freeware\n    
40282	ftplibpp\n    	GPL\n    
40284	pyge\n    	Artistic\n    
40287	jeditorcombo\n    	\n    
40288	malavita\n    	GPL\n    
40289	martianmemory\n    	GPL\n    
40293	caravelcms\n    	GPL\n    
40294	cytv\n    	GPL\n    
40295	doc_comment\n    	GPL\n    
40296	europepki\n    	LGPL\n    
40297	dnsflood\n    	GPL\n    
40298	radsftp\n    	Other\n    
40299	galadin\n    	GPL\n    
40301	ats-php\n    	GPL\n    
40302	crackalaka\n    	BSD Revised\n    
40303	jbother\n    	GPL\n    
40307	think3d\n    	GPL\n    
40309	palmapple\n    	GPL\n    
40312	egg-fu\n    	GPL\n    
40315	uniqueid\n    	GPL\n    
40321	copix\n    	GPL\n    
40324	offmirror\n    	GPL\n    
40325	jhexdump\n    	GPL\n    
40330	bewareserv\n    	GPL\n    
40331	waproamd\n    	GPL\n    
40332	squeuer\n    	BSD Revised\n    
40334	kamevoice\n    	GPL\n    
40338	sentegoban\n    	GPL\n    
40339	gpl-cver\n    	GPL\n    
40340	gnugkacd\n    	GPL\n    
40342	lachesis\n    	GPL\n    
40343	libfgz\n    	LGPL\n    
40347	oscarmcmaster\n    	GPL\n    
40348	webmessenger\n    	\n    
40349	supertable\n    	LGPL\n    
40351	luxilla\n    	GPL\n    
40353	cppxmlobj\n    	Freeware\n    
40355	emboss\n    	GPL\n    
40357	serna\n    	Shareware\n    
40359	packeth\n    	GPL\n    
40360	postarabic\n    	LGPL\n    
40361	colloquy-talker\n    	MIT/X\n    
40362	memoria\n    	GPL\n    
40366	commandlineprogressbar\n    	GPL\n    
40367	cyberduck\n    	GPL\n    
40368	zhcon\n    	GPL\n    
40370	psyced\n    	GPL\n    
40372	w3chess\n    	GPL\n    
40383	latexdb\n    	GPL\n    
40384	imagespace\n    	GPL\n    
40385	mp3tm\n    	GPL\n    
40386	pyggy\n    	Public Domain\n    
40387	openct\n    	BSD Original\n    
40388	vacum\n    	GPL\n    
40392	petebj\n    	GPL\n    
40395	modcplusplus\n    	BSD Original\n    
40398	mindmeld\n    	GPL\n    
40399	lambda\n    	Freeware\n    
40402	ruby-lcd\n    	GPL\n    
40403	geekcodewizard\n    	GPL\n    
40405	phpsavant\n    	LGPL\n    
40406	text2rtf\n    	GPL\n    
40407	raidmon\n    	GPL\n    
40408	pam_deny_uc\n    	GPL\n    
40409	gtksms\n    	GPL\n    
40410	picocontainer\n    	BSD Revised\n    
40412	libaio\n    	LGPL\n    
40414	wutils\n    	Public Domain\n    
40415	jfm\n    	GPL\n    
40416	checksuite\n    	GPL\n    
40417	backuppc\n    	GPL\n    
40422	universala\n    	GPL\n    
40425	ytnef_cg_filter_pl\n    	GPL\n    
40427	xapian\n    	GPL\n    
40428	furioustv\n    	MIT/X\n    
40430	luacheia\n    	LGPL\n    
40431	purplewiki\n    	GPL\n    
40435	airportstatus\n    	GPL\n    
40439	batchgimp\n    	GPL\n    
40440	mindia\n    	GPL\n    
40442	weex\n    	GPL\n    
40444	libivykis\n    	LGPL\n    
40448	mtrack\n    	GPL\n    
40449	pxlib\n    	GPL\n    
40450	predict\n    	GPL\n    
40452	zenengine\n    	GPL\n    
40453	cvsreport\n    	GPL\n    
40454	improvisation\n    	GPL\n    
40457	slibo\n    	GPL\n    
40458	nicotine\n    	GPL\n    
40460	finalsolution\n    	GPL\n    
40461	mod_caml\n    	LGPL\n    
40463	config-dhcpd\n    	GPL\n    
40466	pop2imap\n    	GPL\n    
40467	linuxalexlala\n    	Freeware\n    
40470	tent\n    	GPL\n    
40475	p0f\n    	LGPL\n    
40477	openshore\n    	Common Public\n    
40478	cuckooo\n    	GPL\n    
40481	vexim\n    	BSD Revised\n    
40482	xchangeboard\n    	Freeware\n    
40485	alceafastbugtrack\n    	Common Public\n    
40488	binify\n    	GPL\n    
40489	jinzora\n    	GPL\n    
40494	cbl\n    	GPL\n    
40495	twmail\n    	Freeware\n    
40497	viindex\n    	GPL\n    
40499	rbeventcalendar\n    	Shareware\n    
40503	wfb2sql\n    	GPL\n    
40505	ruby-json\n    	LGPL\n    
40506	ocaml-json\n    	LGPL\n    
40507	modzipread\n    	GPL\n    
40508	diqt\n    	GPL\n    
40509	ibo\n    	LGPL\n    
40511	songanizer\n    	GPL\n    
40512	gtk-acl\n    	LGPL\n    
40515	kedpm\n    	GPL\n    
40519	arachne\n    	GPL\n    
40520	cake\n    	GPL\n    
40521	xfpd\n    	GPL\n    
40523	xik\n    	GPL\n    
40528	zoo\n    	\n    
40530	pendesktop\n    	MPL\n    
40532	youramigospiderlinker\n    	Other\n    
40533	pureftpdmanager\n    	GPL\n    
40539	csvutils\n    	BSD Original\n    
40542	state\n    	BSD Original\n    
40543	pxsl\n    	GPL\n    
40544	discloser\n    	GPL\n    
40545	jnumeric\n    	Python\n    
40546	webforum\n    	GPL\n    
40547	fontpack\n    	LGPL\n    
40548	lident\n    	Public Domain\n    
40549	monster-masher\n    	GPL\n    
40550	file2divx3pass\n    	Freeware\n    
40552	ale-edit\n    	Freeware\n    
40553	vpnmonitor\n    	GPL\n    
40554	cilib\n    	GPL\n    
40555	dp500serv\n    	GPL\n    
40556	planmyday\n    	GPL\n    
40557	csvc4xml\n    	\n    
40558	pmr\n    	Public Domain\n    
40560	php2do\n    	Freeware\n    
40566	gdxlib\n    	LGPL\n    
40567	sitemaster\n    	Other\n    
40570	lifstat\n    	BSD Revised\n    
40571	netclassifieds\n    	\n    
40573	conv_ara_html\n    	GPL\n    
40574	fvcool\n    	\n    
40575	xmbmon\n    	BSD Revised\n    
40577	mepis\n    	GPL\n    
40578	hostable32v\n    	BSD Original\n    
40580	hovergen\n    	GPL\n    
40583	webesquema\n    	GPL\n    
40585	phpsqliteadmin\n    	GPL\n    
40587	transitexec\n    	BSD Revised\n    
40588	portfolyo\n    	GPL\n    
40589	flashcard\n    	GPL\n    
40592	rpmpan\n    	Perl\n    
40594	mp3dings\n    	Freeware\n    
40596	mkxvcd\n    	GPL\n    
40597	pstricks\n    	LPPL\n    
40598	b2evo\n    	GPL\n    
40600	thump\n    	BSD Revised\n    
40602	pyscript\n    	GPL\n    
40604	desknowmj\n    	\n    
40605	kbbtray\n    	GPL\n    
40606	aio-xmms\n    	GPL\n    
40609	silky\n    	GPL\n    
40610	amule\n    	GPL\n    
40611	echelonlinux\n    	GPL\n    
40612	bounce\n    	GPL\n    
40617	pysmpp\n    	GPL\n    
40620	powerseeksql\n    	Other\n    
40621	leaguerunner\n    	GPL\n    
40622	xflows\n    	GPL\n    
40625	digio\n    	GPL\n    
40633	libinklevel\n    	\n    
40634	ink\n    	GPLv2\n    
40636	pymoserver\n    	GPL\n    
40637	audioxmpcr\n    	Perl\n    
40638	sub2srt\n    	GPL\n    
40642	drumsplusplus\n    	\n    
40644	vectorvisuals\n    	BSD Revised\n    
40645	mixxx\n    	GPL\n    
40646	rccp\n    	Freeware\n    
40648	collaborativesoftwaredevelopmentportal\n    	AFL\n    
40649	cursed\n    	GPL\n    
40653	nau\n    	GPL\n    
40656	weatherspect\n    	GPL\n    
40657	samsung-sgh-v200\n    	GPL\n    
40658	smartproxy\n    	BSD Revised\n    
40659	cljl\n    	BSD Revised\n    
40661	soht\n    	BSD Original\n    
40665	ftvweb\n    	GPL\n    
40666	cl-gd\n    	BSD Revised\n    
40667	khtml2png\n    	GPL\n    
40669	jarbrowser\n    	GPL\n    
40670	gaibgswitcher\n    	GPL\n    
40677	svnweb\n    	Perl\n    
40679	epdf\n    	EFL\n    
40683	magiccharts\n    	Shareware\n    
40684	jsai\n    	LGPL\n    
40688	ogojogi\n    	LGPL\n    
40690	partoolkit\n    	Perl\n    
40691	doulos\n    	GPL\n    
40693	linsms\n    	GPL\n    
40701	alambic\n    	GPL\n    
40703	koncert\n    	GPL\n    
40706	asheriff\n    	\n    
40708	unfs3\n    	BSD Revised\n    
40717	key-netplug\n    	GPL\n    
40719	googlemailer\n    	GPL\n    
40721	fmtm\n    	Open Software\n    
40722	led\n    	BSD Revised\n    
40724	walter\n    	MIT/X\n    
40725	gkauth\n    	GPL\n    
40727	phpvcardcreator\n    	GPL\n    
40728	cryptoswap\n    	GPL\n    
40731	rjce\n    	BSD Revised\n    
40733	kitaimclient\n    	\n    
40738	jacpi\n    	GPL\n    
40739	grinch\n    	GPL\n    
40742	getcodecs\n    	GPL\n    
40743	osmer\n    	GPL\n    
40745	hayes\n    	MIT/X\n    
40746	macker\n    	GPL\n    
40748	burgner\n    	GPL\n    
40751	upsguru\n    	GPL\n    
40752	nautilus-thumbnailers\n    	GPL\n    
40753	cobex\n    	GPL\n    
40754	arpmbuilder\n    	LGPL\n    
40756	cddb2md\n    	GPL\n    
40757	ni\n    	GPL\n    
40761	blingbling\n    	GPL\n    
40762	irclib\n    	LGPL\n    
40766	fprofiler\n    	GPL\n    
40768	entagged\n    	GPL\n    
40769	rsnapshot\n    	GPL\n    
40774	similarity-utils\n    	Public Domain\n    
40778	rmidi\n    	GPL\n    
40779	burpproxy\n    	\n    
40780	mtxorbd\n    	BSD Revised\n    
40785	rutil_tcpcgi\n    	GPL\n    
40786	ftvgnome\n    	GPL\n    
40787	crikey\n    	GPL\n    
40790	dbprim\n    	LGPL\n    
40792	e-gads\n    	GPL\n    
40798	philsmusicwriter\n    	GPL\n    
40799	nacho\n    	Apache\n    
40800	xd3d\n    	GPL\n    
40803	drftpd\n    	GPL\n    
40805	mpck\n    	GPL\n    
40807	phpdoctor\n    	GPL\n    
40809	phpmycomic\n    	GPL\n    
40814	nufw\n    	GPLv3\n    
40815	texfig\n    	GPL\n    
40816	newsphp\n    	GPL\n    
40818	cgiscripter\n    	\n    
40820	beanshell\n    	LGPL\n    
40821	marsmap\n    	Freeware\n    
40822	chsm\n    	GPL\n    
40823	trswm\n    	Public Domain\n    
40828	klicker\n    	GPL\n    
40830	osp\n    	MPL\n    
40831	dbvi\n    	Artistic\n    
40833	pduconv\n    	Public Domain\n    
40837	tuxrip\n    	GPL\n    
40842	thoughtbucket\n    	GPL\n    
40843	tiler\n    	BSD Original\n    
40847	spellerpages\n    	LGPL\n    
40848	uconnect\n    	Freeware\n    
40853	ogdl\n    	zlib/libpng\n    
40857	gaialbum\n    	GPL\n    
40861	egroupware\n    	GPL\n    
40863	contemplatewts\n    	Apache\n    
40864	synce-kde\n    	MIT/X\n    
40873	jdip\n    	GPL\n    
40877	fastcst\n    	GPL\n    
40880	vn_oscommerce\n    	GPL\n    
40881	drugref\n    	GPL\n    
40882	nj\n    	\n    
40885	optimizer\n    	GPL\n    
40887	cartel\n    	BSD Original\n    
40888	elk\n    	\n    
40891	swarettools\n    	GPL\n    
40892	ecompte\n    	GPL\n    
40893	jarbuilder\n    	GPL\n    
40894	modbusfw\n    	GPL\n    
40895	filelight\n    	GPL\n    
