#  file: rfDevProjects2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, dev_loginname, is_admin, position, date_collected, datasource_id
#  FROM rf_developer_projects
#  WHERE datasource_id=219
#  ORDER BY proj_unixname, dev_loginname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	dev_loginname	is_admin	position	date_collected	datasource_id
e-petstore	devobject	1	Default	2010-05-03 17:14:54	219
e4r	fougas	0	Senior Developer	2010-05-03 17:14:57	219
ea-parser	michaelthies	1	Default	2010-05-03 17:15:01	219
eaal	ppetermann	1	Default	2010-05-03 17:15:04	219
eadcodec	pedrocr	1	Default	2010-05-03 17:15:12	219
eagerfindersql	gkellogg	1	Default	2010-05-03 17:15:15	219
ean	psq	1	Default	2010-05-03 17:15:19	219
earfl	colinshield	0	Senior Developer	2010-05-03 17:15:23	219
earfl	ryanj	0	Senior Developer	2010-05-03 17:15:23	219
earfl	w1150n	1	Admin	2010-05-03 17:15:23	219
earth-tools	psergi	1	Default	2010-05-03 17:15:27	219
earthtools	jsgoecke	1	Default	2010-05-03 17:15:32	219
earworm	aaronp	1	Default	2010-05-03 17:15:36	219
easel	astone	1	Default	2010-05-03 17:15:40	219
eassl	aiwilliams	0	Developer	2010-05-03 17:15:44	219
eassl	paul_nicholson	1	Admin/Lead Developer	2010-05-03 17:15:44	219
easy-enum	nicolai86	1	Default	2010-05-03 17:15:49	219
easy-imap	pjstadig	1	Default	2010-05-03 17:15:52	219
easy-plugin	zhangyuanyi	1	Default	2010-05-03 17:15:56	219
easy-q	brandon_lc	1	Default	2010-05-03 17:15:59	219
easy-rails	charlenopires	1	Admin	2010-05-03 17:16:03	219
easy-rails	regispires	1	Default	2010-05-03 17:16:03	219
easybot	marco13185	1	Default	2010-05-03 17:16:07	219
easygameengine	deen	1	Admin	2010-05-03 17:16:10	219
easygameengine	haoniukun	1	Default	2010-05-03 17:16:10	219
easyjour	jqr	1	Default	2010-05-03 17:16:14	219
easykb	gustaven	1	Default	2010-05-03 17:16:18	219
easymerb	jeremymcanally	1	Default	2010-05-03 17:16:21	219
easymessages	sschroed	1	Admin	2010-05-03 17:16:26	219
easyoperate	zhangjinzhu	1	Default	2010-05-03 17:16:29	219
easypartials	noahgibbs	1	Default	2010-05-03 17:16:34	219
easyproj	markdotnet	1	Default	2010-05-03 17:16:38	219
easyprompt	francis	1	Default	2010-05-03 17:16:43	219
easyrails	jeremymcanally	1	Default	2010-05-03 17:16:47	219
easysft	rwoliver2	1	Default	2010-05-03 17:16:52	219
eb-nested-set	jncoward	1	Default	2010-05-03 17:16:55	219
ebay4r	garrydolley	1	Admin	2010-05-03 17:16:59	219
ebayapi	cfauser	1	Default	2010-05-03 17:17:02	219
ebayshopping	ctagg	1	Default	2010-05-03 17:17:06	219
ebb	rydahl	1	Default	2010-05-03 17:17:09	219
eblog	yuyijq	1	Default	2010-05-03 17:17:13	219
ebookstrings	edodanow	1	Default	2010-05-03 17:17:16	219
ebtstatistics	cniehaus	1	Admin	2010-05-03 17:17:20	219
ec2onrails	pdowman	1	Default	2010-05-03 17:17:24	219
ecal	chris96321	1	Default	2010-05-03 17:17:27	219
ecal	jimweirich	1	Default	2010-05-03 17:17:27	219
echi-converter	jsgoecke	1	Default	2010-05-03 17:17:30	219
echi-converter	tgould	0	Senior Developer	2010-05-03 17:17:30	219
ecmdlineparser	chrisliaw	1	Admin	2010-05-03 17:17:34	219
ecommerce	bdunwood	0	Senior Consultant	2010-05-03 17:17:38	219
ecommerce	fdonnet	0	Junior Developer	2010-05-03 17:17:38	219
ecommerce	maerzbow	0	Junior Developer	2010-05-03 17:17:38	219
ecommerce	nuvoetech	0	Senior Developer	2010-05-03 17:17:38	219
ecommerce	openstream	1	Admin	2010-05-03 17:17:38	219
ecommerce	townxelliot	0	Senior Developer	2010-05-03 17:17:38	219
ecs	wzph	1	Default	2010-05-03 17:17:42	219
edango	tda	1	Default	2010-05-03 17:17:47	219
edenwiki	drusilla	1	Admin	2010-05-03 17:17:52	219
edenwiki	richpenney	0	Senior Developer	2010-05-03 17:17:52	219
edgar4r	pjstadig	1	Default	2010-05-03 17:17:56	219
edi4r	mredi	1	Default	2010-05-03 17:17:59	219
editable-image	haikuwebdev	1	Default	2010-05-03 17:18:03	219
editalign	billmcn	1	Default	2010-05-03 17:18:07	219
editorkicker	kwatch	1	Default	2010-05-03 17:18:11	219
eduerp	mayilarun	1	Admin	2010-05-03 17:18:15	219
eduerp	psenthilraja	1	Admin	2010-05-03 17:18:15	219
edx	amoon	1	Default	2010-05-03 17:18:19	219
eeml	smazero	1	Default	2010-05-03 17:18:23	219
efax	nicwilliams	1	Admin	2010-05-03 17:18:28	219
efax	szimek	1	Default	2010-05-03 17:18:28	219
efficient-sql	phlip	1	Default	2010-05-03 17:18:33	219
efl	rheradio	1	Default	2010-05-03 17:18:36	219
efp	markdotnet	1	Default	2010-05-03 17:18:40	219
egile	binnymathew	1	Default	2010-05-03 17:18:44	219
egile	nishant_nyn	1	Admin	2010-05-03 17:18:44	219
egile	ravindrabangera	1	Admin	2010-05-03 17:18:44	219
egile	timthetraveler	1	Admin	2010-05-03 17:18:44	219
ehcache	dylans	1	Default	2010-05-03 17:18:48	219
ehealth	masilione	1	Default	2010-05-03 17:18:54	219
eightylegs	railsfactory	1	Default	2010-05-03 17:18:58	219
eimxml	hiraku	1	Default	2010-05-03 17:19:01	219
eje	marlon	1	Default	2010-05-03 17:19:05	219
el-grillo	cabyrus	1	Default	2010-05-03 17:19:09	219
el-grillo	killfill	1	Admin	2010-05-03 17:19:09	219
elabs	elabs	1	Default	2010-05-03 17:19:13	219
elasticrails	steveodom	1	Default	2010-05-03 17:19:17	219
elbe	tats	1	Default	2010-05-03 17:19:21	219
eldorado	trevorturk	1	Default	2010-05-03 17:19:24	219
eleanor	chiisaitsu	1	Default	2010-05-03 17:19:27	219
elearning	dish	1	Default	2010-05-03 17:19:31	219
electroclas	mauriciodulce	1	Default	2010-05-03 17:19:34	219
elektronik	elektronik	1	Default	2010-05-03 17:19:38	219
element	carmen	1	Default	2010-05-03 17:19:42	219
elemental	mwlang	1	Default	2010-05-03 17:19:44	219
elephant	jvaclavovic	1	Default	2010-05-03 17:19:49	219
elevator	jaw6	1	Default	2010-05-03 17:19:54	219
eliberate	blarneyrabble	1	Default	2010-05-03 17:19:57	219
eliberate	dougschuler	1	Admin	2010-05-03 17:19:58	219
eliberate	gort79	1	Admin	2010-05-03 17:19:58	219
eliberate	jtswims	1	Admin	2010-05-03 17:19:58	219
eliberate	tsuyoshi	1	Admin	2010-05-03 17:19:58	219
elif	bbazzarrakk	1	Default	2010-05-03 17:20:02	219
elitejournal	htonl	1	Default	2010-05-03 17:20:05	219
elmer	jaehess	1	Default	2010-05-03 17:20:08	219
eload-select	blythedunham	1	Default	2010-05-03 17:20:12	219
elreq	vinbarnes	1	Default	2010-05-03 17:20:16	219
emacs-rails	crazypit	0	Senior Developer	2010-05-03 17:20:20	219
emacs-rails	dimaexe	1	Admin	2010-05-03 17:20:20	219
emacs-rails	technomancy	0	Senior Developer	2010-05-03 17:20:20	219
emacs-rails	tomtt	0	Senior Developer	2010-05-03 17:20:20	219
emacsruby	rubikitch	1	Default	2010-05-03 17:20:25	219
email	cardmagic	1	Default	2010-05-03 17:20:29	219
email-spec	bmabey	1	Default	2010-05-03 17:20:33	219
email-veracity	heycarsten	1	Default	2010-05-03 17:20:36	219
emailform	bphogan	1	Default	2010-05-03 17:20:46	219
emaillabs	scootiepuff	1	Default	2010-05-03 17:20:50	219
emailpopreder	nirusuma	1	Default	2010-05-03 17:20:54	219
emailtosms	abhiyerra	1	Default	2010-05-03 17:20:58	219
embedit	reddavis	1	Default	2010-05-03 17:21:03	219
emdrb	dido	1	Default	2010-05-03 17:21:07	219
emdrb	flameeyes	0	Senior Developer	2010-05-03 17:21:07	219
emerald	sebwautelet	1	Default	2010-05-03 17:21:10	219
emergent-core	viatropos	1	Default	2010-05-03 17:21:15	219
emilsscraper	emil_sverige	1	Default	2010-05-03 17:21:20	219
emm-ruby	hongli	1	Default	2010-05-03 17:21:23	219
emm-ruby	prototype	1	Admin	2010-05-03 17:21:23	219
emoji	ryanorr	1	Admin	2010-05-03 17:21:27	219
emojiconv	zakiazigazi	1	Default	2010-05-03 17:21:31	219
emrpc	oleganza	1	Default	2010-05-03 17:21:35	219
emula	antonio	1	Default	2010-05-03 17:21:38	219
encml	tamo	1	Default	2010-05-03 17:21:43	219
encodingdotcom	knaveofdiamonds	1	Default	2010-05-03 17:21:47	219
ender	bbazzarrakk	1	Default	2010-05-03 17:21:51	219
endpointresolve	ksoderstrom	1	Default	2010-05-03 17:21:56	219
enemy	jbm	1	Default	2010-05-03 17:22:01	219
energon	awieland	0	Junior Developer	2010-05-03 17:22:05	219
energon	fat	0	Senior Developer	2010-05-03 17:22:05	219
energon	jetienne	1	Admin	2010-05-03 17:22:05	219
energon	steer	0	Support Tech	2010-05-03 17:22:05	219
enforce-limits	easleydp	1	Default	2010-05-03 17:22:09	219
enforce-schema	gkeeper3	1	Default	2010-05-03 17:22:13	219
engel	jlaky	1	Default	2010-05-03 17:22:18	219
english	michaelklishin	1	Admin	2010-05-03 17:22:22	219
english	transami	1	Admin	2010-05-03 17:22:22	219
englishext	francis	1	Default	2010-05-03 17:22:26	219
engtagger	yohasebe	1	Default	2010-05-03 17:22:29	219
enhanced-mgrtns	aaronbatalion	1	Admin	2010-05-03 17:22:33	219
enhanced-mgrtns	damickjj	1	Admin	2010-05-03 17:22:33	219
enhanced-mgrtns	efrederick	1	Admin	2010-05-03 17:22:33	219
enhanced-mgrtns	valeksenko	1	Default	2010-05-03 17:22:33	219
enhancedregexp	mlightner	1	Default	2010-05-03 17:22:38	219
enigma	beerloko	1	Admin	2010-05-03 17:22:42	219
enigma	tavancini	1	Admin	2010-05-03 17:22:42	219
enkoder	hivelogic	1	Default	2010-05-03 17:22:46	219
ent	dan5	1	Default	2010-05-03 17:22:51	219
enterprise-ruby	blackhedd	1	Admin	2010-05-03 17:22:55	219
enterprise-ruby	jhannes	1	Default	2010-05-03 17:22:55	219
enterprise20	jgrahamthomas	1	Admin	2010-05-03 17:22:59	219
enterprise20	michaelloke	1	Admin	2010-05-03 17:22:59	219
enterpriserails	danchak	1	Default	2010-05-03 17:23:04	219
enterpriseruby	liubin	1	Default	2010-05-03 17:23:08	219
enterprisetime	mileszs	1	Default	2010-05-03 17:23:12	219
entity-storage	eatenbyagrue	1	Default	2010-05-03 17:23:18	219
entryregistry	paradoja	1	Default	2010-05-03 17:23:21	219
enum-column	wsobel	1	Admin	2010-05-03 17:23:25	219
enum-mapper	elektronaut	1	Admin	2010-05-03 17:23:28	219
enumlogic	binarylogic	1	Default	2010-05-03 17:23:33	219
eor	idl	1	Default	2010-05-03 17:23:36	219
eparts	fasoft	1	Default	2010-05-03 17:23:40	219
epfwiki	ostraaten	1	Default	2010-05-03 17:23:45	219
epoch	scriptfu	1	Default	2010-05-03 17:23:49	219
equipment	tritoul	1	Tomato engineer	2010-05-03 17:23:52	219
equipment	why	0	Senior Developer	2010-05-03 17:23:52	219
equipment	zimbatm	1	Admin	2010-05-03 17:23:52	219
erbextensions	designingpatts	1	Default	2010-05-03 17:24:00	219
erbextensions	janetleland	1	Admin	2010-05-03 17:24:00	219
erbextensions	tonystrauss	1	Admin	2010-05-03 17:24:00	219
erby	ryan_allen	1	Default	2010-05-03 17:24:04	219
erector	alexch	1	Default	2010-05-03 17:24:08	219
erector	btakita	1	Admin	2010-05-03 17:24:08	219
erector	coreyti	1	Admin	2010-05-03 17:24:08	219
erector	da3mon	1	Admin	2010-05-03 17:24:08	219
erector	grafton	1	Admin	2010-05-03 17:24:08	219
erector	imf	1	Admin	2010-05-03 17:24:08	219
erector	jkingdon	1	Admin	2010-05-03 17:24:08	219
erector	joshsusser	1	Admin	2010-05-03 17:24:08	219
erector	nathansobo	1	Admin	2010-05-03 17:24:08	219
erector	nkallen	1	Admin	2010-05-03 17:24:08	219
erector	thewoolleyman	1	Admin	2010-05-03 17:24:08	219
eribium	maccman	1	Default	2010-05-03 17:24:11	219
eribium1	maccman	1	Admin	2010-05-03 17:24:16	219
eribium1	philipr	1	Default	2010-05-03 17:24:16	219
eribium1	sanguis	1	Admin	2010-05-03 17:24:16	219
erlbox	dizzyd	0	Senior Developer	2010-05-03 17:24:19	219
erlbox	fiatdev	1	Default	2010-05-03 17:24:19	219
erlectricity	dfayram	1	Admin	2010-05-03 17:24:22	219
erlectricity	mojombo	1	Admin	2010-05-03 17:24:22	219
erlectricity	nullstyle	1	Default	2010-05-03 17:24:22	219
erlgen	jongretar	1	Default	2010-05-03 17:24:25	219
erlgen	labria	1	Admin	2010-05-03 17:24:25	219
erlix	kdr2	1	Default	2010-05-03 17:24:28	219
ermd	legacyx	1	Admin	2010-05-03 17:24:32	219
erp	archive21	1	Default	2010-05-03 17:24:36	219
erp4u	bojicas	1	Default	2010-05-03 17:24:40	219
erpetools	erpe	1	Default	2010-05-03 17:24:45	219
err	defunkt	1	Default	2010-05-03 17:24:48	219
err	pjhyett	1	Admin	2010-05-03 17:24:48	219
err	wycats	1	Admin	2010-05-03 17:24:48	219
errata	seamusabshere	1	Default	2010-05-03 17:24:52	219
erubis	kwatch	1	Admin	2010-05-03 17:24:56	219
erubychess	jarnaud	1	Default	2010-05-03 17:25:00	219
erun	furilo	0	Senior Developer	2010-05-03 17:25:03	219
erun	pperez333	1	Admin	2010-05-03 17:25:03	219
erun	vgozalbes	1	Admin	2010-05-03 17:25:03	219
eruta	beoran	1	Default	2010-05-03 17:25:06	219
eschool	eirc	1	Admin	2010-05-03 17:25:11	219
escptopdf	buffovich	1	Default	2010-05-03 17:25:16	219
esmir	mithrandir1984	1	Default	2010-05-03 17:25:20	219
esortcode	ggarside	1	Admin	2010-05-03 17:25:24	219
esp	esp	1	Default	2010-05-03 17:25:28	219
esp	lejo	1	Admin	2010-05-03 17:25:28	219
esp	rrussell	1	Admin	2010-05-03 17:25:28	219
estraier	brett	1	Admin	2010-05-03 17:25:31	219
esvbible	gdagley	1	Default	2010-05-03 17:25:34	219
esvien	eventualbuddha	1	Default	2010-05-03 17:25:37	219
et-tool	thermo	1	Admin	2010-05-03 17:25:42	219
etapper	sfeley	1	Default	2010-05-03 17:25:45	219
etch	dsomerfield	1	Default	2010-05-03 17:25:50	219
etchrec	smtlaissezfaire	1	Default	2010-05-03 17:25:55	219
etchsyscm	jheiss	1	Default	2010-05-03 17:25:58	219
eteos-client	daveadams	1	Default	2010-05-03 17:26:02	219
etherquest	badcherry	1	Default	2010-05-03 17:26:07	219
etocom	eto	1	Default	2010-05-03 17:26:22	219
etsy	preagan	1	Default	2010-05-03 17:26:25	219
euler	oompa	1	Default	2010-05-03 17:26:29	219
europaonrails	vancezhao	1	Default	2010-05-03 17:26:33	219
ev-memcache-cli	colinsteele	1	Default	2010-05-03 17:26:36	219
evaf	kbrunton	1	Default	2010-05-03 17:26:40	219
evangeline	mapeva	1	Default	2010-05-03 17:26:45	219
evangelisator	albop	1	Default	2010-05-03 17:26:49	219
evdbapi	pknight	1	Default	2010-05-03 17:26:52	219
evdispatch	taf2	1	Default	2010-05-03 17:26:57	219
eve	ddollar	1	Default	2010-05-03 17:27:01	219
eve-api	ddollar	1	Default	2010-05-03 17:27:06	219
eve-igb	ddollar	1	Default	2010-05-03 17:27:10	219
eveapi	aura	1	Default	2010-05-03 17:27:14	219
evecmbtlogtools	jamesharrison	1	Default	2010-05-03 17:27:17	219
event-loop	dbrock	1	Default	2010-05-03 17:27:21	219
eventdispatcher	mirek	1	Default	2010-05-03 17:27:24	219
eventfinder	jamesotron	1	Default	2010-05-03 17:27:28	219
eventful	jcoglan	1	Default	2010-05-03 17:27:33	219
eventlogger	schickm	1	Default	2010-05-03 17:27:38	219
eventmachine	blackhedd	1	Admin	2010-05-03 17:27:41	219
eventmachine	garbagecat	1	Admin	2010-05-03 17:27:41	219
eventmachine	raggi	1	Admin	2010-05-03 17:27:41	219
eventmachine	rosejn	0	Junior Developer	2010-05-03 17:27:41	219
eventmachine	tarcieri	0	Junior Developer	2010-05-03 17:27:41	219
eventmachine	tmm1	1	Admin	2010-05-03 17:27:41	219
eventmachine	unclemilford	0	Senior Developer	2010-05-03 17:27:41	219
eventmachine	wyhaines	0	Junior Developer	2010-05-03 17:27:41	219
everbright	lifr	1	Admin	2010-05-03 17:27:45	219
everdex	kleinfelter	1	Default	2010-05-03 17:27:49	219
evil	batsman	1	Default	2010-05-03 17:27:52	219
evil	flgr	1	Default	2010-05-03 17:27:52	219
evil-editor	alex_hal9000	1	Default	2010-05-03 17:27:57	219
evm	xrfang	1	Default	2010-05-03 17:28:02	219
evosynth	yadler	1	Admin	2010-05-03 17:28:05	219
evri-api	joevandyk	1	Default	2010-05-03 17:28:08	219
evrigems	evri	1	Default	2010-05-03 17:28:12	219
ew2	skaterk318	1	Default	2010-05-03 17:28:16	219
exact4r	donncha	1	Admin	2010-05-03 17:28:19	219
exact4r	emil	1	Default	2010-05-03 17:28:19	219
excelio	yoshiokh	1	Default	2010-05-03 17:28:22	219
excellent	marcoow	1	Admin	2010-05-03 17:28:25	219
excelmodel	keiterk	1	Default	2010-05-03 17:28:29	219
excelrb	mdub	1	Default	2010-05-03 17:28:33	219
exceltools	seasons	1	Default	2010-05-03 17:28:37	219
excemel	bsbodden	1	Admin	2010-05-03 17:28:41	219
exceptional	darraghcurran	1	Default	2010-05-03 17:28:44	219
exclusive-flags	eric1234	1	Default	2010-05-03 17:28:49	219
excon	geemus	1	Default	2010-05-03 17:28:52	219
execremote	selva	1	Default	2010-05-03 17:28:56	219
exerb	yuyakato	1	Default	2010-05-03 17:29:01	219
exg2cal	samaritan	1	Default	2010-05-03 17:29:05	219
exif-graph	syepes	1	Default	2010-05-03 17:29:09	219
exiffu	averails	1	Default	2010-05-03 17:29:13	219
exifr	remvee	1	Default	2010-05-03 17:29:17	219
exiftagged	nine	1	Default	2010-05-03 17:29:19	219
exiftool	aaronp	1	Default	2010-05-03 17:29:23	219
exiftool	ekolve	1	Admin	2010-05-03 17:29:23	219
exist-xml-rpc	jdixon	1	Admin	2010-05-03 17:29:26	219
exist-xml-rpc	talkingmuffin	1	Admin	2010-05-03 17:29:26	219
exocora	aphyr	1	Default	2010-05-03 17:29:30	219
expand-path	pergesu	1	Default	2010-05-03 17:29:33	219
expectations	gmalamid	1	Admin	2010-05-03 17:29:37	219
expectations	holgerkohnen	1	Admin	2010-05-03 17:29:37	219
expectations	jaycfields	1	Default	2010-05-03 17:29:37	219
expensetracker	ameilij	1	Admin	2010-05-03 17:29:40	219
expire-sessions	heyhofredl	1	Default	2010-05-03 17:29:44	219
explainpmt	jakedempsey	1	Admin	2010-05-03 17:29:48	219
explainpmt	jwilger	1	Admin	2010-05-03 17:29:48	219
export	thewoolleyman	1	Default	2010-05-03 17:29:51	219
expr-interpret	sgrijpink	1	Default	2010-05-03 17:29:55	219
express	mikel	1	Default	2010-05-03 17:29:59	219
expressica	sur	1	Default	2010-05-03 17:30:03	219
exstatic	coxy	1	Default	2010-05-03 17:30:08	219
ext	azimux	1	Default	2010-05-03 17:30:11	219
extcrm	thewayout	1	Default	2010-05-03 17:30:16	219
extcsv	lem	1	Default	2010-05-03 17:30:20	219
extensional	loneyf	1	Default	2010-05-03 17:30:24	219
extensions	gsinclair	1	Default	2010-05-03 17:30:27	219
external	prosperity	1	Default	2010-05-03 17:30:31	219
extexif	rakuto	1	Default	2010-05-03 17:30:34	219
extjs	steffenh	1	Default	2010-05-03 17:30:38	219
extjs-direct	christocracy	1	Default	2010-05-03 17:30:42	219
extjswithrails	siebertm	1	Default	2010-05-03 17:30:45	219
extlib	bernerdschaefer	1	Admin	2010-05-03 17:30:49	219
extlib	dbussink	1	Admin	2010-05-03 17:30:49	219
extlib	dkubb	1	Admin	2010-05-03 17:30:49	219
extlib	ezmobius	1	Admin	2010-05-03 17:30:49	219
extlib	michaelklishin	1	Admin	2010-05-03 17:30:49	219
extlib	psadauskas	1	Admin	2010-05-03 17:30:49	219
extlib	ssmoot	1	Default	2010-05-03 17:30:49	219
extlib	wycats	1	Admin	2010-05-03 17:30:49	219
extmath	jupp	1	Default	2010-05-03 17:30:52	219
extract-curves	pavpen	1	Default	2010-05-03 17:30:56	219
extractcontent	shuyo	1	Admin	2010-05-03 17:31:01	219
extractor	rydahl	1	Default	2010-05-03 17:31:05	219
extractsbmtags	drawnboy	1	Default	2010-05-03 17:31:09	219
extrails	deadlyicon	1	Default	2010-05-03 17:31:13	219
eyeinthesky	ckponnappa	1	Admin	2010-05-03 17:31:16	219
eyemap	erikh	1	Default	2010-05-03 17:31:20	219
ez-where	ezmobius	1	Default	2010-05-03 17:31:24	219
ez-where	loobmedia	1	Admin	2010-05-03 17:31:24	219
ezabel	ianzabel	1	Default	2010-05-03 17:31:28	219
ezamar	manveru	1	Default	2010-05-03 17:31:32	219
ezcrypto	pelleb	1	Default	2010-05-03 17:31:36	219
ezgraphix	jpemberthy	1	Admin	2010-05-03 17:31:41	219
ezgtk	noltar	0	Default	2010-05-03 17:31:44	219
ezgtk	omnivector	1	Default	2010-05-03 17:31:44	219
ezgtk	walker	1	Default	2010-05-03 17:31:44	219
ezgui	brianwisti	1	Default	2010-05-03 17:31:47	219
f-m	brianwisti	1	Default	2010-05-03 17:31:52	219
faa	vasanthboraiyan	1	Default	2010-05-03 17:31:56	219
facade	aaronbatalion	1	Admin	2010-05-03 17:32:00	219
facade	damickjj	1	Admin	2010-05-03 17:32:00	219
facade	efrederick	1	Default	2010-05-03 17:32:00	219
facade	taf2	1	Admin	2010-05-03 17:32:00	219
facade	valeksenko	1	Admin	2010-05-03 17:32:00	219
facebookbot	appzter	0	Junior Developer	2010-05-03 17:32:03	219
facebookbot	mcclelland	1	Admin	2010-05-03 17:32:03	219
facebooker	aaronp	1	Admin	2010-05-03 17:32:08	219
facebooker	chadfowler	1	Default	2010-05-03 17:32:08	219
facebooker	digidigo	0	Senior Developer	2010-05-03 17:32:08	219
facebooker	dnite	0	Senior Developer	2010-05-03 17:32:08	219
facebooker	drummr77	1	Admin	2010-05-03 17:32:08	219
facebooker	hoverbird	0	Senior Developer	2010-05-03 17:32:08	219
facebooker	kyleslat	0	Senior Developer	2010-05-03 17:32:08	219
facebooker	mmangino	1	Admin	2010-05-03 17:32:08	219
facebooker	mniessner	0	Senior Developer	2010-05-03 17:32:08	219
facebooker	rich	0	Senior Developer	2010-05-03 17:32:08	219
facebooker-mq	digidigo	1	Default	2010-05-03 17:32:12	219
facebox-render	ihower	1	Default	2010-05-03 17:32:15	219
faceboxrender	ihower	1	Default	2010-05-03 17:32:18	219
faceter	mkarasoff	1	Default	2010-05-03 17:32:22	219
facetoface	benny	1	Admin	2010-05-03 17:32:25	219
facets	erikveen	0	Junior Developer	2010-05-03 17:32:29	219
facets	lapinot	0	Junior Developer	2010-05-03 17:32:29	219
facets	szuecs	0	Senior Developer	2010-05-03 17:32:29	219
facets	transami	1	Admin	2010-05-03 17:32:29	219
facets	tylerrick	0	Senior Developer	2010-05-03 17:32:29	219
facon	chuyeow	1	Default	2010-05-03 17:32:33	219
facter	kartar	1	Admin	2010-05-03 17:32:36	219
facter	lkanies	1	Default	2010-05-03 17:32:36	219
factory-grabber	gavinm	1	Default	2010-05-03 17:32:40	219
faded	vanpelt	1	Default	2010-05-03 17:32:43	219
fahey	lesclass	1	Default	2010-05-03 17:32:47	219
fail-fast	avdi	1	Default	2010-05-03 17:32:50	219
failsafe	andreas-sjoberg	1	Default	2010-05-03 17:32:53	219
fair-cg	odiedead	1	Admin	2010-05-03 17:32:58	219
fair-cg	rtweeks21	1	Admin	2010-05-03 17:32:58	219
faithfulcode	aiwilliams	1	Default	2010-05-03 17:33:02	219
faithfulcode	jlong	1	Admin	2010-05-03 17:33:02	219
faithfulcode	ntalbott	0	Senior Developer	2010-05-03 17:33:02	219
faithfulcode	redinger	0	Senior Developer	2010-05-03 17:33:02	219
faithfulcode	rwdaigle	0	Senior Developer	2010-05-03 17:33:02	219
fake-mechanize	jakimowicz	1	Default	2010-05-03 17:33:05	219
fakebook	sco	1	Default	2010-05-03 17:33:09	219
fakefs	defunkt	1	Admin	2010-05-03 17:33:12	219
fakefs	jmhodges	1	Default	2010-05-03 17:33:12	219
faker	bcurtis	1	Default	2010-05-03 17:33:15	219
fakeweb	kampers	1	Admin	2010-05-03 17:33:20	219
fakeweb	lattice	1	Default	2010-05-03 17:33:20	219
fallenanglegame	gameguysz	1	Admin	2010-05-03 17:33:24	219
fam-ruby	pabs	1	Default	2010-05-03 17:33:28	219
familycalendar	darrylwest	1	Default	2010-05-03 17:33:31	219
familyconnect	canadaduane	1	Admin	2010-05-03 17:33:35	219
familyconnect	shulet	1	Admin	2010-05-03 17:33:35	219
familyjewels	fluidunion	1	Default	2010-05-03 17:33:39	219
fanalytics	mctenold	1	Default	2010-05-03 17:33:42	219
fancypath	chris_lloyd	1	Default	2010-05-03 17:33:46	219
fancypath	mylesb	1	Admin	2010-05-03 17:33:46	219
fancyviews	mylesb	1	Default	2010-05-03 17:33:51	219
fantasy-vault	dbregeon	1	Admin	2010-05-03 17:33:55	219
faqman	bob4ik	1	Default	2010-05-03 17:33:59	219
faqr	ssoroka	1	Default	2010-05-03 17:34:03	219
farsifu	alexb	1	Default	2010-05-03 17:34:06	219
fast-gettext	grosser	1	Default	2010-05-03 17:34:10	219
fast-xs	normalperson	1	Default	2010-05-03 17:34:13	219
fast-xs-ru	valodzka	1	Default	2010-05-03 17:34:18	219
fastcluster	jemmyw	1	Default	2010-05-03 17:34:21	219
fastcst	zedshaw	1	Default	2010-05-03 17:34:25	219
fastdb	libc	1	Default	2010-05-03 17:34:28	219
fastercsv	bbazzarrakk	1	Default	2010-05-03 17:34:32	219
fasterfromxml	bdurand	1	Default	2010-05-03 17:34:35	219
fasterh	jeremyevans	1	Default	2010-05-03 17:34:38	219
fasterpath	dilshod	1	Default	2010-05-03 17:34:43	219
fasterpath	shakhruz	1	Admin	2010-05-03 17:34:43	219
fasterxs	nzkoz	1	Default	2010-05-03 17:34:47	219
fastreader	danchoi	1	Default	2010-05-03 17:34:52	219
fastri	batsman	1	Default	2010-05-03 17:34:56	219
