#  file: rfProjOpSys2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, code, description, date_collected, datasource_id
#  FROM rf_project_operating_system
#  WHERE datasource_id=219
#  ORDER BY proj_unixname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	code	description	date_collected	datasource_id
backupman	200	POSIX	2010-05-04 12:53:54	219
backupman	309	OS X	2010-05-04 12:53:54	219
bacuview	201	Linux	2010-05-04 12:53:54	219
bake	235	OS Independent	2010-05-04 12:53:55	219
baker	235	OS Independent	2010-05-04 12:53:55	219
baker	201	Linux	2010-05-04 12:53:55	219
ballerr	201	Linux	2010-05-04 12:53:55	219
ballerr	216	Windows	2010-05-04 12:53:55	219
bangkok	235	OS Independent	2010-05-04 12:53:55	219
barcode	235	OS Independent	2010-05-04 12:53:55	219
barcode-gen	235	OS Independent	2010-05-04 12:53:55	219
barometer	235	OS Independent	2010-05-04 12:53:55	219
baself	235	OS Independent	2010-05-04 12:53:55	219
basewoot	200	POSIX	2010-05-04 12:53:55	219
bat	235	OS Independent	2010-05-04 12:53:55	219
bayuploader	309	OS X	2010-05-04 12:53:55	219
bayuploader	200	POSIX	2010-05-04 12:53:55	219
bcodec	235	OS Independent	2010-05-04 12:53:55	219
bcrypt-ruby	309	OS X	2010-05-04 12:53:55	219
bcrypt-ruby	200	POSIX	2010-05-04 12:53:55	219
bdb2	200	POSIX	2010-05-04 12:53:55	219
beamr	235	OS Independent	2010-05-04 12:53:55	219
bee	235	OS Independent	2010-05-04 12:53:55	219
beenverified	235	OS Independent	2010-05-04 12:53:55	219
beeptoys	214	Microsoft	2010-05-04 12:53:55	219
beeptoys	200	POSIX	2010-05-04 12:53:55	219
behaviors	235	OS Independent	2010-05-04 12:53:55	219
bells	309	OS X	2010-05-04 12:53:55	219
bells	201	Linux	2010-05-04 12:53:55	219
bench	235	OS Independent	2010-05-04 12:53:55	219
betabrite	235	OS Independent	2010-05-04 12:53:55	219
betfairclient	235	OS Independent	2010-05-04 12:53:55	219
bettercable	216	Windows	2010-05-04 12:53:55	219
betternestedset	235	OS Independent	2010-05-04 12:53:55	219
bettybuilder	235	OS Independent	2010-05-04 12:53:56	219
bibstudy	235	OS Independent	2010-05-04 12:53:56	219
bibtexparser	235	OS Independent	2010-05-04 12:53:56	219
bijou	235	OS Independent	2010-05-04 12:53:56	219
bin2hex	216	Windows	2010-05-04 12:53:56	219
bin2hex	201	Linux	2010-05-04 12:53:56	219
binaryparse	235	OS Independent	2010-05-04 12:53:56	219
binbackup	201	Linux	2010-05-04 12:53:56	219
bindata	235	OS Independent	2010-05-04 12:53:56	219
bingodisk	235	OS Independent	2010-05-04 12:53:56	219
biomart	235	OS Independent	2010-05-04 12:53:56	219
bioruby-annex	235	OS Independent	2010-05-04 12:53:56	219
birdy	201	Linux	2010-05-04 12:53:56	219
bit-struct	235	OS Independent	2010-05-04 12:53:56	219
bitcache	235	OS Independent	2010-05-04 12:53:56	219
bitchun	219	Windows NT/2000	2010-05-04 12:53:56	219
bitchun	309	OS X	2010-05-04 12:53:56	219
bitchun	201	Linux	2010-05-04 12:53:56	219
bitpack	235	OS Independent	2010-05-04 12:53:56	219
bits	216	Windows	2010-05-04 12:53:56	219
bitstring	235	OS Independent	2010-05-04 12:53:56	219
bitter	309	OS X	2010-05-04 12:53:56	219
bitter	200	POSIX	2010-05-04 12:53:56	219
bj-on-old-rails	235	OS Independent	2010-05-04 12:53:56	219
bl6g	235	OS Independent	2010-05-04 12:53:56	219
blackcloth	235	OS Independent	2010-05-04 12:53:56	219
blacklight	235	OS Independent	2010-05-04 12:53:56	219
blanket	221	MacOS	2010-05-04 12:53:56	219
blanket	200	POSIX	2010-05-04 12:53:56	219
blatanalyzer	200	POSIX	2010-05-04 12:53:56	219
ble	235	OS Independent	2010-05-04 12:53:56	219
blender	235	OS Independent	2010-05-04 12:53:56	219
blinkenwords	200	POSIX	2010-05-04 12:53:57	219
blinkenwords	309	OS X	2010-05-04 12:53:57	219
blinkenwords	216	Windows	2010-05-04 12:53:57	219
blitz3d	216	Windows	2010-05-04 12:53:57	219
blogengine	235	OS Independent	2010-05-04 12:53:57	219
blogfun	200	POSIX	2010-05-04 12:53:57	219
bloggit	235	OS Independent	2010-05-04 12:53:57	219
bloglines	235	OS Independent	2010-05-04 12:53:57	219
blogmarks	235	OS Independent	2010-05-04 12:53:57	219
blogsight	200	POSIX	2010-05-04 12:53:57	219
blogwell	235	OS Independent	2010-05-04 12:53:57	219
bluefeather	235	OS Independent	2010-05-04 12:53:57	219
bn4r	235	OS Independent	2010-05-04 12:53:57	219
bob	235	OS Independent	2010-05-04 12:53:57	219
boilerplate	235	OS Independent	2010-05-04 12:53:57	219
boisjoli	235	OS Independent	2010-05-04 12:53:57	219
bokeo	201	Linux	2010-05-04 12:53:57	219
bokeo	214	Microsoft	2010-05-04 12:53:57	219
boogaloo	200	POSIX	2010-05-04 12:53:57	219
bookworms	201	Linux	2010-05-04 12:53:57	219
boomerang	235	OS Independent	2010-05-04 12:53:57	219
boptic	235	OS Independent	2010-05-04 12:53:57	219
bosdk	235	OS Independent	2010-05-04 12:53:57	219
boto	235	OS Independent	2010-05-04 12:53:57	219
bottone	203	FreeBSD	2010-05-04 12:53:57	219
bottone	235	OS Independent	2010-05-04 12:53:57	219
bounce-email	235	OS Independent	2010-05-04 12:53:57	219
bowline	235	OS Independent	2010-05-04 12:53:57	219
bowtie	235	OS Independent	2010-05-04 12:53:57	219
brcobranca	235	OS Independent	2010-05-04 12:53:58	219
breeze	235	OS Independent	2010-05-04 12:53:58	219
bricks	235	OS Independent	2010-05-04 12:53:58	219
briscola	219	Windows NT/2000	2010-05-04 12:53:58	219
briscola	235	OS Independent	2010-05-04 12:53:58	219
briscola	201	Linux	2010-05-04 12:53:58	219
browsercms	235	OS Independent	2010-05-04 12:53:58	219
bufferaffects	235	OS Independent	2010-05-04 12:53:58	219
buggy	235	OS Independent	2010-05-04 12:53:58	219
bugtrack	200	POSIX	2010-05-04 12:53:58	219
bugtrack	219	Windows NT/2000	2010-05-04 12:53:58	219
build2spec	235	OS Independent	2010-05-04 12:53:58	219
builder	235	OS Independent	2010-05-04 12:53:58	219
buildr	235	OS Independent	2010-05-04 12:53:58	219
buildr4eclipse	235	OS Independent	2010-05-04 12:53:58	219
bulkmail	200	POSIX	2010-05-04 12:53:58	219
bulletonrails	235	OS Independent	2010-05-04 12:53:58	219
bulletrb	201	Linux	2010-05-04 12:53:58	219
bulletrb	309	OS X	2010-05-04 12:53:58	219
bulletrb	216	Windows	2010-05-04 12:53:58	219
bunny-amqp	235	OS Independent	2010-05-04 12:53:58	219
busyajax	235	OS Independent	2010-05-04 12:53:58	219
butils	235	OS Independent	2010-05-04 12:53:58	219
butler	235	OS Independent	2010-05-04 12:53:58	219
button-labels	235	OS Independent	2010-05-04 12:53:58	219
bycoque	235	OS Independent	2010-05-04 12:53:58	219
byeloo	214	Microsoft	2010-05-04 12:53:58	219
byeloo	309	OS X	2010-05-04 12:53:58	219
byeloo	201	Linux	2010-05-04 12:53:58	219
bzrwrapper	235	OS Independent	2010-05-04 12:53:59	219
bzzz	201	Linux	2010-05-04 12:53:59	219
bzzz	203	FreeBSD	2010-05-04 12:53:59	219
bzzz	216	Windows	2010-05-04 12:53:59	219
caboose	235	OS Independent	2010-05-04 12:53:59	219
cache-decorator	235	OS Independent	2010-05-04 12:53:59	219
cacheability	235	OS Independent	2010-05-04 12:53:59	219
caching-plugin	235	OS Independent	2010-05-04 12:53:59	219
cairn	201	Linux	2010-05-04 12:53:59	219
cairn	309	OS X	2010-05-04 12:53:59	219
cairn	216	Windows	2010-05-04 12:53:59	219
cairo	221	MacOS	2010-05-04 12:53:59	219
cairo	216	Windows	2010-05-04 12:53:59	219
cairo	200	POSIX	2010-05-04 12:53:59	219
calcul-wxruby	216	Windows	2010-05-04 12:53:59	219
caldersphere	235	OS Independent	2010-05-04 12:53:59	219
callback	200	POSIX	2010-05-04 12:53:59	219
callback	214	Microsoft	2010-05-04 12:53:59	219
callback	221	MacOS	2010-05-04 12:53:59	219
callbacks	200	POSIX	2010-05-04 12:53:59	219
calterm	235	OS Independent	2010-05-04 12:53:59	219
camellia	235	OS Independent	2010-05-04 12:53:59	219
cameltoe	235	OS Independent	2010-05-04 12:53:59	219
campaignmonitor	235	OS Independent	2010-05-04 12:53:59	219
capazon	235	OS Independent	2010-05-04 12:53:59	219
capby	235	OS Independent	2010-05-04 12:53:59	219
capgem	235	OS Independent	2010-05-04 12:53:59	219
capistrano	235	OS Independent	2010-05-04 12:53:59	219
capistrano	200	POSIX	2010-05-04 12:53:59	219
capistrano-conf	235	OS Independent	2010-05-04 12:53:59	219
capistrano-s3	235	OS Independent	2010-05-04 12:53:59	219
capistrano-sdb	235	OS Independent	2010-05-04 12:53:59	219
cappy-runit	200	POSIX	2010-05-04 12:53:59	219
cappy-runit	235	OS Independent	2010-05-04 12:53:59	219
capsaicin	216	Windows	2010-05-04 12:53:59	219
capsaicin	309	OS X	2010-05-04 12:53:59	219
capsaicin	200	POSIX	2010-05-04 12:53:59	219
captcha	235	OS Independent	2010-05-04 12:53:59	219
cardinal	235	OS Independent	2010-05-04 12:54:00	219
cares	200	POSIX	2010-05-04 12:54:00	219
caricature	235	OS Independent	2010-05-04 12:54:00	219
carpark	235	OS Independent	2010-05-04 12:54:00	219
carrierwave	235	OS Independent	2010-05-04 12:54:00	219
cartesian	235	OS Independent	2010-05-04 12:54:00	219
caser	235	OS Independent	2010-05-04 12:54:00	219
cashjuggler	219	Windows NT/2000	2010-05-04 12:54:00	219
cashjuggler	201	Linux	2010-05-04 12:54:00	219
casl	235	OS Independent	2010-05-04 12:54:00	219
castaway	201	Linux	2010-05-04 12:54:00	219
castaway	309	OS X	2010-05-04 12:54:00	219
castaway	216	Windows	2010-05-04 12:54:00	219
catamount	235	OS Independent	2010-05-04 12:54:00	219
catori	201	Linux	2010-05-04 12:54:00	219
cbac	235	OS Independent	2010-05-04 12:54:00	219
cbuilder	201	Linux	2010-05-04 12:54:00	219
cbuilder	202	BSD	2010-05-04 12:54:00	219
cbuilder	235	OS Independent	2010-05-04 12:54:00	219
ccredit	235	OS Independent	2010-05-04 12:54:00	219
cctrayrb	200	POSIX	2010-05-04 12:54:00	219
cdb	200	POSIX	2010-05-04 12:54:00	219
cdblog	235	OS Independent	2010-05-04 12:54:00	219
celerity	235	OS Independent	2010-05-04 12:54:00	219
cells	235	OS Independent	2010-05-04 12:54:00	219
centaurr	235	OS Independent	2010-05-04 12:54:00	219
cerberus	235	OS Independent	2010-05-04 12:54:00	219
cereal	235	OS Independent	2010-05-04 12:54:00	219
cerise	235	OS Independent	2010-05-04 12:54:00	219
cevirgec	219	Windows NT/2000	2010-05-04 12:54:00	219
cfpropertylist	235	OS Independent	2010-05-04 12:54:00	219
cfruby	235	OS Independent	2010-05-04 12:54:00	219
cfruby	200	POSIX	2010-05-04 12:54:00	219
cgen	235	OS Independent	2010-05-04 12:54:00	219
chainable	235	OS Independent	2010-05-04 12:54:01	219
chameleon	235	OS Independent	2010-05-04 12:54:01	219
charlie	235	OS Independent	2010-05-04 12:54:01	219
chatten	235	OS Independent	2010-05-04 12:54:01	219
checkr	235	OS Independent	2010-05-04 12:54:01	219
chess	235	OS Independent	2010-05-04 12:54:01	219
chessonrails	235	OS Independent	2010-05-04 12:54:01	219
chikkenbukket	235	OS Independent	2010-05-04 12:54:01	219
chronic	235	OS Independent	2010-05-04 12:54:01	219
chuckslist	235	OS Independent	2010-05-04 12:54:01	219
chump-change	235	OS Independent	2010-05-04 12:54:01	219
chun	201	Linux	2010-05-04 12:54:01	219
cicphash	235	OS Independent	2010-05-04 12:54:01	219
cinabox	201	Linux	2010-05-04 12:54:01	219
circus	235	OS Independent	2010-05-04 12:54:01	219
cit	200	POSIX	2010-05-04 12:54:01	219
citriski	235	OS Independent	2010-05-04 12:54:01	219
civicduty	235	OS Independent	2010-05-04 12:54:01	219
classbrowser	235	OS Independent	2010-05-04 12:54:01	219
classifier	235	OS Independent	2010-05-04 12:54:01	219
classroom	200	POSIX	2010-05-04 12:54:02	219
cleanliness	235	OS Independent	2010-05-04 12:54:02	219
clevic	216	Windows	2010-05-04 12:54:02	219
