#  file: fsfProjectRequirements2010-May.txt
#  package: fsfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of Free Software 
#  Foundation project information generated from the list of projects gathered 
#  in 2010-May
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#  
#  SELECT pi.proj_num, p.proj_unixname, pi.requirement, pi.requirement_type, pi.datasource_id 
#  FROM fsf_project_requirements pi, fsf_projects p 
#  WHERE p.proj_num = pi.proj_num AND pi.datasource_id=221 
#  ORDER BY p.proj_unixname, pi.requirement
#
#  datasource_id = 221 is the 2010-May collection from FSF.
proj_num	proj_unixname	requirement	requirement_type	datasource_id
1688	mon	Perl 005_01 or later; Mon::Client	Use Requirement	221
4551	Mon.cgi	mon 1.0.0pre4 or later	Use Requirement	221
4551	Mon.cgi	Mon::Client 0.11 or later	Use Requirement	221
4550	MondoRescue	Mindi	http://www.microwerks.net/~hugo/	221
1687	monfarm	Mail::Sender	Use Requirement	221
1687	monfarm	Perl	Use Requirement	221
4548	Monica	fltk	Use Requirement	221
4548	Monica	X11	Use Requirement	221
1685	monkey	gcc 2.95.3 or later	Build Prerequisite	221
1684	monolith	c2lib	Source Requirement	221
1684	monolith	cdoc 0.9.2 or later	for rebuilding the manpages	221
1684	monolith	pthrlib	Source Requirement	221
1684	monolith	rws	Source Requirement	221
1682	mony	fping	Weak Prerequisite	221
1681	moodle	MySQL 3.22.4 *or* PostgreSQL 7.0	Use Requirement	221
1681	moodle	PHP 4.1.0	Use Requirement	221
1680	moodss	Tcl/Tk version 8.3.1 or above	http://tcl.sourceforge.net/	221
1680	moodss	tcllib 1.0 or later	Weak Prerequisite	221
4547	Moonlight3D	freetype-1.0	Use Requirement	221
4547	Moonlight3D	gcc 2.8.1 or later	Build Prerequisite	221
4547	Moonlight3D	GLTT-2.1	Use Requirement	221
4547	Moonlight3D	GNU make	Build Prerequisite	221
4547	Moonlight3D	jpeg-v6b	Use Requirement	221
4547	Moonlight3D	Mesa-2.6 *or* Mesa-3.0beta	Use Requirement	221
4547	Moonlight3D	tiff-3.4	Use Requirement	221
4547	Moonlight3D	zlib-1.0.4 *or* 1.1.2	Use Requirement	221
1679	moosic	an external program for playing music files	current defaults are MikMod (Use Requirement	221
1679	moosic	findutils	Use Requirement	221
1679	moosic	mpg123	Use Requirement	221
1679	moosic	play)	Use Requirement	221
1679	moosic	Python	Use Requirement	221
1679	moosic	SoX	Use Requirement	221
1679	moosic	TiMidity++	Use Requirement	221
1679	moosic	vorbis-tools	Use Requirement	221
3115	moovida	avahi and python-avahi	Weak Prerequisite	221
3115	moovida	cElementTree	Weak Prerequisite	221
3115	moovida	dbus	Weak Prerequisite	221
3115	moovida	GStreamer 0.10 + Python Bindings	Build Prerequisite	221
3115	moovida	gstreamer-ffmpeg	Weak Prerequisite	221
3115	moovida	gstreamer-plugins-bad	Weak Prerequisite	221
3115	moovida	gstreamer-plugins-ugly	Weak Prerequisite	221
3115	moovida	hal and python-dbus for hotplug support.	Weak Prerequisite	221
3115	moovida	libdvdcss	Weak Prerequisite	221
3115	moovida	libgpod and its python bindings	Weak Prerequisite	221
3115	moovida	liblircclient0	Weak Prerequisite	221
3115	moovida	lirc	Weak Prerequisite	221
3115	moovida	Pigment 0.1	https://core.fluendo.com/pigment/trac	221
3115	moovida	pylirc	Weak Prerequisite	221
3115	moovida	PySQLite2	&gt;= 2.0.5	221
3115	moovida	Python &gt;= 2.4	Build Prerequisite	221
3115	moovida	python-dbus	Weak Prerequisite	221
3115	moovida	python-imaging	Build Prerequisite	221
3115	moovida	python-setuptools	Build Prerequisite	221
3115	moovida	python-twisted &gt;= 2.2	Build Prerequisite	221
3115	moovida	python2.4-dev	Build Prerequisite	221
3115	moovida	python2.4-elementtree	Weak Prerequisite	221
3115	moovida	python2.4-soappy	Weak Prerequisite	221
3115	moovida	PythonDAAP	Weak Prerequisite	221
3115	moovida	sqlite	&gt;= 3.2.8	221
3115	moovida	twisted.web	Weak Prerequisite	221
1678	moregroupware	PHP	Use Requirement	221
1676	morsetrainer	Perl	Use Requirement	221
1674	motion	Berkeley mpeg encoder	to create mpeg movies; available from http://bmrc.	221
1674	motion	video loopback device	available from http://motion.sourceforge.net/vloop	221
1672	motti	ncurses	Weak Prerequisite	221
1671	move	gcc	Build Prerequisite	221
1667	mozilla	ghostview	Weak Prerequisite	221
1667	mozilla	glib6g	Build Prerequisite	221
1667	mozilla	libgtk 1.2	Build Prerequisite	221
1667	mozilla	libjpeg62	Build Prerequisite	221
1667	mozilla	libpng2	Build Prerequisite	221
1667	mozilla	libstdc++ 2.10	Build Prerequisite	221
1667	mozilla	mime-support	Weak Prerequisite	221
1666	mp32ogg	MP3::Info	Use Requirement	221
1666	mp32ogg	mpg123	Use Requirement	221
1666	mp32ogg	oggenc	Use Requirement	221
1666	mp32ogg	String::ShellQuote	Use Requirement	221
1662	mp3cddb	CDDB	Use Requirement	221
1662	mp3cddb	MP3::Info	Use Requirement	221
1662	mp3cddb	MP3::Tag	Use Requirement	221
1662	mp3cddb	Term::ReadLine::Perl *or* Term::ReadLine::Gnu	Use Requirement	221
1661	mp3check	id3tool	Use Requirement	221
4612	MP3do	cdrecord or cdrao	for burning a CD	221
4612	MP3do	file	Use Requirement	221
4612	MP3do	mpg123	Use Requirement	221
4612	MP3do	normalize	Use Requirement	221
4612	MP3do	printf	Use Requirement	221
4612	MP3do	sox	Use Requirement	221
1660	mp3fs	flac	Build Prerequisite	221
1660	mp3fs	fuse	Build Prerequisite	221
1660	mp3fs	lame	Build Prerequisite	221
1665	mp3Kult	Id3Lib 3.7.13	Use Requirement	221
1665	mp3Kult	KDE 2.1 or letaer	Use Requirement	221
1665	mp3Kult	MySQL 3.22.32 or later	Use Requirement	221
1659	mp3mover	Perl modules for writing ID3 tags	Weak Prerequisite	221
1658	mp3riot	Perl	Use Requirement	221
1655	mp3stat	atk	Weak Prerequisite	221
1655	mp3stat	For Ogg Vorbis support: libvorbis and libogg	http://www.xiph.org	221
1655	mp3stat	glib 2.0	Weak Prerequisite	221
1655	mp3stat	GTK+	Use Requirement	221
1655	mp3stat	pango	Weak Prerequisite	221
1653	mp3tm	MP3::Info &gt;= 1.01	Use Requirement	221
1651	mp3tools	MP3::Info	Use Requirement	221
1648	mpatrol	A Motif-compatible library; GraphViz	http://www.research.att.com/sw/tools/graphviz; (We	221
1647	mpc	mpd	Use Requirement	221
1646	mpd	flac	for using the flac format	221
1646	mpd	libao	Use Requirement	221
1646	mpd	libogg	Weak Prerequisite	221
1646	mpd	libvorbis	both for using the Ogg Vorbis format	221
1646	mpd	zlib	Use Requirement	221
4609	MPFI	gnump 4.0 or higher	Use Requirement	221
4609	MPFI	MPFR 2.0.1 or higher	Use Requirement	221
4608	MPFR	GMP 4.1 or higher	Use Requirement	221
1643	mpop	gnu libidn	Weak Prerequisite	221
1643	mpop	gnu sasl	Weak Prerequisite	221
1643	mpop	gnutls	Weak Prerequisite	221
1642	mptris	less	Use Requirement	221
1642	mptris	libc	Use Requirement	221
1642	mptris	make	Build Prerequisite	221
4606	MQS	Database with a Perl DBI/DBD Interface	author recommends QDBM	221
4606	MQS	Perl	Use Requirement	221
1641	mrtg-rrd	mrtg	Use Requirement	221
1641	mrtg-rrd	RRDtool	Use Requirement	221
1638	mse	C++	Use Requirement	221
1638	mse	make	Build Prerequisite	221
1637	msmtp	GnuTLS 1.2.0 or later *or* OpenSSL 0.9.6 or later	for TLS/SSL support	221
1634	mss	Mozilla	Use Requirement	221
4605	MT2	ImageMagick *or* Python Imaging Library	Use Requirement	221
1631	mtamorphose_fnfr	Python 2.4	Use Requirement	221
1631	mtamorphose_fnfr	wxPython2.6	Use Requirement	221
1630	mtink	lesstif or openmotif	Use Requirement	221
1629	mtool	make	Use Requirement	221
4603	MToolsFM	bzip2	Weak Prerequisite	221
4603	MToolsFM	GTK+	Build Prerequisite	221
4603	MToolsFM	gzip	Weak Prerequisite	221
4603	MToolsFM	mtools	Use Requirement	221
4603	MToolsFM	tar	Weak Prerequisite	221
4603	MToolsFM	textutils	Weak Prerequisite	221
4603	MToolsFM	zip	Weak Prerequisite	221
1632	mtPaint	gettext	Weak Prerequisite	221
1632	mtPaint	GTK+	Use Requirement	221
1632	mtPaint	libjpeg	Weak Prerequisite	221
1632	mtPaint	libpng	Use Requirement	221
1632	mtPaint	libtiff	Weak Prerequisite	221
1632	mtPaint	libungif	Weak Prerequisite	221
1627	mtr	autoconf	Weak Prerequisite	221
1626	mtvg	KDE	Use Requirement	221
4604	MTX	make	Build Prerequisite	221
1625	mucms	Apache	Use Requirement	221
1625	mucms	PHP	Use Requirement	221
4543	MultChal	Perl interpreter	Use Requirement	221
1620	multiCD	cdrecord	Use Requirement	221
1620	multiCD	Perl 5 or later	Use Requirement	221
1618	multiget	wxWidgets	Use Requirement	221
1617	multignometerm	gdk-pixbuf 0.7.0 or later	Build Prerequisite	221
1617	multignometerm	gnome-libs 1.0.59 or later	Build Prerequisite	221
1617	multignometerm	gtk+ 1.2.5 or later	Build Prerequisite	221
1614	multitalk	SDL	Build Prerequisite	221
4541	MultiuserAddressMS	mod_perl	Weak Prerequisite	221
4541	MultiuserAddressMS	perl 5.004 or higher	Use Requirement	221
4541	MultiuserAddressMS	perl DBI and DBI::DBD modules	Use Requirement	221
4541	MultiuserAddressMS	SQL-type database	Use Requirement	221
4540	Munin	Getopt::Long	Use Requirement	221
4540	Munin	HTML::Template	Use Requirement	221
4540	Munin	Net::Server::Fork	Use Requirement	221
4540	Munin	Perl 5	Use Requirement	221
4540	Munin	rrdtool	Use Requirement	221
4540	Munin	Storable	Use Requirement	221
4544	MuSEstreamer	Ogg Vorbis	Build Prerequisite	221
4539	MusiXTex	TeX	Use Requirement	221
1608	mutt	A mail transport agent	Use Requirement	221
1608	mutt	gettext	Build Prerequisite	221
1608	mutt	gnupg	Weak Prerequisite	221
1608	mutt	ispell	Weak Prerequisite	221
1608	mutt	libncurses5-dev *or* slang	Build Prerequisite	221
1608	mutt	sgml-tools	Weak Prerequisite	221
1608	mutt	urlview	Weak Prerequisite	221
1607	muxi	Xine	Use Requirement	221
1603	mwcollect	cURL	Use Requirement	221
1603	mwcollect	libcurl	Use Requirement	221
1603	mwcollect	pcre	Use Requirement	221
1604	mwForum	MySQL	Use Requirement	221
1604	mwForum	Perl	Use Requirement	221
1602	mxterm	Motif	Use Requirement	221
1597	mybashburn	bash/sh	Use Requirement	221
1597	mybashburn	cdda2wav	Use Requirement	221
1597	mybashburn	cdrdao	Use Requirement	221
1597	mybashburn	cdrecord	Use Requirement	221
1597	mybashburn	coreutils	Use Requirement	221
1597	mybashburn	dialog	Use Requirement	221
1597	mybashburn	mkisofs	Use Requirement	221
4537	MyBlog	ImageMagick	Weak Prerequisite	221
4537	MyBlog	Perl	Use Requirement	221
4535	MyCalendar	Perl 5.00503	Use Requirement	221
4535	MyCalendar	pscal	for making printable calendars in PostScript forma	221
4534	MyClassifieds	Digest::MD5	Use Requirement	221
4534	MyClassifieds	Perl 5.005_03	Use Requirement	221
4533	MyClient	MySQL 3.21.x or later	Use Requirement	221
4533	MyClient	PHP 4.1.0 or later	Use Requirement	221
4533	MyClient	Web browser with cookies enabled	Use Requirement	221
4533	MyClient	Web server	Use Requirement	221
4536	MyCMS	MN::CMS	Use Requirement	221
4536	MyCMS	mynews-www 1.1	Use Requirement	221
4532	MyDNS	MySQL	Use Requirement	221
1600	myDVDs	MySQL	Use Requirement	221
1600	myDVDs	Web server	Use Requirement	221
1600	myDVDs	zziplib 0.10.64 or greater	Weak Prerequisite	221
1599	myGifts	mysql	Use Requirement	221
1599	myGifts	PHP 4.2.3 or later	Use Requirement	221
4531	MyLibrary	CGI	Use Requirement	221
4531	MyLibrary	Data-ShowTable	Use Requirement	221
4531	MyLibrary	DBI	Use Requirement	221
4531	MyLibrary	Digest	Use Requirement	221
4531	MyLibrary	HTML-Parser	Use Requirement	221
4531	MyLibrary	IO-stringy	Use Requirement	221
4531	MyLibrary	libnet	Use Requirement	221
4531	MyLibrary	libwww-perl	Use Requirement	221
4531	MyLibrary	Mail::Send	Use Requirement	221
4531	MyLibrary	MailTools	Use Requirement	221
4531	MyLibrary	MIME-Base64	Use Requirement	221
4531	MyLibrary	MIME-tools	Use Requirement	221
4531	MyLibrary	MySQL *or* PostGreSQL	Use Requirement	221
4531	MyLibrary	Perl 5.005_2 or later	Use Requirement	221
4531	MyLibrary	PodParser	Use Requirement	221
4531	MyLibrary	Time-modules	Use Requirement	221
4531	MyLibrary	URI	Use Requirement	221
1591	mynetmonitor	GTK2	Use Requirement	221
4530	MyNews	MN	Use Requirement	221
1590	mynews-www	MN	Use Requirement	221
1590	mynews-www	MyNews	Use Requirement	221
4529	MyOrgBook	Apache	Use Requirement	221
4529	MyOrgBook	MySQL	Use Requirement	221
4529	MyOrgBook	PHP 4.1 or later	Use Requirement	221
1589	mypaint	PyGTK	Build Prerequisite	221
4528	MyPhotoGallery	Image::Info	Use Requirement	221
4528	MyPhotoGallery	ImageMagick	Use Requirement	221
4528	MyPhotoGallery	IO::String	Use Requirement	221
4528	MyPhotoGallery	Perl	Use Requirement	221
1588	myphp	&quot;fr_FR ISO-8859-1&quot; locale	for dates in French	221
1588	myphp	&quot;pl_PL ISO-8859-2&quot; locale	for dates in Polish	221
1588	myphp	Apache 4.x or later	Use Requirement	221
1588	myphp	MySQL 4.x or later	Use Requirement	221
1588	myphp	PHP IMAP module	for the email toolbox	221
1583	mysar	MySQL	Use Requirement	221
4523	MySignupSheet	Perl	Use Requirement	221
1598	mySiteMaker	Perl	Use Requirement	221
1598	mySiteMaker	Perl DBI module	Use Requirement	221
1598	mySiteMaker	SQL-type database	Use Requirement	221
1581	mysql	libc 6	glibc	221
4526	MySQLBackup	MySQL	Use Requirement	221
4525	MySQLNavigator	QT libraries 2.2.x	Use Requirement	221
1578	mythtv		Build Prerequisite	221
1578	mythtv	FreeType	Build Prerequisite	221
1578	mythtv	libmp3lame	Build Prerequisite	221
1578	mythtv	QT &gt; 3.0	Build Prerequisite	221
1578	mythtv	xmltv	Build Prerequisite	221
1574	nabou	Config-General	http://search.cpan.org/search?dist=Config-General	221
1574	nabou	Crypt::CBC; Crypt::DES; Crypt::IDEA; Crypt::Blowfi	Weak Prerequisite	221
1574	nabou	Digest::MD5	Use Requirement	221
1574	nabou	Perl	Use Requirement	221
1571	naim	ncurses	Use Requirement	221
1570	namazu	chasen	Weak Prerequisite	221
1570	namazu	File::MMagic	Use Requirement	221
1570	namazu	kakasi	Weak Prerequisite	221
1570	namazu	nkf	Weak Prerequisite	221
1570	namazu	Perl	Use Requirement	221
1568	nameko	PHP	Use Requirement	221
1566	nano	Curses library	author recommends ncurses	221
1566	nano	gettext	Weak Prerequisite	221
1564	narim	cjk-codecs	for CJK encoding	221
1564	narim	pygtk	Use Requirement	221
1564	narim	Python	Use Requirement	221
4511	NaturalDocs	Perl 5.05 or later	Use Requirement	221
1563	nautilus	bonobo 1.0.9 or later	Build Prerequisite	221
1563	nautilus	eel 1.0.2 or later	Build Prerequisite	221
1563	nautilus	GNOME 1.2 or newer	Use Requirement	221
1563	nautilus	gnome-vfs 1.0.3 or later	Build Prerequisite	221
1563	nautilus	librsvg 1.0.1 or later	Build Prerequisite	221
1563	nautilus	mozilla 0.8	Use Requirement	221
1563	nautilus	Red Hat 6.2 or 7.0	to use Eazel installer	221
1561	nbtstat.pl	IO::Socket	Use Requirement	221
1561	nbtstat.pl	Perl	Use Requirement	221
1559	ncocem	gnupg 0.9.1 or later	Use Requirement	221
1559	ncocem	inn	Build Prerequisite	221
1559	ncocem	Perl 4 or 5	Use Requirement	221
1558	ncurses	Ada95 compiler	Weak Prerequisite	221
1558	ncurses	awk	Build Prerequisite	221
1558	ncurses	C++ compiler	Weak Prerequisite	221
1558	ncurses	make	Build Prerequisite	221
1558	ncurses	sed	Build Prerequisite	221
4520	NEdit	LessTif or OpenMotif	Use Requirement	221
4520	NEdit	Make	Build Prerequisite	221
4520	NEdit	Yacc	bison	221
1555	nefu	lex *or* flex	Build Prerequisite	221
1555	nefu	yacc *or* bison	Build Prerequisite	221
1553	neon	expet *or* libxml	Build Prerequisite	221
1553	neon	OpenSSL	Weak Prerequisite	221
1552	nepim	liboop 1.0 or later	Use Requirement	221
4508	Net-Telnet-Cisco	Net::Telnet	Use Requirement	221
4508	Net-Telnet-Cisco	Perl	Use Requirement	221
1549	net2ftp	MySQL	for logging and consumption tracking	221
1549	net2ftp	PHP 4.2.3 or later; Web server that can run PHP	Use Requirement	221
1547	netalert	IO::Select	Use Requirement	221
1547	netalert	IO::Socket::INET	Use Requirement	221
1547	netalert	Net::SMTP	Use Requirement	221
1547	netalert	XML::Parser	Use Requirement	221
1546	netboot	binutils	Weak Prerequisite	221
1546	netboot	bison	Weak Prerequisite	221
1546	netboot	flex	Weak Prerequisite	221
1546	netboot	gcc	Weak Prerequisite	221
1546	netboot	GNU make	Build Prerequisite	221
1543	netdude	Gimp	Use Requirement	221
1543	netdude	GTK 1.2.10 or later	Use Requirement	221
1543	netdude	libnetdude	Use Requirement	221
1541	nethack	flex	Weak Prerequisite	221
1541	nethack	make	Weak Prerequisite	221
1541	nethack	yacc/bison	Weak Prerequisite	221
4506	NetMess	JRE 1.3.1 or higher and connection to NetMess node	both for NetMess client	221
1538	netrik	GNU getopt library	for non-GNU systems	221
1538	netrik	ncurses	Use Requirement	221
1538	netrik	readline	Use Requirement	221
1538	netrik	wget	for viewing pages on FTP servers	221
1537	netrw	libmhash	Weak Prerequisite	221
1537	netrw	OpenSSL	Weak Prerequisite	221
1535	netsukuku	GNU MP	Use Requirement	221
1535	netsukuku	Open SSL	Use Requirement	221
1533	netwag	netwox	Use Requirement	221
1532	netwib	libnet	Use Requirement	221
1532	netwib	libpcap	Use Requirement	221
1530	netwox	netwag	Weak Prerequisite	221
1530	netwox	netwib	Use Requirement	221
4496	Newsadmin	Apache	Use Requirement	221
4496	Newsadmin	ImageMagick	Use Requirement	221
4496	Newsadmin	MySQL	Use Requirement	221
4496	Newsadmin	PHP 4	Use Requirement	221
4500	NewsBruiser	Python	Use Requirement	221
1526	newscloud	LAMP	Use Requirement	221
1526	newscloud	Smarty	Use Requirement	221
4494	Newsdeliver	cron	Use Requirement	221
4494	Newsdeliver	Python 1.5 or 2.x	Use Requirement	221
4498	NewsFeed	dillo	Weak Prerequisite	221
4498	NewsFeed	snack	Weak Prerequisite	221
4497	NewsLib	Perl	Use Requirement	221
1522	newsstar	INN	Weak Prerequisite	221
1522	newsstar	ncurses	Weak Prerequisite	221
1522	newsstar	Perl	Use Requirement	221
1522	newsstar	sn	Weak Prerequisite	221
1521	newts	ncurses	Use Requirement	221
1517	nget	libpopt	Build Prerequisite	221
1517	nget	uulib	Build Prerequisite	221
1516	ngetdaemon	Apache 1.3.x or later	Use Requirement	221
1516	ngetdaemon	JpGraph 1.14 or later	Weak Prerequisite	221
1516	ngetdaemon	My SQL 4.0.11 or later	Use Requirement	221
1516	ngetdaemon	nget 0.26 or later	Use Requirement	221
1516	ngetdaemon	PHP 4.3.4 or later	Use Requirement	221
1514	ngrep	libpcap 0.5 or later	Use Requirement	221
1513	nhc98	gcc	Use Requirement	221
1513	nhc98	gmp	Use Requirement	221
1512	nice	Java 1.2	Use Requirement	221
1512	nice	JDK 1.2	Build Prerequisite	221
1511	nightfall	Gnome	Weak Prerequisite	221
1511	nightfall	gnuplot	Weak Prerequisite	221
1511	nightfall	GTK+ 1.0.4 or later	Use Requirement	221
1511	nightfall	gtkglarea	both for OpenGL support	221
1511	nightfall	OpenGL *or* MesaGL	Weak Prerequisite	221
4493	NihongoBenkyo	GTK+ 2.6 or later	Use Requirement	221
4493	NihongoBenkyo	Intltool	Use Requirement	221
4493	NihongoBenkyo	libsqlite3 0.8.3 or later	Use Requirement	221
4493	NihongoBenkyo	Ruby 1.8.0 or later	Use Requirement	221
4493	NihongoBenkyo	Ruby-GetText 0.6.1 or later	Use Requirement	221
4493	NihongoBenkyo	Ruby-GNOME2 0.12.0 or later	Use Requirement	221
4493	NihongoBenkyo	Sqlite3/Ruby 1.1.0 or later	Use Requirement	221
1510	nikwi	bmake	Build Prerequisite	221
1510	nikwi	libslashfx	Build Prerequisite	221
1510	nikwi	SDL	Use Requirement	221
1509	ninpaths	inn	Use Requirement	221
1509	ninpaths	mail-transport-agent	Use Requirement	221
1508	nio	Java compiler	Use Requirement	221
4519	NKAds	MySQL	Use Requirement	221
4519	NKAds	PHP	Use Requirement	221
4518	NLK	Numeric	adds fast array facility	221
4518	NLK	Python 2.1 or later	Use Requirement	221
4518	NLK	Tkinter	to use the GUI toolkit	221
4516	NNFS	Gtk	Use Requirement	221
4515	NNTPobjects	BSD socket library	Use Requirement	221
4515	NNTPobjects	libuu	http://www.fpx.de/fp/Software/UUDeview/ (Build Pre	221
1499	noattach	sendmail 8.12.2 or later	Use Requirement	221
1498	noderunner	MySQL 3.x	Use Requirement	221
1498	noderunner	PHP 3.x	Use Requirement	221
1497	nodplot	Qt libraries	Source Requirement	221
1495	noffle	libgdbm	Use Requirement	221
1495	noffle	libgdbm-dev	Build Prerequisite	221
1495	noffle	sendmail	Use Requirement	221
1493	nogger	GTK+ 2.0	Build Prerequisite	221
1493	nogger	Ogg Vorbis	Use Requirement	221
1492	noiseclock	Taglib 1.1 or later	Use Requirement	221
1489	nonsense	Perl	Use Requirement	221
4490	NorthStar	DBI 1.x	Use Requirement	221
4490	NorthStar	Perl 5	Use Requirement	221
4490	NorthStar	Postgres DBI driver	DBD-Pg-1.x	221
4490	NorthStar	PostgreSQL 7.1.x	Use Requirement	221
4490	NorthStar	Web server capable of http authentication	Use Requirement	221
4489	NoteEditor	dvips	Weak Prerequisite	221
4489	NoteEditor	gv	Weak Prerequisite	221
4489	NoteEditor	KDE 2.x.y	Use Requirement	221
4489	NoteEditor	MusiXTeX	Weak Prerequisite	221
4489	NoteEditor	Qt	include and libraries	221
4489	NoteEditor	TSE3 library 0.0.23 or later; Lilypond; LibKMid; L	te_latex package	221
4489	NoteEditor	xdvi	Weak Prerequisite	221
1485	notespam	Mail::Internet	Perl module	221
1484	nsbd	GnuPG or PGP	Use Requirement	221
1484	nsbd	rsync	Weak Prerequisite	221
1484	nsbd	tcl 8.0.5	Build Prerequisite	221
1484	nsbd	the tcl and tk &quot;plus patches&quot;	Build Prerequisite	221
1484	nsbd	tk 8.0.5	Build Prerequisite	221
4514	NSWebmail	Mail::POP3Client	Use Requirement	221
1575	nTodo	GTK 1.2 or later	Build Prerequisite	221
1480	nucleus_cms	MySQL	Use Requirement	221
1480	nucleus_cms	PHP	Use Requirement	221
1478	numdiff	ANSI C compliant compiler	Build Prerequisite	221
1478	numdiff	GNU Texinfo	Weak Prerequisite	221
1478	numdiff	make	Build Prerequisite	221
1473	nuxeo	Zope 2.6.1	Use Requirement	221
1473	nuxeo	Zope 2.6.4 or Zope 2.7.0	Use Requirement	221
1472	nvi	DB3.1	Use Requirement	221
1470	nxtvepg	Tcl/Tk 8.3.2	Use Requirement	221
1470	nxtvepg	XawTV 3.48	Weak Prerequisite	221
1468	obby	net6 version 1.1.0	Build Prerequisite	221
4486	OBM	Apache	Use Requirement	221
4486	OBM	MySQLv	Use Requirement	221
4486	OBM	PHP	Use Requirement	221
1467	ochiba	Apache	Use Requirement	221
1467	ochiba	HTML_Template_IT availability	Use Requirement	221
1467	ochiba	ImageMagick	Use Requirement	221
1467	ochiba	PHP 4.3 or later	Use Requirement	221
1464	octans	fftw	Use Requirement	221
1464	octans	gnuplot	Weak Prerequisite	221
1464	octans	lesstif	Use Requirement	221
1464	octans	MapDisplay	Weak Prerequisite	221
1463	octave	but not with later versions of g++)	Build Prerequisite	221
1463	octave	g++ 2.7.2 or later	Build Prerequisite	221
1463	octave	GNU make	Build Prerequisite	221
1463	octave	gnuplot	Weak Prerequisite	221
1463	octave	less	Weak Prerequisite	221
1463	octave	libncurses4	Use Requirement	221
1463	octave	libstdc++	dist. with g++ 2.7.2 (Build Prerequisite	221
4476	Odot	DateTime	Use Requirement	221
4476	Odot	DBI	Weak Prerequisite	221
4476	Odot	Gtk2-Perl	Use Requirement	221
4476	Odot	Perl	Use Requirement	221
4476	Odot	XML::Parser	Use Requirement	221
1457	offmirror	Perl	Use Requirement	221
4475	OggEnc	Ogg Vorbis	Use Requirement	221
1454	ogle	liba52 0.7.4	Use Requirement	221
1454	ogle	libdvdcss 1.2.5	Weak Prerequisite	221
1454	ogle	libdvdread 0.9.4	Use Requirement	221
1454	ogle	libjpeg	Use Requirement	221
1454	ogle	libxml 2.4.19	Use Requirement	221
1454	ogle	MAD	Use Requirement	221
4485	OGLFT	GLE library	for rendering solid characters	221
4485	OGLFT	Mesa	Use Requirement	221
4485	OGLFT	Open GL	Use Requirement	221
4485	OGLFT	Qt library	for rendering UNICODE characters	221
4485	OGLFT	SGI GLU sample implementation	version 1.3	221
1452	oh	OpenGL	Build Prerequisite	221
1452	oh	SDL	Build Prerequisite	221
1451	oleo	GNU Plotutils	Weak Prerequisite	221
1451	oleo	LessTif	motif	221
1450	omegat	ant	Build Prerequisite	221
1450	omegat	NetBeans	Weak Prerequisite	221
1448	omniORB	Python 1.5.2 or greater	Build Prerequisite	221
1448	omniORB	Python 1.5.2 or greater for the IDL compiler. A mi	Use Requirement	221
4473	OneFinger	konsole	in kdebase	221
4473	OneFinger	PyKDE	Use Requirement	221
4473	OneFinger	PyQt	Use Requirement	221
1446	online-bookmarks	MySQL server	Use Requirement	221
1446	online-bookmarks	PHP 4.1.0 or later	Use Requirement	221
1446	online-bookmarks	Web server	Use Requirement	221
1445	online_grades	Apache	Weak Prerequisite	221
1445	online_grades	MySQL	Use Requirement	221
1445	online_grades	Web Server with PHP	Use Requirement	221
4474	OnTV	Gnome	Use Requirement	221
4474	OnTV	PyGTK	Use Requirement	221
4474	OnTV	xmltv	Use Requirement	221
1443	onyx	cook	Build Prerequisite	221
1443	onyx	gcc	Build Prerequisite	221
1443	onyx	libedit	for command line editing	221
1443	onyx	pcre	for regular expression support	221
4483	OOFEM	Ckit	Weak Prerequisite	221
4483	OOFEM	Elixir	Weak Prerequisite	221
4483	OOFEM	IML++	Weak Prerequisite	221
4483	OOFEM	Petsc	Weak Prerequisite	221
4482	OOoLatexEquation	epstool	for eps	221
4482	OOoLatexEquation	ImageMagick	for png	221
4482	OOoLatexEquation	Latex	Use Requirement	221
4482	OOoLatexEquation	OpenOffice	Use Requirement	221
1434	openacs	AOL Server 2.3 or 3.0	Use Requirement	221
1434	openacs	PostgreSQL 6.5.3	Use Requirement	221
4470	OpenBeagle	STL	Use Requirement	221
1430	openbox	glib	Use Requirement	221
1430	openbox	libxml2	Use Requirement	221
1430	openbox	Pango	Use Requirement	221
1430	openbox	Xlibs	Use Requirement	221
1438	openCL	bzip2	Weak Prerequisite	221
1438	openCL	make	Build Prerequisite	221
1438	openCL	Perl	Build Prerequisite	221
1438	openCL	zlib	Weak Prerequisite	221
4469	OpenCms	Java 1.4 or later	Use Requirement	221
1428	opendbx	Firebird	Weak Prerequisite	221
1428	opendbx	FreeTDS	Weak Prerequisite	221
1428	opendbx	MySQL	Weak Prerequisite	221
1428	opendbx	PostgreSQL	Weak Prerequisite	221
1428	opendbx	SQLite	Weak Prerequisite	221
1428	opendbx	SQLite3	Weak Prerequisite	221
1425	openfoam	gcc &gt;= 4.1	Build Prerequisite	221
4467	OpenFTS	Perl	Build Prerequisite	221
4467	OpenFTS	PostgreSQL	Use Requirement	221
