#  file: fmRawProjectStats2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, vitality_score, vitality_percent, 
#  vitality_rank, popularity_score, popularity_percent, popularity_rank, rating, 
#  rating_count, rating_rank, subscriptions
#  FROM `fm_projects`
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	vitality_score	vitality_percent	vitality_rank	popularity_score	popularity_percent	popularity_rank	rating	rating_count	rating_rank	subscriptions
65640	gtkvnc\n    	2.52\n    	NULL	NULL	78.42\n    	NULL	NULL	1\n    	1\n    	NULL	10\n    
65641	virtviewer\n    	1.95\n    	NULL	NULL	123.83\n    	NULL	NULL	0\n    	0\n    	NULL	18\n    
65643	email-reminder\n    	9.35\n    	NULL	NULL	115.78\n    	NULL	NULL	1\n    	1\n    	NULL	11\n    
65647	mod_sesehe\n    	1.0\n    	NULL	NULL	14.18\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65648	python-pipeline\n    	1.56\n    	NULL	NULL	27.44\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65649	decorum\n    	1.0\n    	NULL	NULL	10.3\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65650	netsurf\n    	2.83\n    	NULL	NULL	66.78\n    	NULL	NULL	1\n    	1\n    	NULL	12\n    
65652	dsflasher\n    	1.42\n    	NULL	NULL	23.62\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65653	easyrunner\n    	1.74\n    	NULL	NULL	24.49\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65654	ctalk-lang\n    	217.73\n    	NULL	NULL	303.74\n    	NULL	NULL	0\n    	0\n    	NULL	23\n    
65655	ipy\n    	1.7\n    	NULL	NULL	38.25\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65656	pedit\n    	1.46\n    	NULL	NULL	24.9\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65657	auroraframework\n    	5.73\n    	NULL	NULL	55.32\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65658	supervisor\n    	1.0\n    	NULL	NULL	31.14\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65660	freedup\n    	5.83\n    	NULL	NULL	235.27\n    	NULL	NULL	2\n    	2\n    	NULL	43\n    
65661	pyxmdb\n    	4.01\n    	NULL	NULL	56.12\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
65662	keystoneframework\n    	1.0\n    	NULL	NULL	6.48\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65663	dhcpd-j\n    	0.0\n    	NULL	NULL	29.33\n    	NULL	NULL	1\n    	1\n    	NULL	4\n    
65664	maptales-mobile\n    	1.0\n    	NULL	NULL	33.62\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65665	jsmaps\n    	0.0\n    	NULL	NULL	7.21\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65666	phpprojmaster\n    	2.05\n    	NULL	NULL	70.36\n    	NULL	NULL	1\n    	1\n    	NULL	10\n    
65667	trash-cli\n    	4.21\n    	NULL	NULL	40.84\n    	NULL	NULL	1\n    	2\n    	NULL	11\n    
65668	qlix\n    	2.04\n    	NULL	NULL	28.41\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65669	ghttp\n    	0.0\n    	NULL	NULL	7.81\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65670	googlesafebrowsing\n    	0.0\n    	NULL	NULL	24.06\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65671	shoelacer\n    	0.0\n    	NULL	NULL	21.07\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65672	dialfox_callto\n    	1.0\n    	NULL	NULL	52.44\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65673	nvdock\n    	1.84\n    	NULL	NULL	55.18\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
65674	gtkbfc\n    	1.43\n    	NULL	NULL	54.86\n    	NULL	NULL	1\n    	1\n    	NULL	6\n    
65675	openproj\n    	1.0\n    	NULL	NULL	111.28\n    	NULL	NULL	1\n    	1\n    	NULL	31\n    
65679	quickfunctor\n    	2.67\n    	NULL	NULL	69.28\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
65680	mkproject\n    	2.81\n    	NULL	NULL	34.09\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
65682	sutekh\n    	12.41\n    	NULL	NULL	47.15\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65683	buildconf\n    	3.91\n    	NULL	NULL	148.22\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65687	sdl-asylum\n    	5.53\n    	NULL	NULL	67.23\n    	NULL	NULL	1\n    	1\n    	NULL	7\n    
65691	ssqlfs\n    	1.59\n    	NULL	NULL	113.18\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65692	twandgtw\n    	3.19\n    	NULL	NULL	32.17\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65693	methodsupport\n    	2.75\n    	NULL	NULL	65.08\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65694	openbam\n    	1.75\n    	NULL	NULL	52.91\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65695	gwpicker\n    	1.0\n    	NULL	NULL	19.44\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65696	edacs\n    	1.96\n    	NULL	NULL	24.74\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65697	chironfs\n    	4.18\n    	NULL	NULL	158.29\n    	NULL	NULL	4\n    	4\n    	NULL	31\n    
65699	cadvium\n    	0.0\n    	NULL	NULL	7.55\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65700	help2info\n    	3.63\n    	NULL	NULL	16.43\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65701	swan\n    	0.0\n    	NULL	NULL	16.85\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65704	afelo\n    	1.0\n    	NULL	NULL	25.02\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65705	visionproject\n    	4.09\n    	NULL	NULL	48.5\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65706	atf\n    	7.27\n    	NULL	NULL	110.27\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
65707	jaxed\n    	1.42\n    	NULL	NULL	9.33\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65709	kparticlecpumeter\n    	1.0\n    	NULL	NULL	18.97\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65710	jumpstart\n    	1.75\n    	NULL	NULL	31.64\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65711	aokwom\n    	1.0\n    	NULL	NULL	12.08\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65713	twistedwave\n    	1.46\n    	NULL	NULL	27.29\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65714	modxfs\n    	1.0\n    	NULL	NULL	20.83\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65716	ahcpd\n    	8.62\n    	NULL	NULL	90.83\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65717	babel-router\n    	52.25\n    	NULL	NULL	229.7\n    	NULL	NULL	0\n    	0\n    	NULL	18\n    
65720	cinayos\n    	0.0\n    	NULL	NULL	13.04\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65721	blackroute\n    	2.15\n    	NULL	NULL	68.85\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
65722	aoverlay\n    	0.0\n    	NULL	NULL	17.55\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65725	movinggpsmap\n    	1.0\n    	NULL	NULL	47.5\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65727	origo\n    	1.64\n    	NULL	NULL	25.79\n    	NULL	NULL	2\n    	2\n    	NULL	4\n    
65728	aglets\n    	1.0\n    	NULL	NULL	18.52\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65729	tclterm\n    	1.0\n    	NULL	NULL	45.83\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65732	cellwriter\n    	3.77\n    	NULL	NULL	84.68\n    	NULL	NULL	1\n    	1\n    	NULL	14\n    
65734	error_management\n    	1.0\n    	NULL	NULL	9.0\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65735	site_checker\n    	1.0\n    	NULL	NULL	12.17\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65736	ksdp\n    	1.0\n    	NULL	NULL	49.64\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65739	epoch2time\n    	1.0\n    	NULL	NULL	18.97\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65743	svnauthcheck\n    	7.59\n    	NULL	NULL	187.59\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65747	lynxfs\n    	1.0\n    	NULL	NULL	27.68\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65748	bibtag\n    	1.0\n    	NULL	NULL	25.34\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
65749	mytwitter\n    	1.0\n    	NULL	NULL	32.31\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65751	activeshipping\n    	1.42\n    	NULL	NULL	26.19\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65752	play\n    	0.0\n    	NULL	NULL	12.25\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65753	twikijumpbox\n    	3.81\n    	NULL	NULL	51.82\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65754	urd\n    	38.09\n    	NULL	NULL	193.8\n    	NULL	NULL	2\n    	2\n    	NULL	11\n    
65755	tsunami\n    	1.0\n    	NULL	NULL	6.63\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65756	panorama2flash\n    	1.0\n    	NULL	NULL	14.11\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65757	nasamst\n    	1.0\n    	NULL	NULL	15.33\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65758	paramesh\n    	1.61\n    	NULL	NULL	37.42\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65759	quest-dnsupdate\n    	1.0\n    	NULL	NULL	17.38\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65762	mavenhar\n    	1.46\n    	NULL	NULL	19.9\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
65764	multiload\n    	0.0\n    	NULL	NULL	22.98\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65765	textcrypt\n    	0.0\n    	NULL	NULL	19.9\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65766	jding\n    	0.0\n    	NULL	NULL	10.54\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65768	machform\n    	1.64\n    	NULL	NULL	19.18\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65769	tint\n    	7.16\n    	NULL	NULL	127.74\n    	NULL	NULL	0\n    	0\n    	NULL	20\n    
65770	dysii\n    	3.13\n    	NULL	NULL	59.7\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
65771	fmrii\n    	1.0\n    	NULL	NULL	29.19\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65773	omptl\n    	12.07\n    	NULL	NULL	136.38\n    	NULL	NULL	1\n    	1\n    	NULL	14\n    
65776	clientcare\n    	0.0\n    	NULL	NULL	11.58\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65777	xrns-php\n    	24.07\n    	NULL	NULL	45.19\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
65778	snowballz\n    	1.45\n    	NULL	NULL	16.88\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
65779	autolatex\n    	9.47\n    	NULL	NULL	97.57\n    	NULL	NULL	1\n    	1\n    	NULL	15\n    
65780	paradb\n    	1.0\n    	NULL	NULL	25.14\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65783	typer\n    	2.29\n    	NULL	NULL	30.85\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65784	libdlna\n    	2.78\n    	NULL	NULL	96.81\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
65785	libplayer\n    	2.59\n    	NULL	NULL	36.52\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65786	yfklog\n    	2.19\n    	NULL	NULL	22.72\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65787	qrq\n    	2.41\n    	NULL	NULL	38.68\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65788	dxcc\n    	2.22\n    	NULL	NULL	18.33\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65789	kiwimanager\n    	1.89\n    	NULL	NULL	53.83\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
65790	swiftdove\n    	1.06\n    	NULL	NULL	29.65\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65793	funambolsogo\n    	12.31\n    	NULL	NULL	117.01\n    	NULL	NULL	1\n    	1\n    	NULL	11\n    
65794	swamirealty\n    	1.0\n    	NULL	NULL	9.27\n    	NULL	NULL	3\n    	3\n    	NULL	0\n    
65795	minirok\n    	5.89\n    	NULL	NULL	48.89\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65796	keye2\n    	1.0\n    	NULL	NULL	11.31\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65797	freshmemory\n    	3.44\n    	NULL	NULL	44.03\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65798	drbratings\n    	1.76\n    	NULL	NULL	22.85\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65799	rgbtrade\n    	3.33\n    	NULL	NULL	31.27\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65802	lolimot\n    	1.0\n    	NULL	NULL	38.03\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65803	speakinghangman\n    	2.42\n    	NULL	NULL	27.11\n    	NULL	NULL	1\n    	1\n    	NULL	4\n    
65804	gamoliyas\n    	1.0\n    	NULL	NULL	27.86\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65805	oilcan\n    	2.17\n    	NULL	NULL	16.0\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65806	bbmozlib\n    	0.0\n    	NULL	NULL	16.06\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65807	blueproximity\n    	3.14\n    	NULL	NULL	152.38\n    	NULL	NULL	0\n    	0\n    	NULL	26\n    
65808	byldan\n    	1.43\n    	NULL	NULL	15.59\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65809	gajax\n    	0.0\n    	NULL	NULL	10.58\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65810	gambatte\n    	3.8\n    	NULL	NULL	61.32\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65811	irssi-xmpp\n    	2.71\n    	NULL	NULL	43.31\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
65812	kochizz\n    	1.0\n    	NULL	NULL	33.78\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65813	parled\n    	1.0\n    	NULL	NULL	49.95\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65814	proxyfs\n    	1.0\n    	NULL	NULL	38.65\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65817	gmat\n    	1.0\n    	NULL	NULL	13.42\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65818	pinemup\n    	2.35\n    	NULL	NULL	39.06\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65819	obsearch\n    	2.21\n    	NULL	NULL	52.02\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65820	parallel\n    	4.68\n    	NULL	NULL	119.64\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
65821	vdr-premiereepg\n    	1.0\n    	NULL	NULL	18.97\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65822	frfs\n    	1.0\n    	NULL	NULL	42.94\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65823	isotty\n    	1.44\n    	NULL	NULL	31.24\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65824	z88development\n    	1.0\n    	NULL	NULL	20.74\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65825	mrsbs\n    	2.08\n    	NULL	NULL	61.12\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65827	fritzwrt\n    	1.41\n    	NULL	NULL	42.5\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65828	tuplesoup\n    	1.42\n    	NULL	NULL	21.49\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65829	frameaway\n    	2.39\n    	NULL	NULL	19.05\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65832	greensql\n    	7.44\n    	NULL	NULL	150.27\n    	NULL	NULL	1\n    	1\n    	NULL	38\n    
65833	arpview\n    	1.75\n    	NULL	NULL	52.35\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65834	basic_db_operations\n    	0.0\n    	NULL	NULL	4.58\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65837	silvertree\n    	1.45\n    	NULL	NULL	34.81\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65842	virtualworld\n    	1.0\n    	NULL	NULL	31.75\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65846	ovs\n    	2.41\n    	NULL	NULL	61.73\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
65849	webnotify\n    	1.0\n    	NULL	NULL	32.73\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65850	yetanotherfractalgenerator\n    	0.0\n    	NULL	NULL	6.71\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65851	fama\n    	1.42\n    	NULL	NULL	50.73\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65853	gtkmm-utils\n    	2.07\n    	NULL	NULL	29.6\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65854	openjpa\n    	1.0\n    	NULL	NULL	48.83\n    	NULL	NULL	1\n    	1\n    	NULL	7\n    
65855	ecere\n    	12.09\n    	NULL	NULL	182.52\n    	NULL	NULL	24\n    	26\n    	NULL	15\n    
65856	kml2length\n    	1.0\n    	NULL	NULL	21.82\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65858	iskdaemon\n    	1.99\n    	NULL	NULL	27.71\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65860	jlaunchpad\n    	1.0\n    	NULL	NULL	10.1\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65861	asmbug\n    	3.11\n    	NULL	NULL	46.26\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65862	fritzctl\n    	1.0\n    	NULL	NULL	32.03\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65863	ioswiftfox\n    	1.0\n    	NULL	NULL	15.59\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
65864	secmalloc\n    	1.0\n    	NULL	NULL	41.02\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65865	cygbuild\n    	0.0\n    	NULL	NULL	44.7\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65866	modtop\n    	1.0\n    	NULL	NULL	25.92\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65867	emacs-tiny-tools\n    	0.0\n    	NULL	NULL	63.29\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65868	lbackup\n    	10.3\n    	NULL	NULL	132.33\n    	NULL	NULL	1\n    	1\n    	NULL	16\n    
65869	einit\n    	2.21\n    	NULL	NULL	41.16\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65870	nutss\n    	1.0\n    	NULL	NULL	14.63\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65872	mumbles\n    	1.0\n    	NULL	NULL	52.22\n    	NULL	NULL	1\n    	1\n    	NULL	8\n    
65873	littletuxa\n    	1.0\n    	NULL	NULL	14.0\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65874	ntorrent-java\n    	0.0\n    	NULL	NULL	15.62\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65876	ganeti\n    	9.81\n    	NULL	NULL	152.58\n    	NULL	NULL	1\n    	1\n    	NULL	19\n    
65877	qt4sozluk\n    	1.0\n    	NULL	NULL	14.97\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65878	cvlview\n    	14.4\n    	NULL	NULL	110.05\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65879	cvltonemap\n    	12.7\n    	NULL	NULL	137.93\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
65880	bitnamiroller\n    	17.53\n    	NULL	NULL	53.81\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65881	modeljunit\n    	1.0\n    	NULL	NULL	20.2\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65882	benojt\n    	3.28\n    	NULL	NULL	54.41\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65885	printersetup\n    	13.69\n    	NULL	NULL	57.88\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65888	policyd-spf-fs\n    	2.02\n    	NULL	NULL	40.74\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65889	nods_stats\n    	1.0\n    	NULL	NULL	28.74\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65890	paintown\n    	8.63\n    	NULL	NULL	112.5\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65891	ripple\n    	1.0\n    	NULL	NULL	15.62\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65892	imageverification\n    	1.0\n    	NULL	NULL	10.77\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65893	projectprophecy\n    	1.77\n    	NULL	NULL	44.5\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65899	libprngwrap\n    	1.64\n    	NULL	NULL	28.12\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65900	timenet\n    	1.0\n    	NULL	NULL	8.72\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65901	iamwhere\n    	2.55\n    	NULL	NULL	20.3\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65902	nio_framework\n    	4.35\n    	NULL	NULL	108.33\n    	NULL	NULL	0\n    	0\n    	NULL	17\n    
65903	pyweightwatch\n    	1.0\n    	NULL	NULL	14.28\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65904	tagua\n    	1.61\n    	NULL	NULL	47.67\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65905	jewelerp\n    	0.0\n    	NULL	NULL	12.57\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65906	j-ben\n    	13.7\n    	NULL	NULL	107.14\n    	NULL	NULL	1\n    	1\n    	NULL	9\n    
65907	wsas\n    	1.0\n    	NULL	NULL	28.12\n    	NULL	NULL	1\n    	1\n    	NULL	6\n    
65909	sol_the_game\n    	2.03\n    	NULL	NULL	21.66\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65911	iocalendar\n    	1.0\n    	NULL	NULL	10.77\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65912	biosdevname\n    	1.43\n    	NULL	NULL	52.82\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65913	bitnamiliferay\n    	40.44\n    	NULL	NULL	56.39\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65914	nulog2\n    	3.37\n    	NULL	NULL	55.41\n    	NULL	NULL	2\n    	2\n    	NULL	9\n    
65915	camp2ascii\n    	1.77\n    	NULL	NULL	8.94\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65916	net-status-monitor\n    	0.0\n    	NULL	NULL	6.86\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65917	phpuserclass\n    	1.0\n    	NULL	NULL	20.05\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
65918	xdock\n    	1.42\n    	NULL	NULL	26.36\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65919	votorola\n    	11.63\n    	NULL	NULL	89.16\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
65922	webshare\n    	1.0\n    	NULL	NULL	22.23\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65924	rapidinsight\n    	0.0\n    	NULL	NULL	13.64\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65926	ips-qos\n    	1.99\n    	NULL	NULL	93.34\n    	NULL	NULL	0\n    	0\n    	NULL	17\n    
65927	lanshark\n    	1.44\n    	NULL	NULL	60.98\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65928	fanurio\n    	6.63\n    	NULL	NULL	70.43\n    	NULL	NULL	-1\n    	1\n    	NULL	7\n    
65929	sandbox\n    	13.19\n    	NULL	NULL	117.47\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
65936	smartbox\n    	2.72\n    	NULL	NULL	72.8\n    	NULL	NULL	0\n    	0\n    	NULL	24\n    
65938	gwt-pf\n    	1.0\n    	NULL	NULL	38.63\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
65939	pymfvu\n    	3.67\n    	NULL	NULL	35.99\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65940	webreboot-nagios-plugin\n    	0.0\n    	NULL	NULL	23.58\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65941	bid\n    	1.0\n    	NULL	NULL	69.03\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65945	modelrailroadsystem\n    	9.37\n    	NULL	NULL	149.6\n    	NULL	NULL	0\n    	0\n    	NULL	19\n    
65947	regcom\n    	1.0\n    	NULL	NULL	32.12\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65948	mtar\n    	0.0\n    	NULL	NULL	21.45\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65949	ofc2kmm\n    	0.0\n    	NULL	NULL	12.12\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65951	yawiki_engine\n    	1.65\n    	NULL	NULL	6.78\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65954	kneemail\n    	2.01\n    	NULL	NULL	7.81\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65955	openjms\n    	1.0\n    	NULL	NULL	43.22\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65959	truecrypt-installer\n    	6.91\n    	NULL	NULL	194.93\n    	NULL	NULL	0\n    	0\n    	NULL	22\n    
65960	prestan\n    	1.0\n    	NULL	NULL	25.57\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65961	perlwebget\n    	1.01\n    	NULL	NULL	57.97\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65962	perl-text2html\n    	0.0\n    	NULL	NULL	56.71\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65963	perl-dyndns\n    	1.34\n    	NULL	NULL	38.52\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65964	procmail-lib\n    	1.89\n    	NULL	NULL	96.14\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
65966	javascript-tools\n    	0.0\n    	NULL	NULL	17.49\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
