#  file: fmRawProjectStats2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, vitality_score, vitality_percent, 
#  vitality_rank, popularity_score, popularity_percent, popularity_rank, rating, 
#  rating_count, rating_rank, subscriptions
#  FROM `fm_projects`
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	vitality_score	vitality_percent	vitality_rank	popularity_score	popularity_percent	popularity_rank	rating	rating_count	rating_rank	subscriptions
37591	ebsuite\n    	3.21\n    	NULL	NULL	99.3\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
37598	premium-thttpd\n    	1.0\n    	NULL	NULL	27.02\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37599	mass\n    	1.56\n    	NULL	NULL	44.77\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
37604	acctail\n    	2.2\n    	NULL	NULL	84.11\n    	NULL	NULL	0\n    	0\n    	NULL	17\n    
37606	apetag\n    	3.32\n    	NULL	NULL	56.52\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
37612	mailcorral\n    	1.0\n    	NULL	NULL	19.39\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
37614	rackview\n    	2.31\n    	NULL	NULL	133.85\n    	NULL	NULL	1\n    	2\n    	NULL	40\n    
37616	databasetoweb\n    	1.0\n    	NULL	NULL	18.49\n    	NULL	NULL	1\n    	1\n    	NULL	0\n    
37619	barcode4j\n    	3.77\n    	NULL	NULL	173.12\n    	NULL	NULL	0\n    	0\n    	NULL	26\n    
37620	bdmn\n    	2.43\n    	NULL	NULL	32.63\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37621	libvc\n    	1.74\n    	NULL	NULL	78.84\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
37622	mibsmithysdk\n    	39.57\n    	NULL	NULL	166.04\n    	NULL	NULL	2\n    	2\n    	NULL	14\n    
37624	coverviewer\n    	4.8\n    	NULL	NULL	96.37\n    	NULL	NULL	2\n    	3\n    	NULL	26\n    
37627	syncupdates\n    	0.0\n    	NULL	NULL	6.78\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37629	ksqlanalyzer\n    	4.72\n    	NULL	NULL	60.07\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
37632	grabyahoogroup\n    	7.33\n    	NULL	NULL	345.53\n    	NULL	NULL	2\n    	2\n    	NULL	31\n    
37635	gogoxml\n    	1.0\n    	NULL	NULL	34.07\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
37637	fusioncp\n    	0.0\n    	NULL	NULL	44.7\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
37639	jget\n    	1.42\n    	NULL	NULL	28.46\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37641	l7-filter\n    	31.88\n    	NULL	NULL	678.62\n    	NULL	NULL	3\n    	3\n    	NULL	289\n    
37646	phpobject\n    	4.09\n    	NULL	NULL	97.94\n    	NULL	NULL	0\n    	0\n    	NULL	52\n    
37647	inline_smtp\n    	1.74\n    	NULL	NULL	22.8\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
37648	flames\n    	6.86\n    	NULL	NULL	98.05\n    	NULL	NULL	1\n    	1\n    	NULL	45\n    
37649	texdbi\n    	1.0\n    	NULL	NULL	18.92\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37650	apachedirlister\n    	1.58\n    	NULL	NULL	67.48\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
37652	hlfl\n    	1.46\n    	NULL	NULL	66.97\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
37654	taverna\n    	1.0\n    	NULL	NULL	82.25\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
37656	cpptest\n    	2.8\n    	NULL	NULL	97.55\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
37657	rfc\n    	4.68\n    	NULL	NULL	104.5\n    	NULL	NULL	2\n    	2\n    	NULL	51\n    
37659	squicki\n    	1.0\n    	NULL	NULL	15.87\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37660	tuneroid\n    	2.12\n    	NULL	NULL	54.22\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
37664	ileech\n    	3.38\n    	NULL	NULL	48.18\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
37665	asbru\n    	24.92\n    	NULL	NULL	131.34\n    	NULL	NULL	1\n    	1\n    	NULL	24\n    
37666	jrat\n    	2.05\n    	NULL	NULL	65.53\n    	NULL	NULL	1\n    	1\n    	NULL	18\n    
37667	quickalbum\n    	1.74\n    	NULL	NULL	24.37\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37669	goose-search\n    	1.0\n    	NULL	NULL	32.31\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37670	singapore\n    	4.4\n    	NULL	NULL	111.71\n    	NULL	NULL	1\n    	1\n    	NULL	38\n    
37671	frameworks\n    	2.96\n    	NULL	NULL	37.95\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
37673	jools\n    	1.44\n    	NULL	NULL	45.17\n    	NULL	NULL	3\n    	3\n    	NULL	5\n    
37674	ht_imview\n    	1.64\n    	NULL	NULL	90.28\n    	NULL	NULL	0\n    	1\n    	NULL	12\n    
37676	gtick\n    	10.88\n    	NULL	NULL	129.47\n    	NULL	NULL	4\n    	4\n    	NULL	33\n    
37679	mutt_vc_query\n    	1.42\n    	NULL	NULL	50.52\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
37681	iet\n    	1.0\n    	NULL	NULL	45.5\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37685	dbexpsyb\n    	1.0\n    	NULL	NULL	9.59\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37687	sqlprofiler\n    	1.8\n    	NULL	NULL	110.74\n    	NULL	NULL	1\n    	1\n    	NULL	23\n    
37688	janebuilder\n    	1.0\n    	NULL	NULL	60.84\n    	NULL	NULL	0\n    	1\n    	NULL	5\n    
37689	filtamp\n    	1.03\n    	NULL	NULL	13.0\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37690	interceptor\n    	1.85\n    	NULL	NULL	34.73\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
37692	autopatch_psg\n    	1.0\n    	NULL	NULL	7.94\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37694	uic\n    	3.1\n    	NULL	NULL	110.72\n    	NULL	NULL	0\n    	0\n    	NULL	26\n    
37697	uedit\n    	1.92\n    	NULL	NULL	36.81\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37698	zire-photo\n    	2.02\n    	NULL	NULL	30.07\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
37700	halogen\n    	1.58\n    	NULL	NULL	71.75\n    	NULL	NULL	0\n    	0\n    	NULL	17\n    
37702	thinstation\n    	5.61\n    	NULL	NULL	397.94\n    	NULL	NULL	4\n    	4\n    	NULL	152\n    
37703	jpatch\n    	1.42\n    	NULL	NULL	99.7\n    	NULL	NULL	1\n    	1\n    	NULL	27\n    
37706	sgrviewer\n    	1.76\n    	NULL	NULL	16.61\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37707	dietlinux\n    	1.78\n    	NULL	NULL	96.98\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
37709	ejbdataprovider\n    	1.74\n    	NULL	NULL	17.46\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37711	yed\n    	2.95\n    	NULL	NULL	49.8\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
37712	audiality\n    	1.0\n    	NULL	NULL	45.76\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37713	zgc\n    	2.89\n    	NULL	NULL	93.38\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
37716	HRJobs\n    	2.13\n    	NULL	NULL	38.99\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
37717	tk5\n    	2.13\n    	NULL	NULL	29.14\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37718	wot\n    	1.0\n    	NULL	NULL	13.49\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37720	bie\n    	4.81\n    	NULL	NULL	214.63\n    	NULL	NULL	4\n    	4\n    	NULL	65\n    
37721	yample\n    	2.35\n    	NULL	NULL	47.83\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
37723	dailypage\n    	1.0\n    	NULL	NULL	12.96\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37726	ngl\n    	1.0\n    	NULL	NULL	42.0\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37727	nui\n    	1.0\n    	NULL	NULL	62.1\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
37733	scraper\n    	6.85\n    	NULL	NULL	67.95\n    	NULL	NULL	0\n    	0\n    	NULL	18\n    
37738	mp4web\n    	1.0\n    	NULL	NULL	18.33\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
37741	joscar\n    	2.06\n    	NULL	NULL	32.12\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37743	libtextcat\n    	1.47\n    	NULL	NULL	61.57\n    	NULL	NULL	1\n    	1\n    	NULL	16\n    
37744	netdisco\n    	3.19\n    	NULL	NULL	212.17\n    	NULL	NULL	10\n    	11\n    	NULL	58\n    
37745	cl-readline\n    	1.0\n    	NULL	NULL	10.86\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37749	mytables\n    	1.0\n    	NULL	NULL	27.5\n    	NULL	NULL	1\n    	1\n    	NULL	6\n    
37750	alana\n    	1.76\n    	NULL	NULL	45.4\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
37752	libdvdnav\n    	0.0\n    	NULL	NULL	91.77\n    	NULL	NULL	0\n    	0\n    	NULL	20\n    
37754	qform\n    	3.15\n    	NULL	NULL	110.27\n    	NULL	NULL	0\n    	0\n    	NULL	31\n    
37755	geexbox\n    	35.61\n    	NULL	NULL	1149.12\n    	NULL	NULL	51\n    	56\n    	NULL	251\n    
37760	freepia\n    	1.76\n    	NULL	NULL	98.18\n    	NULL	NULL	0\n    	0\n    	NULL	20\n    
37763	athenacl\n    	1.0\n    	NULL	NULL	28.98\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
37769	fnfx\n    	1.96\n    	NULL	NULL	72.66\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
37770	extensiblemessagingplatformanti-spamfilter\n    	1.0\n    	NULL	NULL	22.98\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37771	speakhtml\n    	1.78\n    	NULL	NULL	30.72\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
37772	ruby-borges\n    	1.52\n    	NULL	NULL	49.07\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
37773	myppp\n    	1.42\n    	NULL	NULL	35.0\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37774	webplayer\n    	1.0\n    	NULL	NULL	26.5\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37775	firepass\n    	2.3\n    	NULL	NULL	74.46\n    	NULL	NULL	0\n    	0\n    	NULL	27\n    
37778	tklspell\n    	1.0\n    	NULL	NULL	17.41\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37788	telbook\n    	1.81\n    	NULL	NULL	18.06\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37790	pjbvfs\n    	1.0\n    	NULL	NULL	10.39\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37794	rware\n    	1.0\n    	NULL	NULL	80.94\n    	NULL	NULL	1\n    	1\n    	NULL	20\n    
37799	ejbspaces\n    	1.42\n    	NULL	NULL	36.0\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
37803	gabadec\n    	1.0\n    	NULL	NULL	14.25\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37804	ibgs\n    	1.77\n    	NULL	NULL	33.54\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37806	tagfilter\n    	2.47\n    	NULL	NULL	18.17\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37807	webeater\n    	1.42\n    	NULL	NULL	27.75\n    	NULL	NULL	0\n    	1\n    	NULL	4\n    
37810	acpi4asus\n    	4.55\n    	NULL	NULL	65.18\n    	NULL	NULL	1\n    	1\n    	NULL	11\n    
37811	f-watch\n    	1.0\n    	NULL	NULL	29.7\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37813	8rdavcore\n    	2.05\n    	NULL	NULL	16.73\n    	NULL	NULL	2\n    	2\n    	NULL	1\n    
37814	smls\n    	1.43\n    	NULL	NULL	110.1\n    	NULL	NULL	0\n    	0\n    	NULL	30\n    
37816	awr\n    	3.74\n    	NULL	NULL	103.18\n    	NULL	NULL	1\n    	1\n    	NULL	38\n    
37817	atutor\n    	16.23\n    	NULL	NULL	222.77\n    	NULL	NULL	2\n    	2\n    	NULL	37\n    
37818	auth_sqlite\n    	1.0\n    	NULL	NULL	15.39\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37819	opinio\n    	3.06\n    	NULL	NULL	39.12\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37821	wx4j\n    	1.0\n    	NULL	NULL	39.31\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37822	reverend\n    	2.3\n    	NULL	NULL	49.13\n    	NULL	NULL	1\n    	1\n    	NULL	16\n    
37823	dbmarc\n    	1.0\n    	NULL	NULL	21.07\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
37825	pysaprfc\n    	2.62\n    	NULL	NULL	51.67\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
37827	divmod\n    	4.97\n    	NULL	NULL	83.82\n    	NULL	NULL	1\n    	1\n    	NULL	24\n    
37828	loginmonitor\n    	1.0\n    	NULL	NULL	52.39\n    	NULL	NULL	0\n    	1\n    	NULL	8\n    
37829	ipsecmonitor\n    	1.0\n    	NULL	NULL	44.27\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
37830	blogplanet\n    	2.54\n    	NULL	NULL	40.1\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
37833	fedora\n    	2.91\n    	NULL	NULL	62.94\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
37836	kissfft\n    	2.83\n    	NULL	NULL	86.81\n    	NULL	NULL	2\n    	2\n    	NULL	15\n    
37838	sitr\n    	4.82\n    	NULL	NULL	176.97\n    	NULL	NULL	1\n    	2\n    	NULL	59\n    
37839	pkit\n    	1.44\n    	NULL	NULL	39.4\n    	NULL	NULL	0\n    	1\n    	NULL	7\n    
37841	partgui\n    	1.0\n    	NULL	NULL	87.02\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
37843	discmage\n    	2.38\n    	NULL	NULL	57.08\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
37844	sequoia\n    	14.62\n    	NULL	NULL	475.0\n    	NULL	NULL	5\n    	5\n    	NULL	157\n    
37846	solarpack\n    	1.0\n    	NULL	NULL	47.64\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
37847	gms\n    	6.14\n    	NULL	NULL	37.88\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37848	hashit\n    	22.87\n    	NULL	NULL	118.0\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
37849	alogg\n    	1.75\n    	NULL	NULL	37.47\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
37851	avsomat\n    	3.5\n    	NULL	NULL	42.08\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
37853	pylets_cgi\n    	0.0\n    	NULL	NULL	16.49\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37854	yap2lc\n    	2.96\n    	NULL	NULL	117.23\n    	NULL	NULL	0\n    	1\n    	NULL	26\n    
37855	athfs\n    	1.0\n    	NULL	NULL	53.31\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
37857	unh-iscsi\n    	1.79\n    	NULL	NULL	83.59\n    	NULL	NULL	0\n    	0\n    	NULL	16\n    
37858	wavbreaker\n    	4.71\n    	NULL	NULL	118.6\n    	NULL	NULL	3\n    	3\n    	NULL	25\n    
37861	fungcalc\n    	2.02\n    	NULL	NULL	46.3\n    	NULL	NULL	2\n    	2\n    	NULL	7\n    
37863	xmule\n    	8.06\n    	NULL	NULL	313.45\n    	NULL	NULL	1\n    	4\n    	NULL	120\n    
37866	mpd\n    	55.63\n    	NULL	NULL	987.91\n    	NULL	NULL	31\n    	32\n    	NULL	157\n    
37867	kopenhbci\n    	1.0\n    	NULL	NULL	11.62\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37868	fontlinge\n    	1.46\n    	NULL	NULL	180.35\n    	NULL	NULL	1\n    	1\n    	NULL	24\n    
37869	logcheck\n    	5.72\n    	NULL	NULL	269.04\n    	NULL	NULL	6\n    	6\n    	NULL	115\n    
37870	javabot-aimmsnyahoo\n    	1.47\n    	NULL	NULL	29.9\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37871	safaritohtml\n    	2.33\n    	NULL	NULL	29.33\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
37875	sendymail\n    	3.42\n    	NULL	NULL	113.72\n    	NULL	NULL	0\n    	0\n    	NULL	26\n    
37876	dhcpusestats\n    	1.42\n    	NULL	NULL	116.29\n    	NULL	NULL	0\n    	0\n    	NULL	22\n    
37877	py-freetype\n    	1.0\n    	NULL	NULL	41.35\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37879	4est_blog\n    	2.87\n    	NULL	NULL	41.77\n    	NULL	NULL	2\n    	2\n    	NULL	4\n    
37880	xmysql\n    	0.0\n    	NULL	NULL	12.61\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37883	ft\n    	1.0\n    	NULL	NULL	33.09\n    	NULL	NULL	1\n    	1\n    	NULL	4\n    
37884	linuxcaixamgica\n    	1.0\n    	NULL	NULL	14.63\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37887	andromeda-x\n    	1.0\n    	NULL	NULL	6.93\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37890	slackmore\n    	2.7\n    	NULL	NULL	93.91\n    	NULL	NULL	2\n    	2\n    	NULL	27\n    
37891	rawdog\n    	11.88\n    	NULL	NULL	119.13\n    	NULL	NULL	3\n    	3\n    	NULL	56\n    
37894	codeviz\n    	4.56\n    	NULL	NULL	296.06\n    	NULL	NULL	0\n    	0\n    	NULL	41\n    
37896	safaribookmarksextractor\n    	1.43\n    	NULL	NULL	16.0\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37899	mapagi\n    	1.42\n    	NULL	NULL	20.78\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
37900	archetypes\n    	3.58\n    	NULL	NULL	73.89\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
37901	nss-sqlrelay\n    	1.0\n    	NULL	NULL	14.0\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37903	cjoverkill\n    	7.26\n    	NULL	NULL	47.99\n    	NULL	NULL	1\n    	1\n    	NULL	6\n    
37904	calendrian\n    	1.74\n    	NULL	NULL	8.72\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37905	qtads\n    	9.47\n    	NULL	NULL	65.8\n    	NULL	NULL	1\n    	2\n    	NULL	9\n    
37907	piwva\n    	2.72\n    	NULL	NULL	19.08\n    	NULL	NULL	2\n    	2\n    	NULL	3\n    
37910	cdk4nios\n    	1.46\n    	NULL	NULL	37.27\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37911	jb\n    	1.0\n    	NULL	NULL	13.11\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37912	blootbot\n    	0.0\n    	NULL	NULL	39.81\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37913	phpdocsystem\n    	2.13\n    	NULL	NULL	70.47\n    	NULL	NULL	1\n    	1\n    	NULL	25\n    
37915	pingwinek\n    	4.2\n    	NULL	NULL	38.81\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37922	pfc\n    	2.94\n    	NULL	NULL	80.65\n    	NULL	NULL	0\n    	0\n    	NULL	23\n    
37924	updrem\n    	1.0\n    	NULL	NULL	35.99\n    	NULL	NULL	2\n    	3\n    	NULL	6\n    
37927	chdecide\n    	1.0\n    	NULL	NULL	48.99\n    	NULL	NULL	1\n    	1\n    	NULL	7\n    
37929	jumpi\n    	1.81\n    	NULL	NULL	43.12\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
37930	joap-perl\n    	1.0\n    	NULL	NULL	16.79\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37933	jchassis\n    	1.96\n    	NULL	NULL	70.64\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
37935	mgstep\n    	54.51\n    	NULL	NULL	253.46\n    	NULL	NULL	3\n    	3\n    	NULL	21\n    
37936	cctt\n    	1.77\n    	NULL	NULL	59.37\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
37937	sysxs\n    	1.42\n    	NULL	NULL	30.89\n    	NULL	NULL	2\n    	2\n    	NULL	5\n    
37944	jspro\n    	1.78\n    	NULL	NULL	81.26\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
37945	kavmailcheck\n    	1.79\n    	NULL	NULL	12.96\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
37950	trailscout\n    	1.0\n    	NULL	NULL	11.09\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37953	zapedit\n    	2.02\n    	NULL	NULL	34.5\n    	NULL	NULL	1\n    	1\n    	NULL	6\n    
37954	gtk2-perl\n    	8.84\n    	NULL	NULL	311.41\n    	NULL	NULL	7\n    	7\n    	NULL	74\n    
37958	msnp\n    	2.78\n    	NULL	NULL	37.95\n    	NULL	NULL	1\n    	1\n    	NULL	8\n    
37959	pybackup\n    	1.42\n    	NULL	NULL	59.26\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
37960	ticket_applet-2\n    	2.06\n    	NULL	NULL	46.64\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37961	cybertester\n    	5.65\n    	NULL	NULL	76.87\n    	NULL	NULL	0\n    	0\n    	NULL	18\n    
37964	secureserv\n    	3.98\n    	NULL	NULL	86.72\n    	NULL	NULL	2\n    	2\n    	NULL	39\n    
37965	idlekick\n    	1.48\n    	NULL	NULL	19.05\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
37966	ndl\n    	1.0\n    	NULL	NULL	35.67\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
37967	sa-exim-stats\n    	3.8\n    	NULL	NULL	75.72\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
37970	pop3filter\n    	1.52\n    	NULL	NULL	33.67\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37971	quill\n    	0.0\n    	NULL	NULL	12.41\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37972	mp3cat_util\n    	1.54\n    	NULL	NULL	31.3\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37974	gurubot\n    	1.41\n    	NULL	NULL	30.4\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
37976	emailticker\n    	1.73\n    	NULL	NULL	33.99\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37978	arachnophilia\n    	4.99\n    	NULL	NULL	67.65\n    	NULL	NULL	3\n    	3\n    	NULL	15\n    
37980	nkdbjavamapper\n    	1.73\n    	NULL	NULL	21.91\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
37984	objectstatus\n    	0.0\n    	NULL	NULL	18.33\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
37985	phprojektbackup\n    	2.57\n    	NULL	NULL	38.41\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37986	dov4l\n    	1.99\n    	NULL	NULL	74.1\n    	NULL	NULL	0\n    	0\n    	NULL	16\n    
37995	simsoup\n    	1.86\n    	NULL	NULL	28.2\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
37996	gcx\n    	7.34\n    	NULL	NULL	109.81\n    	NULL	NULL	1\n    	1\n    	NULL	30\n    
37997	httpwww_tools-soft_com\n    	0.0\n    	NULL	NULL	7.14\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
37998	quax\n    	2.08\n    	NULL	NULL	39.57\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
37999	gtksee\n    	2.76\n    	NULL	NULL	135.38\n    	NULL	NULL	4\n    	5\n    	NULL	40\n    
38000	tilefoundry\n    	1.41\n    	NULL	NULL	24.62\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38004	wmupmon\n    	2.54\n    	NULL	NULL	30.66\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
38007	fastscripts\n    	1.0\n    	NULL	NULL	17.94\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38008	csound\n    	2.56\n    	NULL	NULL	96.75\n    	NULL	NULL	0\n    	0\n    	NULL	25\n    
38009	simplemon\n    	1.76\n    	NULL	NULL	31.94\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38011	qwtplot3d\n    	2.43\n    	NULL	NULL	65.8\n    	NULL	NULL	1\n    	1\n    	NULL	12\n    
38012	boost-build\n    	5.18\n    	NULL	NULL	116.03\n    	NULL	NULL	1\n    	1\n    	NULL	17\n    
38014	python-crack\n    	1.76\n    	NULL	NULL	39.51\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38017	shweby\n    	0.0\n    	NULL	NULL	13.11\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38018	shellforge\n    	1.76\n    	NULL	NULL	71.73\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
38020	junitconv\n    	2.48\n    	NULL	NULL	53.94\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38022	maxcpu\n    	1.0\n    	NULL	NULL	19.24\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38023	tclwebtest\n    	1.52\n    	NULL	NULL	76.72\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
38027	minido\n    	2.26\n    	NULL	NULL	46.55\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
38030	kraken\n    	2.32\n    	NULL	NULL	70.67\n    	NULL	NULL	0\n    	0\n    	NULL	21\n    
38032	conspy\n    	4.3\n    	NULL	NULL	111.09\n    	NULL	NULL	1\n    	1\n    	NULL	40\n    
38034	readittome\n    	1.54\n    	NULL	NULL	33.47\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38038	thetraverser\n    	1.0\n    	NULL	NULL	29.83\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
38039	blueshoes\n    	1.02\n    	NULL	NULL	20.69\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
38043	checkraid\n    	0.0\n    	NULL	NULL	19.8\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38045	viplugin\n    	25.22\n    	NULL	NULL	179.21\n    	NULL	NULL	2\n    	4\n    	NULL	61\n    
38046	jtetrisplugin\n    	1.0\n    	NULL	NULL	19.05\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
