#  file: sfRawDownloads2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes downloads data for each project. This info 
#  is summed from the daily download data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, sum(downloads) 
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  downloads: the sum of downloads for this 60-day period 
proj_unixname	sum(downloads)
oscar-backup	30
oscar-contrib	0
oscar-jol	0
oscar-osgi	48
oscar-osx	2
oscar-server	0
oscar3-chem	205
oscaradmin	0
oscarlib	40
oscarmcmaster	528
oscarnotify	3
oscarsocket	0
oscc	0
osccanvas	0
osccms	0
osccu	0
oscd	0
oscfe	15
oscframework	0
oscfs	0
osch	6
oschart	0
oschool	0
oschooladmin	0
oschw	0
osci-simulator	0
oscilib	2
oscill8	70
oscillo	0
oscillograph	0
oscilloscope	90
oscjman	0
oscmall	100
oscmap	41
oscmas	0
oscnukelite	0
oscom	0
oscomic	0
oscomm	0
oscomm-greek	0
oscommerce	0
oscommerce-xsl	0
oscommerceiamde	0
oscommercepro	0
oscompta	0
oscon2006	0
oscontentment	0
oscooperce	0
oscosto	0
oscpm	669
oscportal	0
oscpos	0
oscprayerreq	22
oscr	0
oscreator	205
oscript	14
oscss	814
oscss-test	0
oscsta	57
osct	0
osctools	0
osctpack	4
osctuning	0
oscurrency	0
oscvstbridge	325
oscw	0
osd	0
osd-initiator	24
osd-net	1
osd-target	0
osda	1
osdab	55
osdacpi	3
osdataprofiling	0
osdate	0
osdb	256
osdbat	27
osdbattery	31
osdchat	8
osdcms	1
osdcpufreq	30
osdd	1
osdemocracy	0
osdesktop	0
osdevice	0
osdfs	5
osdialer	0
osdisc	19
osdisputes	0
osdk-tools	11
osdl	45
osdlcluster	1
osdldbt	799
osdm	0
osdp	0
osdsens	8
osdsh	64
osdso	0
osdt	5
osdtk	2
osdtool	0
osdv-sharp	0
ose	84
osebnefinance	0
osec	0
osecs	0
osedi	23
oseg	0
osemr	46
osems	0
osemulator	51
osenportal	0
oseoctave	0
osep	34
osera	0
oserl	97
oserp	0
oses	0
osesb	7
osese	0
osesmp	2
osetailer	2
osexchange	0
osexpress	47
osfac	0
osfaktura	0
osfarm	0
osfi	0
osfilter	0
osfinancials	6618
osflowercart	0
osfm	13
osframe-mips	8
osfree	19
osfs	0
osfscripts	0
osfume	0
osg	0
osgaction	14
osgal	102
osgallery	4
osgame	0
osgames	2
osgbrowser	0
osgbwebmaptools	44
osgc	0
osgcal	73
osgdb-collada	0
osgdesigner	97
osge	0
osgedit	550
osgenvfoundry	0
osgerms	0
osgfield	71
osgfx	0
osgg	68
osgglut	8
osggooey	11
osggtk	67
osghaptics	9
osgi-toolbox	0
osgi4ami	4
osgi4cpp	0
osgi4net	0
osgibundles	0
osgim	14
osgipracticeprj	0
osgiunit	24
osgjuggler	6
osgleague	0
osgleagues	0
osgm	55
osgmaxexp	575
osgmm	2
osgmodeling	30
osgms	0
osgmtool	10
osgnewton	1
osgnv	61
osgode	1
osgphysics	0
osgps	335
osgpuzzle	0
osgq3	0
osgqtproducer	0
osgri	0
osgrs	14
osgs	0
osgscenemaker	21
osgsdl	9
osgshape	0
osgspeedtree	0
osgtoy	31
osgtrendalyzer	0
osgview	0
osgw	23
osgwrapped	0
osgym	5
osh	7
oshell	0
oshelpdesk	0
oshids	0
oshiro	0
oshlmod	0
oshockey	0
oshosting	0
oshouse	0
oshp	0
oshs	0
osi	0
osi-oss	0
osics	0
osids	0
osie	0
osif	0
osil	0
osim	0
osimaya	0
osimda	0
osiml	0
osims	0
osinas-sync	0
osindependent	0
osinfos	0
osinfra	0
osinitiative	0
osintegration	0
osinventory	0
osioss	0
osipdb	0
osir	0
osiris	0
osiris-nntpd	0
osirisadmin	0
osirisftp	0
osirisgir	0
osirispda	0
osis	0
osis-up	0
osisforms	0
osisp	0
osiv	0
osj2eeperfmon	0
osjp	0
osk	0
oskar	0
oski	69
oskiosk	0
oskk	0
oskut	0
osl	0
osl-cad	0
osl0	0
osla	168
oslap	0
oslaw	13
oslc	56
oslcc	141
oslcm	0
oslcv3	0
oslearn	0
oslecfordsp	3
osler	0
oslib	113
oslide	50
oslikeunix	0
oslivehelp	0
oslmgmt	0
oslo	0
oslotgames	0
osm	0
osm-game	0
osm-manager	0
osm2mp	0
osm3d	13
osmail	0
osmailcleaner	377
osmailer	0
osmailwave	0
osmap	4
osmc	43
osmcc	0
osmclient	192
osmed	0
osmgsd	0
osmis	337
osmissile	0
osmium	0
osmius	527
osmk	0
osml	1
osmlab	0
osmle	0
osmm-viewer	0
osmnet	0
osmo	1
osmoa	0
osmobilecom	0
osmorc	0
osmose	0
osmose-dev	360
osmose-emu	0
osmosii	2
osmosis	0
osmosis-project	50
osmosysframewor	0
osmoz	0
osmparse	59
osmparser	39
osmplayer	4
osmr	0
osmrc	36
osmrouting	0
osms	0
osmsoc2005	0
osmtb	0
osmwin	6
osmzc	0
osn	20
osnet	0
osnetcommerce	0
osnetinstrument	19
osnine	0
osnms	0
osnofianlinux	141
osnos	23
osoccermanager	0
osoco	5
osolution	0
osom	91
osonefoundation	0
osooos	0
osopos	18
osopos-web	90
osoptiek	26
osots	0
osourceshop	0
osp	332
osp-toolkit	63
ospace	325
ospachat	18
ospcc	3
ospcs	0
ospdflib	0
ospet	0
ospf-te	0
ospf4ns	0
ospfviz	34
ospi	36
ospine	0
ospkibook	745
osplan	0
osplsql	0
osplus	152
ospmm	0
ospmp	0
ospms	0
ospo	0
ospod	0
ospora	0
osportal	0
ospp	0
ospraline	0
ospre	0
osprey	0
osprey-network	5
ospreycontainer	0
ospreyradio	0
ospro	0
osprofcheck	76
osprog	0
osps	0
ospss	0
ospu	0
ospycat	0
osqams	0
osqdb	45
osqlfuse	0
osqlp	251
osquest5	0
osquestions	11
osr	1
osra	44
osradio	0
osraids	0
osre	23
osrealestate	0
osrecruiter	20
osresources	0
osrfx2	51
osrk	0
osrm	0
osrms	0
osrmt	2238
osrosepp	0
osrpgcreation	175
osrpm	0
osrs	0
osrs-cf	6
oss	0
oss-assessment	0
oss-drivers	43
oss-jpp	0
oss-nms	13
oss-stats	1
oss2itil	0
oss4lib	0
oss4uss	0
ossbe	0
ossc	0
osscart	0
osschool	35
osschools	0
ossclass	0
osscourse	0
osscout	0
osscripts	0
ossdevclubittgr	0
ossdevstudio	14
ossdirdev	0
osse	0
osseg	9
osseo	82
osset	0
osshare	46
ossharepoint	0
ossi	0
ossigeno	72
ossim	369
ossimevo	0
ossinnovate	0
ossinthehood	0
ossitsm	0
ossitus	0
ossjsandbox	0
ossldtools	0
osslsigncode	76
ossm	408
ossmcf	0
ossmole	12490
ossmpedia	0
ossms	0
osso	60
ossobook	0
ossonar	4
ossorecaptcha	5
ossp	0
osspace	0
ossplex	3
ossrp	71
osss	0
ossseccenter	0
ossso	0
osst	15
osstag	5
osstest	0
osstools	0
ossudo	34
ossurin	0
ossvcguiproj	0
ossvol	32
ossw	22
osswakeup	1
osswg	0
osswich	0
osswin	0
ossy	0
ossystem	0
ost	1
ost-box	485
ostae	0
ostax	0
ostay	3
ostbge	7
ostdev	0
osted	0
ostest	0
ostherapy	0
osthreads	0
ostibiabot	0
osticket	0
osticketv16arab	0
ostium	0
ostl	0
ostomix	0
ostools	0
ostore	2
ostoreportlets	0
ostos	18
ostpk2051	0
ostransit	0
ostreamr	0
ostrich	0
ostridge	11
ostrucktrack	0
osts	0
ostunes	0
ostvg	0
ostw	0
osu-manet	0
osu-netsec	0
osu-quiz	75
osubg	0
osucyber	0
osug	0
osuite	0
osuniversity	0
osurf	0
osusim	0
osve	0
osveoc	0
osverein	0
osvhcp	0
osvp2	0
osvsd	0
osw	444
osw-pd	0
oswa	0
oswaf	0
oswax	19
oswh	0
oswiki	40
oswing	6206
oswis-wipldm	7
osworkflowgui	0
osworld	1
oswrap	10
oswstk	0
oswt	0
osx-avrtools	0
osx-blockgame	18
osx-dream	0
osx-gimp	0
osx-palm-tools	125
osx-pl2303	6133
osx-sigmatel	0
osxad2rsrc	0
osxavr	101
osxbar	0
osxcfkeylayout	0
osxchecker	0
osxcmc	13
osxcomicss	0
osxconvertaudio	0
osxcrypt	0
osxcsm	0
osxdcu	0
osxdocker	0
osxdq	8
osxfsuite	2129
osxgamepatches	4
osxhacks	0
osxhxd	5
osxldapprint	0
osxmailinglistm	8
osxmercury	75
osxminesweeper	285
osxnews	1202
osxnotifycenter	0
osxpal	7
osxpass	77
osxportableapps	19080
osxrecognition	123
osxsdhci	2080
osxsh	586
osxsynergygui	855
osxutils	318
osxvnc	12822
osxwhois	2
osxy	49
osyf	25
osync	281
osync-on-sunos	0
osz	1
ot4xb	0
ota	0
ota-calc	0
ota-tools	0
ota2001	0
otaac	379
otagr	11
otags	0
otalisman	0
otallyman	0
otams	0
otaq	0
otas	0
otasks	11
otatitlan	0
otatop-layer	0
otatop-player	0
otatopdvd	36
otazkovnik	0
otb	40
otbsoft	235
otbtoolbox	0
otc	0
otc-game	0
otc6	0
otcl-tclcl	1700
ote	110
otek	0
otekopengamepro	0
otemba	3
oter	0
otetsudaiqt	325
otf	7
otf2tex	0
otfeed	22
otfw	0
otgforum	24
oth	0
othello	0
othello-game	104
othello-gl	32
othellomaster	0
othelloservlet	0
othellov01	0
other-studio	0
otherearth	0
otherosforpalm	0
othersky	0
otherwise	0
otherworld	0
othiemann	0
otho	0
oticorder	43
otigma	0
otim	0
otimer	1
otipi	0
otipmce	0
otis	0
otk	1088
otl-progs	0
otlib	2
otlog	0
otm	55
otmapeditor	0
otme	0
otms	5
otneodatafeed	0
otnetmanager	0
oto	35
otob	1
otomigenx	26
otools	0
otp	16
otp-el	8
otp-j2me	132
otp-java	0
otparse	0
otpauth	0
otpenc	3
otplanner	0
otpnet	0
otr	18
otr-irssi	0
otr4gamera	0
otrdownloader	0
otrevolution	0
otrgraphics	9
otrirc	0
otris	0
otrmm	0
otrplayer	125
otrs	0
otrs-manager	439
otrs-monitor	0
otrs-persian	56
otrutility	24
ots	0
ots-auto	251
otsacm	0
otsairprice	7
otscms	250
otscvs	0
otseiloswebinte	0
otserv	0
otserver	0
otsfrfleetmgmt	129
otsoftware	458
otsreservations	0
otstriad	469
otsys	0
ott	16
ottd-ttrpatch	0
otter	0
ottercms	95
otterdvd	0
otteredit	0
otterunittest	2
ottm8	0
otto	46
ottobus	3
ottodj	1
ottoman	40
ottoproject	0
ottos	0
ottoware	8
ottoweb	0
otunes	50
otupyachivatel	13
otwebgame	0
otwg	18
otws	0
ou-cs442-542	21
ouaibsky	0
ouam	0
ouatodo	0
oublog	0
oucc	2
oucms	0
oufglass	0
ougp	0
oui	111
ouk	0
ouliblog	0
ouml2	0
oumu38	0
ounix	0
ouno-xri	0
ouobpo	0
our2unes	0
ourblender	0
ourcade	3
ourcal	2
ourcms	35
ourcommander	0
ourgateway	0
ourgrid	12
ourgrid4	0
ourhelpdesk	22
ouribatis	0
ourjoomla	0
ourleilao	0
ourlittleman	0
ourmap	0
ourmedia	27
ourmon	89
ournews	0
ouroboros	0
ouroboros-cms	0
ouroborus	0
ouroffice	0
ourperl	0
ourplan	0
ourpower	0
ourreviews	0
ourscrapbook	38
ourshare	0
ourspamkiller	0
oursqlservadmin	12
ourstreet	0
ourtunes	8766
ourvideocms	53
ourvitaminedluc	0
ourwebportal	0
ourworld	8
ourxdbu	169
out	0
out-dated	0
out-lame	1902
out2unix	0
outbreak3d	0
outbricks	1
outcall	41
outcast	0
outclass	20
outcook	61
outdoorpvp	0
outerp	5
outfitbuilder	0
outguard	3
outgun	217
outkafe-web	0
outlaw	3
outlawbbs	7
outlay	0
outlet	0
outlinebeamer	38
outliner	264
outlinerframe	0
outlink	0
outlook-synchro	8
outlook2ical	1990
outlookautoproc	0
outlookcalmerge	33
outlookduprmv	0
outlookgrabber	0
outlookmapispy	45
outlookquote	1
outlooktasks	22
outlookwebcal	26
outlookxml	0
outman	3
outmodedbonsai	80
outnews	0
outofoffice	15
outpost	0
outpost-online	0
outpost3	0
outpostwars	0
outputinspector	1
outql	0
outreach	285
outside-photos	45
outsiderrpg	8
outslider	0
outsync	0
ov-oms	0
ov4j	14
ova	8
oval	240
oval4j	0
ovaldi	607
ovalutils	121
ovanttasks	137
ovat	0
ovbb	100
ovc	0
ovcalendar	0
ovd	78
ovdp	9625
oven-commander	0
ovent	0
over	0
over-view	0
overactive	259
overapps	41
overbird	6
overcast	0
overcoat	49
overcr	0
overdose	547
overdoseinc	29
overengine	5
overfhlow	0
overflow	22
overgod	155
overlapper	0
overlay	14
overlayfilter	0
overlaypaper	47
overlaythelinux	0
overlayweaver	362
overlib	4966
overload	0
overlord	0
overmind-scfg	0
overmuli	4
overobuntu	0
overpass	0
overpoints	0
overrun	4
oversaturation	4
overse	0
overseer	41
overseer2007	0
overseercms	0
overshadow	4
oversim	0
oversite	0
overspace	0
overssi	9
overthrow	0
overtime	51
overtimecontrol	0
overture	0
overturetraces	0
ovf	0
ovfwp	0
ovhapi	159
ovhmyadmin	0
ovi	15
ovidentialdap	0
ovidplanent	0
ovinet	19
ovisstorage	0
ovito	0
ovl	0
ovmd	15
ovo127	0
ovoda	0
ovodoma	37
ovoedit	0
ovona-b2c	0
ovoronslegacy	0
ovorp	37
ovpcms	0
ovplayer	192
ovpn-crt-gen	0
ovpnp	1478
ovpntracker	0
ovpnwc	40
ovpnwebgui	0
ovpro	0
ovs	2
ovs2005	0
ovsos	15
ovtvid-bsd	44
ovulyashki	494
ovum	0
ovumsoftware	0
ow2wiki	39
owa	13
owagate	0
owap	0
owaphpredirecto	0
owasendmail	0
owasp-input-api	0
owasp-test	0
owaspfilters	0
owbasic-pv	1
owbooster	17
owbscripts	42
owc	25
owccp	0
owdatastructs	3
owebdev	0
owebrt	1
owes	0
owfs	1521
owg-legion	6
owgf	0
owgreport	0
owgw	0
owi	14
owide	0
owiki	0
owinlib	0
owinterface	0
owis	0
owl	5919
owl-alerts	0
owl-blender	0
owl-interactive	22
owl-scomposer	15
owl2prefuse	71
owl2xmi	42
owland	0
owlapi	1166
owldiff	11
owldotnetapi	0
owlet	98
owlet-code	0
owlib	6
owlinux	0
owlmail	0
owlmt	0
owlnext	0
owlos	0
owlpanel	8
owlpersonalsite	0
owlproject	0
owlrb	0
owlspiritont	4
owlt	0
owlutils	0
owlve	141
owlvision	324
owmt	0
own-ftp	0
ownage-report	0
ownet	0
ownfvalidator	0
ownpeng	0
ownrs	17
owns	272
ownsync	3
oworld	0
owot	0
owp	0
owrm	0
owro	0
ows	0
ows3	0
owssi	0
owview	0
oww	445
owz	78
ox-guide	0
oxce	0
oxci	11
oxclient-lib	0
oxdoc	19
oxe	0
oxe-fiexpenses	0
oxebiz	0
oxel	0
oxelonmediaconv	805
oxene	0
oxenecdindexer	17
oxf	4
oxff	0
oxfilemanager	76
oxfrpg	0
oxgameengine	250
oxide	0
oxide-ws	10
oxidedsms	0
oxidis	0
oxidizer	926
oxine	538
oxlinux	0
oxmled	14
oxmlrpctools	6
oxnet	0
oxonium	0
oxpac	0
oxterworkflow	0
oxtools	15
oxtorsmathdraw	89
oxtravelmanager	0
oxum	0
oxvip	8
oxxo	0
oxy	0
oxy2-100	0
oxygen	8
oxygen-io	1
oxygendesktop	0
oxygene	2
oxygene-game	0
oxygene-project	209
oxygenofficepro	0
oxygenos	0
oxylive	3
oxymedia	0
oxynews	20
oxyproject	3
oxyscheme	5
oxyshout	16
oxyus	183
oxyy	0
oylgarden	1
oyranos	399
oyster	0
oyster-emis	0
oystershell	0
oyunaltyapisi	0
oyvey	0
oz-detector	7
oz-tools	0
ozcdplayer	4
ozcode	59
ozdev	0
ozeanglotz	0
ozed-reports	0
ozeidesktop	0
ozengine	0
ozforums	0
ozgur-hanoi	5
ozgurkurt	0
ozhpixel	0
ozi2geotiff	0
oziac	7
oziapi-java	1
oziapinet	11
oziodometer	0
oziutils	20
ozlotto	0
ozon	0
ozone	239
ozone-framework	0
ozonefarm	0
ozoneframework	0
ozonegui	222
ozpc	0
ozradio	43
ozrb	0
ozscap	21
ozvm	9
ozymandias	2
ozymandiascms	0
p-2	22
p-a-t-h	31
p-blogger-mac	0
p-bot	0
p-cdplayer	2
p-cms	0
p-consultant	0
p-d-m	17
p-dl-reasoner	0
p-dog	8
p-evo	4
p-f-m	181
p-g	0
p-g-qvm	0
p-gal	71
p-gallery	0
p-get	0
p-grid	0
p-hero	10
p-ice	6
p-ids	0
p-im	7
p-info-board	0
p-k	0
p-messenger	0
p-moontool	17
p-nelope	11
p-o-p	0
p-of-p	0
p-ppolicyserver	0
p-ray	0
p-s-e	1
p-s-i	2
p-scan	32
p-selectables	1
p-storyarchive	0
p-suite-project	2
p-tab	0
p-three	10
p-tools	0
p-type	0
p-unit	224
p0a-p13comments	0
p1001bar	0
p112	314
p12345678	0
p123javashop	248
p12import	44
p1451-1	0
p16y	0
p1lang	0
p20	0
p202	0
p23	0
p25rpm	0
p264decoder	179
p2a	0
p2ada	32
p2c	0
p2cxx	0
p2d	6
p2dhf	4
p2dir	18
p2ee	2
p2gen	0
p2h	21
p2k	1
p2kbackup	0
p2kfs	0
p2ma	0
p2man	5
p2nav	0
p2net	0
p2p	0
p2p-at-uva	0
p2p-chat	0
p2p-classifier	0
p2p-fire-unlock	0
p2p-fs	0
p2p-grab	17
p2p-http	3
p2p-im	2
p2p-lanshare	0
p2p-model	0
p2p-movielib	2
p2p-netfilter	0
p2p-radio	1186
p2p-sim	0
p2p-tv	0
p2p-voip	61
p2p-web	0
p2p-xchange	0
p2p2t	0
p2p3tc08	0
p2panitfish	0
p2parser	0
p2pati	58
p2pbackupmirror	0
p2pbackupsmile	88
p2pbbs	0
p2pbiofoco	0
p2pblog	0
p2pcc	0
p2pchat	52
p2pcms	0
p2pcommunity	62
p2pcontent-auth	0
p2pdetect	11
p2pdlib	0
p2pdns	0
p2pe	2
p2people	12
p2pfinder	0
p2pfire	379
p2pfishnet	21
p2pfolder	0
p2pfs	0
p2pfusion	0
p2pfw	0
p2pgnf	77
p2pgrid	0
p2photolog	0
p2pian	0
p2pirc	2
p2play	0
p2plibertyforum	0
p2pmail	10
p2pmedia	0
p2pmess	38
p2pml	0
p2pmonkey	0
p2pmud	29
p2pnetwork	0
p2pns	0
p2ponat	0
p2poogle	4
p2ppubsub	0
p2praid	0
p2prfd	0
p2ps3	0
p2psb	0
p2pshaper	33
p2pshare	0
p2psimulator	0
p2psipphone	56
p2pstock	0
p2pstore	0
p2pstream	0
p2ptalk	0
p2ptao	0
p2ptv	0
p2putc	0
p2pvisualizer	3
p2pvpn	1219
p2pvs	0
p2pwall	44
p2pweb	0
p2pws	0
p2python	0
p2rechner	7
p2rplaylister	1
p2s	310
p2t	0
p2tk	0
p2ttm	9
p300drv	9
p30tipuniversal	75
p3a	0
p3asm	0
p3c	32
p3calc	0
p3cms	4
p3d-shad	0
p3dengine	26
p3emu	0
p3esite	0
p3i	27
p3icli	21
p3m1	0
p3mailer	65
p3net-create	0
p3netprojx	0
p3physicslib	0
p3pups	0
p3s	0
p3scan	452
p3wa	0
p4a	3692
p4delta	40
p4dotnet	205
p4eclipse	46
p4el	153
p4j	0
p4jb	1
p4net	0
p4p	13
p4p-passion	9
p4plus2	0
p4pp	3
p4project	0
p4r4noid	0
p4spam	21
p4sync	0
p4tocc-import	8
p4w	5
p4wn	0
p5-daemon-class	0
p5-net-sip	0
p5eex	0
p5glove	3
p5ii	2
p5in	0
p5ol	0
p5persistence	0
p5re	0
p5vlc	3
p5x	0
p620	0
p6662a06	0
p6spy	1794
p79	0
p7zip	23678
p800bible	0
p910nd	607
p98fongo	30
pa-ai	0
pa-art	0
pa-bot	4
pa-card-games	0
pa-diffviewer	0
pa-do	0
pa-install	7
pa-mirc	8
pa-net	0
pa-wavplay	61
pa036fuu	0
paa	7
paab	2
paacs	0
paakt	0
paal	0
paarpd	0
pab	0
pabato	0
pabber	8
pabbering	0
pabios	0
pablesticky	0
pablodraw	511
pabscms	0
pabsf	0
pabx-project	53
pabxlogd	0
pabxmon	8
pac	0
pac-box	0
pac-man-rcx	0
pac-monster	0
pac-n-heat	2
pac122	0
pac3ep-project	0
pacal	0
pacapana	0
pacaq	28
pacc	29
paccman	0
pacdasher	19
pace	0
pace-check	5
pace-ids	3
pacecalculator	10
paced	2
pacelife	0
pacemp	0
pacer	0
pacerapp	0
pacercms	95
pacers2007	0
pacex	0
pacgen	307
pachallaqta	0
pachamama	0
pachanga	15
pachibattlepc	0
pachu	0
pachyderm	169
pachyderm-fw	37
pachytoolkit	0
pacie	4
pacific	0
pacific42	0
pacifictimeshee	0
pack	0
pack-age	3
packad	0
package	0
package-javadoc	89
package-jitsu	0
package-tracker	3
packagebuilder	0
packagefs	9
packagemanager	14
packagerat	0
packagerqair	28
packagers	0
packages	0
packagesdeb	177
packagesearch	115
packagesrpm	55
packalo	0
packedobjects	0
packer	137
packet-cd	49
packet-world	6
packet2sql	98
packetadmin	0
packetagg	0
packetdb	0
packetfence	6349
packetflux	0
packetforger	0
packeth	1419
packetinspector	21
packetizer	0
packetmangler	0
packetmap	8
packetmonitor	6
packetpro	0
packetron	0
packetscope	0
packetstorm	1
packettrap	0
packetviz	15
packetyzer	2494
packfolder	9
packgebuilder	0
packin	49
packinon	35
packitgui	2
packjacket	651
packk24pctel	0
packlet	36
packman	14
packmanager	0
packmanwinkit	12
packmasterweb	6
packommander	3
packrat	1
packsys	0
packtag	195
packtoservers	0
packup	0
packvew	0
packware	4
pacl	9
paclang	1
paclientmonitor	0
paclims	1
paclink-unix	17
pacmacro	0
pacman	18
pacman-autoconf	9
pacman-clone	0
pacman-ia	0
pacman-tag	0
pacman2	0
pacman4000	202
pacmanarena	233
pacmanforlinux	0
pacmanfps	0
pacmanreturns	0
pacmanuni	0
pacmanx	38
pacmarin	14
pacms	87
paco	1774
pacpl	3382
pacraft	0
pacs	0
pacsmc	0
pacspulse	32
pacsquared	6
pacstp	1
pact	0
pactool	0
pacwinter	0
pad	0
pad-chat	0
pad-prg-mgt	11
padam	0
padamo	0
padanielgouveia	0
padb	1
padc	0
padclipse	54
padd	0
padda	0
padded	0
paddle	0
paddock	20
paddress	3
padduser	1
padedit	0
paderadler	0
padi	0
padict	653
padk	0
padkiss	2
padl	10
padle	0
padlock	0
padnews	1
padno	0
padnote	32
padpaper	74
padre	0
padre4l	21
padtaxi	2
padu	0
padua	2
pae	5
paean	0
paeano	0
paediatricrcp	13
paella	5
paems	0
paexec	18
paf	14
pafleetlauncher	6
paflinkx	0
paflow	0
pafm	353
pag	0
pagc	48
page-bencher	0
page-om	0
page-panel	0
page-watcher	7
page2stage	19
pageableopenflt	4
pageb	0
pagebased-dsm	0
pagebox	81
pagebreaktaglib	0
pagecast	81
pagecontroller	0
pagecount	3
pagedb	0
pagedev-extreme	0
pagefetch	1
pageflip	0
pageforward	124
pagefusion	0
pagegarden	0
pagejeanie	11
pagekit	0
pagelayout	87
pagelet	0
pagelets	0
pageley	0
pagelogger	177
pagemanager	97
pagemap	0
pageme	0
pagemgr	8
pagemill	0
pagemixer	0
pagen	3
pageping	24
pager	0
pagerank	0
pagerbot	3
pageriptools	0
pagerping	0
pages	0
pages-framework	0
pagescavanger	272
pagesconvert	458
pageshell	0
pagesquid	14
pagetabs	2
pagetemplate	12
pagetest	919
pagetimer	4
pagetool	41
pagetools	44
pagetrack	0
pagetraq	0
pagetronic	0
pagex	4
pagezoom	443
pagheopen	0
paginatethis	0
pagination	0
paginator-tag	0
pagkalos	2
pagocel	0
pagode	22
pagstract	0
paguaceta	4
paguonpuemhuk	145
pahm	29
pahsbilling	0
pai	0
paic	0
paideia	4
paidmail	0
paidtocheat	0
paiib	1
pail	1
paimbot	4
pain2d	0
paing	0
paininroids	2
painlinks	0
painpai	0
paint	0
paint-ee	29
paint-estimator	0
paint-net-mono	0
paint3d	0
paintball	31
paintball2	21884
paintballing	1
paintballlegend	0
paintbrush	43357
paintcondb	0
paintj	0
paintlib	0
paintlines	0
painto	0
paintown	8061
paiol	34
paip	45
paipodlinux	0
pair	0
pairman	0
paix	0
paj	0
paja	0
pajaj	47
pajammin	0
pajax	2
pajaxapi	0
paje	0
pajekpart	0
pajeutil	4
pajff	38
pajfit	5
pajm	0
pajuan	0
pak-archiver	0
pakada	0
pakay	7
pakcms	0
pake	0
paketo	0
paki	0
pakiderme	0
pakiti	27
paklib	81
pakman	0
paknet	0
paknpost	72
pakrak	2
paktool	0
paktype	642
pakupaku	11
pal	0
pal-core	0
pal20	6
pala	0
palabre	0
palace-dci	82
palacios-kitten	0
paladin	0
paladin-rad	0
palamedes	0
palamedes-ide	0
palantir2	0
palantir3	0
palantiragent	9
palantirrdp	56
palaver	0
palcal	264
palcodec	0
paldvd2ntscdvd	119
pale	0
palenque-ngs	0
paleo	0
paleomag	43
paleomail	1
palesdl	0
palestina	0
paleta	4
palette	0
palette-gen	0
paletteorder	2
palex	0
palgar	30
palib	0
palimpsest	0
palimpseste	0
palin	0
palindrume	0
palinsesti	0
palinx	0
palioget	1
palios	0
palireader	79
palissade	0
palkey	0
palladium	0
pallavi	54
pallsat	0
palm-annotate	6
palm-car-race	0
palm-date-calc	46
palm-db-tools	202
palm-dos	0
palm-ldap	1
palm-light-off	1
palm-linux	12
palm-mash	55
palm-md5lib	1
palm-monitor	5
palm-mpc	37
palm-nurikabe	0
palm-qotd	18
palm-smbclient	41
palm-tcl	37
palm-trans-util	0
palm-utils	9
palm-wrap	0
palm2egw	0
palm2ical	98
palm2ics	22
palm2nokiavcard	21
palm4python	0
palma	10
palmagym	0
palmapple	109
palmatoms	29
palmavr	67
palmbackup	10
palmbazaar	0
palmbible	177
palmbiblepl	385
palmbibleplus	5920
palmboardroom	0
palmbomb	0
palmbookdb	4
palmboxer	0
palmbtremote	12
palmc	1
palmchmreader	71
palmcoins	2
palmcppunit	2
palmcricket	1
palmdesktools	0
palmdiablo	0
palmdial	0
palmdict	79
palmdieroller	14
palmdisplay	9
palmdms	0
palmdosbox	265
palmed	38
palmeira	0
palmfc	5
palmfiction	3379
palmfox	0
palmfs	13
palmfuellog	147
palmgolfstat	0
palmgone	2
palmgsync	0
palmib	0
palmident	0
palmimage	14
palmin	9
palminator	0
palmipeds	0
palmishido	52
palmiye	0
palmkey	17
palmkit	0
palmlibhttp	0
palmlj	8
palmlook	7
palmlookout	14
palmmap	0
palmopenchess	3112
palmorb	490
palmos-patience	344
palmos-time-h	0
palmos-webkit	0
palmoscrlib	18
palmoslua	0
palmosrpgcreate	0
palmpanel	1
palmpgn	10
palmpic	7
palmplanets	0
palmpng	15
palmpolitik	0
palmprint	0
palmrc	2
palmreddtmf	0
palmrtm	0
palms	0
palmsched	4
palmschool	0
palmscms	3
palmscope	0
palmsniff	8
palmspec	46
palmspell	2
palmstlxml	4
palmsunbirdsync	0
palmsurv	6
palmtaco	16
palmtelinux	716
palmtools	6
palmtopen	6
palmtower	200
palmtrader	5
palmtree	0
palmtuner	65
palmtv	0
palmuae	121
palmvnc2	58
palmvoc	12
palmwac	54
palmwords	52
palmxq	41
palmyourbrain	0
palmzilla	0
palmzlib	0
palmzx	0
